Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Closed Date,New,In Specification,Open,In Progress,In Review,Pending,Resolved,Closed,Resolution
Accounts Payable,,CCBFIAP18-3371,Defect,New,23.03.2023 15:36:07,Future Lab|,,,,87817,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3370,Task,Closed,23.03.2023 14:47:34,B7 - BMW Fahrzeugtechnik GmbH|Invoice Verification|,,23.03.2023 17:53:09,24.03.2023 11:50:40,185,0,24,0,0,0,1052,86603,Done
Accounts Payable,,CCBFIAP18-3369,Task,Open,23.03.2023 14:40:09,Invoice Verification|,,23.03.2023 16:31:22,23.03.2023 16:32:36,111,0,82579,1,0,0,5181,0,
Accounts Payable,,CCBFIAP18-3368,Task,New,23.03.2023 13:14:46,Automatic invoice procedure|,,,,87959,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3367,Task,New,23.03.2023 12:45:52,Future Lab|,,,,87987,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3366,Task,New,23.03.2023 11:01:16,Future Lab|,,,,88092,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3365,Task,Resolved,23.03.2023 10:42:01,Invoice Verification|,,23.03.2023 17:11:50,31.03.2023 10:22:18,389,0,5958,0,0,0,81763,0,Done
Accounts Payable,,CCBFIAP18-3364,Task,New,23.03.2023 10:41:57,Future Lab|,,,,88111,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3363,Task,Pending,23.03.2023 10:36:20,Invoice Verification|,,23.03.2023 16:33:19,,356,0,0,0,0,87760,0,0,
Accounts Payable,,CCBFIAP18-3362,Task,New,23.03.2023 10:34:19,A1 - BMW AG|Document Management|,,,,88119,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3361,Task,New,22.03.2023 15:24:09,Accounts Payable Accounting|MU - BMW (UK) Manufacturing|,,,,89269,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3360,Task,Resolved,22.03.2023 15:18:18,Accounts Payable Accounting|MU - BMW (UK) Manufacturing|,,23.03.2023 09:48:38,23.03.2023 09:48:38,1110,0,0,0,0,0,88165,0,Won't Do
Accounts Payable,,CCBFIAP18-3359,Task,Resolved,22.03.2023 15:16:32,A1 - BMW AG|Document Management|,,19.04.2023 13:10:02,19.04.2023 13:10:02,40193,0,0,0,0,0,49083,0,Done
Accounts Payable,,CCBFIAP18-3358,Task,Resolved,22.03.2023 14:03:06,Future Lab|,,24.03.2023 08:57:12,11.04.2023 16:43:47,2574,0,0,3360,22996,0,60419,0,Done
Accounts Payable,,CCBFIAP18-3357,Task,New,22.03.2023 13:30:52,A1 - BMW AG|B7 - BMW Fahrzeugtechnik GmbH|Invoice Verification|MU - BMW (UK) Manufacturing|,,,,89382,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3356,Task,Resolved,22.03.2023 11:25:57,Future Lab|,,12.04.2023 08:36:52,04.05.2023 14:22:53,30070,12789,0,19235,0,0,27410,0,Done
Accounts Payable,,CCBFIAP18-3355,Story,New,22.03.2023 11:01:11,,,,,89532,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3354,Story,New,22.03.2023 11:00:29,,,,,89533,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3353,Story,In Progress,22.03.2023 10:59:49,,,22.03.2023 11:00:18,,0,0,0,89533,0,0,0,0,
Accounts Payable,,CCBFIAP18-3352,Defect,In Progress,22.03.2023 10:56:50,,,22.03.2023 10:56:59,,0,0,0,89536,0,0,0,0,
Accounts Payable,,CCBFIAP18-3351,Defect,In Progress,22.03.2023 10:55:28,,,22.03.2023 10:55:35,,0,0,0,89538,0,0,0,0,
Accounts Payable,,CCBFIAP18-3350,Task,Resolved,22.03.2023 10:23:03,Future Lab|,,30.03.2023 08:43:21,06.04.2023 13:04:39,11420,0,0,10303,0,0,67846,0,Done
Accounts Payable,,CCBFIAP18-3349,Task,Resolved,22.03.2023 10:15:15,Future Lab|,,30.03.2023 08:43:23,06.04.2023 11:48:46,11428,0,0,10265,0,0,67885,0,Done
Accounts Payable,,CCBFIAP18-3348,Task,In Progress,22.03.2023 10:14:06,Future Lab|,,30.03.2023 08:39:36,,11425,0,0,78154,0,0,0,0,
Accounts Payable,,CCBFIAP18-3347,Task,Resolved,22.03.2023 10:13:28,Future Lab|,,30.03.2023 08:39:34,31.03.2023 11:42:09,11426,0,0,1622,0,0,76531,0,Done
Accounts Payable,,CCBFIAP18-3346,Task,New,22.03.2023 09:38:38,Invoice Verification|,,,,89615,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3345,Task,New,22.03.2023 09:35:43,Automatic invoice procedure|,,,,89618,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3344,Task,Closed,22.03.2023 08:33:30,Accounts Payable Tax|,,22.03.2023 09:29:00,22.03.2023 11:49:36,55,0,0,126,0,0,13,89484,Done
Accounts Payable,,CCBFIAP18-3343,Task,In Progress,21.03.2023 16:22:03,A1 - BMW AG|Document Management|,,19.04.2023 15:33:10,,41711,0,0,48940,0,0,0,0,
Accounts Payable,,CCBFIAP18-3342,Task,Resolved,21.03.2023 15:36:50,Automatic invoice procedure|,,21.03.2023 15:52:06,21.03.2023 15:52:06,15,0,0,0,0,0,90681,0,Won't Do
Accounts Payable,,CCBFIAP18-3341,Task,New,21.03.2023 15:33:52,Automatic invoice procedure|,,,,90699,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3340,Story,Resolved,21.03.2023 15:24:52,,,21.03.2023 15:25:52,12.04.2023 16:15:29,1,0,0,21305,10424,0,58978,0,Done
Accounts Payable,,CCBFIAP18-3339,Task,Resolved,21.03.2023 14:54:58,Invoice Verification|,,22.03.2023 11:05:35,22.03.2023 11:05:35,1210,0,0,0,0,0,89528,0,Done
Accounts Payable,,CCBFIAP18-3338,Task,Resolved,21.03.2023 14:12:48,A1 - BMW AG|Invoice Verification|,,22.03.2023 10:11:23,22.03.2023 10:12:41,1198,0,0,1,0,0,89581,0,Done
Accounts Payable,,CCBFIAP18-3337,Task,New,21.03.2023 12:07:29,A1 - BMW AG|,,,,90906,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3336,Task,Resolved,21.03.2023 10:37:49,A1 - BMW AG|Invoice Verification|,,22.03.2023 19:57:45,22.03.2023 19:57:45,1999,0,0,0,0,0,88996,0,Done
Accounts Payable,,CCBFIAP18-3335,Task,Closed,21.03.2023 10:06:39,A1 - BMW AG|Invoice Verification|,,22.03.2023 11:47:07,22.03.2023 13:46:56,1540,0,0,5,0,0,114,89366,Done
Accounts Payable,,CCBFIAP18-3334,Task,New,21.03.2023 09:02:22,A1 - BMW AG|Automatic invoice procedure|,,,,91091,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3333,Defect,In Progress,21.03.2023 08:17:14,Accounts Payable Accounting|,,23.03.2023 10:00:01,,2982,0,0,88153,0,0,0,0,
Accounts Payable,,CCBFIAP18-3332,Task,Resolved,20.03.2023 15:56:04,Accounts Payable Accounting|,,20.03.2023 15:59:52,20.03.2023 16:02:38,3,0,0,2,0,0,92111,0,Done
Accounts Payable,,CCBFIAP18-3331,Task,Resolved,20.03.2023 15:42:01,Accounts Payable Accounting|,,20.03.2023 15:51:24,20.03.2023 15:51:29,9,0,0,0,0,0,92122,0,Done
Accounts Payable,,CCBFIAP18-3330,Task,In Progress,20.03.2023 15:09:00,Accounts Payable Accounting|,,20.03.2023 15:10:53,,1,0,0,92162,0,0,0,0,
Accounts Payable,,CCBFIAP18-3329,Task,Resolved,20.03.2023 14:13:40,Automatic invoice procedure|TBB|,,21.03.2023 15:19:46,21.03.2023 15:19:46,1506,0,0,0,0,0,90714,0,Duplicate
Accounts Payable,,CCBFIAP18-3328,Task,New,20.03.2023 13:43:00,Document Management|,,,,92250,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3327,Task,New,20.03.2023 13:37:55,Automatic invoice procedure|,,,,92255,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3325,Task,Closed,20.03.2023 10:38:39,Invoice Verification|,,20.03.2023 12:38:02,20.03.2023 13:08:44,119,0,0,0,0,0,30,92285,Done
Accounts Payable,,CCBFIAP18-3324,Defect,New,17.03.2023 08:14:54,,,,,96898,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3323,Task,Closed,17.03.2023 13:00:25,Invoice Verification|,,20.03.2023 12:49:59,05.04.2023 13:32:11,4309,0,1,1252,0,0,21827,69221,Done
Accounts Payable,,CCBFIAP18-3322,Story,Open,17.03.2023 12:42:54,Accounts Payable Accounting|,,22.03.2023 09:59:32,,7036,0,89592,1,0,0,0,0,
Accounts Payable,,CCBFIAP18-3321,Task,New,17.03.2023 07:59:54,A1 - BMW AG|Automatic invoice procedure|,,,,96913,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3320,Task,Open,16.03.2023 15:01:11,Invoice Verification|,,13.04.2023 09:07:34,13.04.2023 09:07:34,39966,0,57830,0,0,0,136,0,
Accounts Payable,,CCBFIAP18-3319,Task,Resolved,16.03.2023 14:17:37,Invoice Verification|,,13.04.2023 09:08:08,13.04.2023 09:08:08,40010,0,0,0,0,0,57965,0,Done
Accounts Payable,,CCBFIAP18-3318,Task,Resolved,16.03.2023 14:03:10,Document Management|,,21.03.2023 19:02:46,24.04.2023 12:57:56,7499,48595,0,0,0,0,41895,0,Done
Accounts Payable,,CCBFIAP18-3317,Task,Closed,16.03.2023 13:10:29,Accounts Payable Accounting|,,17.03.2023 10:07:15,20.03.2023 13:55:42,1256,0,0,4429,0,0,119,92238,Done
Accounts Payable,,CCBFIAP18-3316,Task,Closed,16.03.2023 10:55:02,Invoice Verification|,,23.03.2023 08:27:17,30.03.2023 16:16:26,9932,10447,0,0,0,0,34,77763,Done
Accounts Payable,,CCBFIAP18-3315,Task,Closed,16.03.2023 10:46:29,Invoice Verification|,,16.03.2023 12:37:42,17.03.2023 08:59:43,111,0,0,0,0,0,1222,96854,Done
Accounts Payable,,CCBFIAP18-3314,Task,Resolved,16.03.2023 10:01:13,A1 - BMW AG|Invoice Verification|,,16.03.2023 11:04:04,16.03.2023 11:04:04,62,0,0,0,0,0,98169,0,Done
Accounts Payable,,CCBFIAP18-3313,Task,Resolved,16.03.2023 09:19:43,Accounts Payable Tax|,,16.03.2023 09:23:15,16.03.2023 10:19:19,3,0,48,7,0,0,98214,0,Done
Accounts Payable,,CCBFIAP18-3312,Task,Resolved,16.03.2023 08:03:32,Invoice Verification|,,16.03.2023 10:48:49,16.03.2023 10:48:49,165,0,0,0,0,0,98185,0,Done
Accounts Payable,,CCBFIAP18-3311,Task,In Progress,15.03.2023 17:03:29,Document Management|,,15.03.2023 22:13:33,,310,0,0,98940,0,0,0,0,
Accounts Payable,,CCBFIAP18-3310,Task,Resolved,15.03.2023 13:52:40,A1 - BMW AG|Invoice Verification|,,16.03.2023 11:09:16,22.03.2023 10:22:05,1276,0,0,8592,0,0,89571,0,Done
Accounts Payable,,CCBFIAP18-3309,Task,Resolved,15.03.2023 10:50:53,Invoice Verification|,,15.03.2023 15:30:37,15.03.2023 15:30:37,279,0,0,0,0,0,99343,0,Done
Accounts Payable,,CCBFIAP18-3308,Task,Resolved,14.03.2023 16:19:44,Document Management|,,15.03.2023 16:49:10,22.03.2023 13:57:22,1469,0,9908,0,0,0,89356,0,Done
Accounts Payable,,CCBFIAP18-3307,Task,New,14.03.2023 15:58:44,Automatic invoice procedure|,,,,100755,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3306,Task,New,14.03.2023 15:50:02,Automatic invoice procedure|,,,,100763,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3305,Task,New,14.03.2023 14:35:14,Invoice Verification|,,,,100838,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3304,Task,Open,14.03.2023 14:14:07,Invoice Verification|,,14.03.2023 17:13:35,14.03.2023 17:13:35,179,0,97964,0,0,0,2716,0,
Accounts Payable,,CCBFIAP18-3303,Task,Resolved,14.03.2023 13:58:49,Accounts Payable Accounting|,,15.03.2023 07:03:12,26.04.2023 15:36:40,1024,0,0,60993,0,0,38857,0,Done
Accounts Payable,,CCBFIAP18-3302,Sub-task,Closed,14.03.2023 11:57:27,,,14.03.2023 14:00:47,16.03.2023 19:01:45,123,0,3180,0,0,0,0,97692,Won't Do
Accounts Payable,,CCBFIAP18-3301,Story,Resolved,14.03.2023 11:53:01,Automatic invoice procedure|,,04.04.2023 08:22:40,04.04.2023 08:22:40,30029,0,0,0,0,0,70971,0,Done
Accounts Payable,,CCBFIAP18-3300,Task,New,14.03.2023 11:51:37,Automatic invoice procedure|,,,,101002,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3299,Task,Open,14.03.2023 10:41:06,A1 - BMW AG|Invoice Verification|,,16.03.2023 10:42:59,16.03.2023 10:42:59,2881,0,98119,0,0,0,71,0,
Accounts Payable,,CCBFIAP18-3298,Task,Closed,14.03.2023 10:05:19,Invoice Verification|,,14.03.2023 17:00:14,16.03.2023 07:26:21,414,0,510,0,0,0,1795,98387,Done
Accounts Payable,,CCBFIAP18-3297,Task,Resolved,14.03.2023 09:35:59,Accounts Payable Accounting|,,14.03.2023 17:22:13,22.03.2023 12:02:27,466,0,0,11200,0,0,89471,0,Done
Accounts Payable,,CCBFIAP18-3296,Task,Resolved,14.03.2023 07:14:55,Invoice Verification|,,21.04.2023 10:53:54,24.04.2023 08:13:18,54938,0,4159,0,0,0,42180,0,Rejected
Accounts Payable,,CCBFIAP18-3295,Task,New,13.03.2023 16:30:32,Automatic invoice procedure|,,,,102163,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3294,Task,New,13.03.2023 15:37:15,A1 - BMW AG|Automatic invoice procedure|,,,,102216,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3293,Task,In Progress,13.03.2023 13:51:40,B1 - BMW Bank GmbH - DE|Document Management|MU - BMW (UK) Manufacturing|UH - BMW Manufacturing Hungary|,,14.04.2023 13:45:01,,46073,0,0,56248,0,0,0,0,
Accounts Payable,,CCBFIAP18-3292,Task,Closed,13.03.2023 12:49:45,Automatic invoice procedure|,,13.03.2023 12:51:25,05.04.2023 16:24:07,1,0,0,33332,0,0,0,69049,Done
Accounts Payable,,CCBFIAP18-3291,Task,Resolved,13.03.2023 11:53:32,Document Management|,,15.03.2023 16:55:40,22.03.2023 12:35:48,3182,0,9820,0,0,0,89438,0,Done
Accounts Payable,,CCBFIAP18-3290,Task,Resolved,13.03.2023 11:33:16,A1 - BMW AG|Accounts Payable Accounting|,,13.03.2023 17:18:54,24.03.2023 11:26:11,345,0,0,15487,0,0,86627,0,Done
Accounts Payable,,CCBFIAP18-3289,Task,New,13.03.2023 10:19:37,A1 - BMW AG|,,,,102534,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3288,Task,Closed,13.03.2023 09:26:05,Accounts Payable Accounting|,,13.03.2023 11:18:06,17.03.2023 07:18:12,112,0,0,4336,0,0,1183,96955,Done
Accounts Payable,,CCBFIAP18-3287,Task,Resolved,13.03.2023 08:59:45,Accounts Payable Accounting|,,13.03.2023 09:00:05,13.03.2023 10:19:40,0,0,0,79,0,0,102534,0,Done
Accounts Payable,,CCBFIAP18-3286,Story,Resolved,13.03.2023 08:42:38,Automatic invoice procedure|,,13.03.2023 08:43:03,13.03.2023 08:43:03,0,0,0,0,0,0,102630,0,Done
Accounts Payable,,CCBFIAP18-3285,Story,Resolved,13.03.2023 07:34:10,Automatic invoice procedure|,,13.03.2023 07:35:51,13.03.2023 07:35:51,1,0,0,0,0,0,102698,0,Done
Accounts Payable,,CCBFIAP18-3284,Task,New,10.03.2023 14:39:40,Invoice Verification|,,,,106594,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3283,Task,Resolved,10.03.2023 14:36:38,Invoice Verification|,,10.03.2023 16:18:25,10.03.2023 16:18:25,101,0,0,0,0,0,106495,0,Done
Accounts Payable,,CCBFIAP18-3282,Task,Resolved,10.03.2023 12:51:24,Accounts Payable Tax|Invoice Verification|,,04.04.2023 09:18:35,04.04.2023 09:18:35,35787,0,0,0,0,0,70915,0,Won't Do
Accounts Payable,,CCBFIAP18-3281,Task,Resolved,10.03.2023 12:05:26,Invoice Verification|MU - BMW (UK) Manufacturing|,,23.03.2023 17:48:01,23.03.2023 17:48:01,19062,0,0,0,0,0,87685,0,Done
Accounts Payable,,CCBFIAP18-3280,Task,Closed,10.03.2023 11:53:09,Document Management|,,27.03.2023 11:10:24,27.03.2023 12:07:42,24437,0,0,0,0,0,57,82266,Done
Accounts Payable,,CCBFIAP18-3279,Defect,New,09.03.2023 16:27:31,,,,,107926,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3278,Task,In Progress,09.03.2023 16:36:45,A1 - BMW AG|Automatic invoice procedure|Document Management|,,21.03.2023 10:37:30,,16920,0,0,90996,0,0,0,0,
Accounts Payable,,CCBFIAP18-3277,Defect,Resolved,09.03.2023 16:04:49,Future Lab|,,09.03.2023 17:06:29,05.04.2023 08:11:17,61,0,0,38344,0,0,69542,0,Fixed
Accounts Payable,,CCBFIAP18-3276,Task,New,09.03.2023 15:03:00,Document Management|,,,,108010,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3275,Task,Closed,09.03.2023 14:20:33,Document Management|,,21.03.2023 19:57:07,22.03.2023 08:04:59,17616,0,0,0,0,0,727,89708,Done
Accounts Payable,,CCBFIAP18-3274,Story,In Specification,09.03.2023 13:39:51,,,09.03.2023 13:41:19,,1,108092,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3273,Story,Resolved,09.03.2023 13:20:51,,,09.03.2023 13:20:56,09.03.2023 13:22:00,0,1,0,0,0,0,108111,0,Done
Accounts Payable,,CCBFIAP18-3272,Task,New,09.03.2023 13:15:59,Automatic invoice procedure|,,,,108117,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3271,Task,Closed,09.03.2023 11:08:17,Accounts Payable Accounting|UH - BMW Manufacturing Hungary|,,09.03.2023 11:48:59,09.03.2023 11:49:00,40,0,0,0,0,0,0,108204,Won't Do
Accounts Payable,,CCBFIAP18-3270,Task,Pending,09.03.2023 10:51:33,A1 - BMW AG|Invoice Verification|,,09.03.2023 20:34:54,,583,0,0,0,0,107678,0,0,
Accounts Payable,,CCBFIAP18-3269,Task,Resolved,09.03.2023 10:30:48,Accounts Payable Accounting|TBB|,,10.03.2023 10:51:02,13.03.2023 09:50:34,1460,4259,0,0,0,0,102563,0,Done
Accounts Payable,,CCBFIAP18-3268,Sub-task,Open,08.03.2023 16:39:10,Future Lab|,,,,109354,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3267,Sub-task,Open,08.03.2023 16:37:24,Future Lab|,,,,109356,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3266,Sub-task,Open,08.03.2023 16:35:10,Future Lab|,,,,109358,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3265,Story,New,08.03.2023 16:33:27,Future Lab|,,,,109360,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3264,Task,Resolved,08.03.2023 16:27:49,Future Lab|,,08.03.2023 16:28:01,08.03.2023 16:28:01,0,0,0,0,0,0,109365,0,Done
Accounts Payable,,CCBFIAP18-3263,Task,New,08.03.2023 16:21:12,Automatic invoice procedure|,,,,109372,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3262,Task,New,08.03.2023 14:09:11,Automatic invoice procedure|,,,,109504,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3261,Task,Resolved,08.03.2023 13:33:57,A1 - BMW AG|Invoice Verification|,,08.03.2023 16:21:26,08.03.2023 16:21:26,167,0,0,0,0,0,109372,0,Done
Accounts Payable,,CCBFIAP18-3260,Task,Resolved,08.03.2023 12:44:44,Invoice Verification|,,16.03.2023 10:50:50,16.03.2023 10:50:50,11406,0,0,0,0,0,98183,0,Done
Accounts Payable,,CCBFIAP18-3259,Task,New,08.03.2023 11:59:30,A1 - BMW AG|Future Lab|,,,,109634,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3258,Task,Closed,08.03.2023 10:23:13,A1 - BMW AG|Automatic invoice procedure|,,10.03.2023 11:21:11,10.03.2023 11:21:13,2937,0,0,0,0,0,0,106792,Done
Accounts Payable,,CCBFIAP18-3257,Task,Closed,08.03.2023 10:00:02,A1 - BMW AG|Automatic invoice procedure|,,09.03.2023 12:49:56,09.03.2023 12:50:52,1609,0,0,0,0,0,0,108142,Done
Accounts Payable,,CCBFIAP18-3256,Task,New,08.03.2023 09:24:03,Automatic invoice procedure|,,,,109789,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3254,Story,New,08.03.2023 09:17:22,Document Management|,,,,109796,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3251,Task,Resolved,08.03.2023 08:01:23,Invoice Verification|MU - BMW (UK) Manufacturing|,,08.03.2023 10:48:02,08.03.2023 10:48:12,166,0,0,0,0,0,109705,0,Done
Accounts Payable,,CCBFIAP18-3250,Task,New,07.03.2023 18:37:41,Future Lab|,,,,110676,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3249,Task,Closed,07.03.2023 18:32:15,Future Lab|,,08.03.2023 11:02:49,22.03.2023 12:57:41,990,0,0,0,0,0,20274,89416,Done
Accounts Payable,,CCBFIAP18-3248,Task,New,07.03.2023 18:20:56,Future Lab|,,,,110692,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3246,Task,Pending,07.03.2023 15:33:31,A1 - BMW AG|Accounts Payable Tax|B1 - BMW Bank GmbH - DE|MU - BMW (UK) Manufacturing|UH - BMW Manufacturing Hungary|,,08.03.2023 14:27:13,,1373,0,17582,0,0,91903,0,0,
Accounts Payable,,CCBFIAP18-3245,Story,New,07.03.2023 10:26:58,,,,,111166,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3244,Task,Closed,07.03.2023 08:01:03,Accounts Payable Tax|,,23.03.2023 16:14:04,04.04.2023 07:44:15,23533,0,0,16769,0,0,0,71009,Done
Accounts Payable,,CCBFIAP18-3243,Task,Resolved,06.03.2023 16:02:00,Accounts Payable Accounting|,,16.03.2023 09:47:08,16.03.2023 09:47:08,14025,0,0,0,0,0,98246,0,Won't Do
Accounts Payable,,CCBFIAP18-3242,Task,Closed,06.03.2023 15:42:25,Accounts Payable Accounting|,,08.03.2023 17:22:44,13.03.2023 11:32:00,2980,0,0,6743,0,0,105,102461,Done
Accounts Payable,,CCBFIAP18-3241,Task,New,06.03.2023 15:40:57,Automatic invoice procedure|,,,,112292,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3238,Task,Resolved,06.03.2023 12:54:31,Invoice Verification|,,07.03.2023 10:45:42,07.03.2023 11:05:41,1311,0,0,19,0,0,111128,0,Done
Accounts Payable,,CCBFIAP18-3237,Task,In Specification,06.03.2023 12:15:29,Accounts Payable Accounting|TBB|,,16.03.2023 09:38:45,,14243,98255,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3236,Task,Resolved,06.03.2023 10:56:31,Invoice Verification|,,06.03.2023 16:04:51,06.03.2023 16:05:29,308,0,0,0,0,0,112268,0,Done
Accounts Payable,,CCBFIAP18-3234,Defect,Closed,06.03.2023 10:26:35,Future Lab|,,27.03.2023 10:40:28,27.03.2023 14:06:30,30253,0,0,19,181,0,3,82147,Fixed
Accounts Payable,,CCBFIAP18-3233,Defect,Closed,06.03.2023 10:20:01,Future Lab|,,27.03.2023 09:48:14,27.03.2023 09:48:19,30208,0,0,0,0,0,0,82405,Rejected
Accounts Payable,,CCBFIAP18-3232,Defect,Closed,06.03.2023 10:13:41,Future Lab|,,27.03.2023 10:40:27,27.03.2023 17:54:28,30266,0,0,19,414,0,0,81919,Fixed
Accounts Payable,,CCBFIAP18-3231,Defect,Resolved,06.03.2023 10:10:30,Future Lab|,,27.03.2023 10:40:24,27.03.2023 10:42:08,30269,0,0,1,0,0,82351,0,Fixed
Accounts Payable,,CCBFIAP18-3230,Defect,Resolved,06.03.2023 09:53:46,Future Lab|,,06.03.2023 09:53:55,06.04.2023 14:44:27,0,0,0,44838,0,91,67709,0,Fixed
Accounts Payable,,CCBFIAP18-3229,Defect,In Test,06.03.2023 09:48:56,Future Lab|,,06.03.2023 09:50:22,,1,0,0,10304,82321,20017,0,0,
Accounts Payable,,CCBFIAP18-3228,Defect,Resolved,06.03.2023 09:45:55,Future Lab|,,06.03.2023 10:04:53,27.03.2023 16:15:34,18,0,0,10483,124,20002,82018,0,Fixed
Accounts Payable,,CCBFIAP18-3227,Defect,Closed,06.03.2023 09:43:34,Future Lab|,,06.03.2023 10:04:39,27.03.2023 12:09:29,21,0,0,10304,38,20002,19,82264,Fixed
Accounts Payable,,CCBFIAP18-3226,Defect,Resolved,06.03.2023 09:39:23,Future Lab|,,06.03.2023 09:42:06,27.03.2023 15:33:18,2,0,0,10306,259,20025,82060,0,Fixed
Accounts Payable,,CCBFIAP18-3225,Task,Resolved,06.03.2023 09:13:04,Accounts Payable Accounting|TBB|,,06.03.2023 10:37:47,16.03.2023 11:28:49,84,0,0,14451,0,0,98145,0,Done
Accounts Payable,,CCBFIAP18-3224,Task,Resolved,06.03.2023 07:39:39,,,06.03.2023 14:59:31,22.03.2023 10:02:44,439,0,0,22743,0,0,89591,0,Done
Accounts Payable,,CCBFIAP18-3223,Task,Resolved,03.03.2023 16:39:41,Future Lab|,,03.03.2023 16:39:47,06.03.2023 19:14:34,0,0,0,4474,0,0,112079,0,Done
Accounts Payable,,CCBFIAP18-3222,Task,Pending,03.03.2023 16:27:47,,,03.03.2023 16:37:52,,10,0,0,55983,0,60572,0,0,
Accounts Payable,,CCBFIAP18-3221,Story,In Review,03.03.2023 15:57:47,Future Lab|,,03.03.2023 15:57:51,,0,0,0,35522,81074,0,0,0,
Accounts Payable,,CCBFIAP18-3220,Story,Resolved,03.03.2023 15:57:08,Future Lab|,,03.03.2023 15:57:29,11.04.2023 11:29:05,0,0,0,35522,20369,0,60704,0,Done
Accounts Payable,,CCBFIAP18-3219,Story,Open,03.03.2023 15:35:53,Accounts Payable Accounting|TBB|,,06.03.2023 16:08:08,,4352,0,112265,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3218,Task,In Progress,03.03.2023 15:28:45,Accounts Payable Accounting|,,03.03.2023 15:34:09,,5,0,0,116619,0,0,0,0,
Accounts Payable,,CCBFIAP18-3217,Story,Resolved,03.03.2023 14:58:23,Future Lab|,,03.03.2023 15:02:05,17.03.2023 14:15:33,3,0,0,20113,0,0,96538,0,Done
Accounts Payable,,CCBFIAP18-3216,Task,Closed,03.03.2023 14:26:41,Future Lab|,,03.03.2023 14:28:41,03.03.2023 15:04:21,2,0,0,2,0,0,33,116649,Done
Accounts Payable,,CCBFIAP18-3215,Task,Closed,03.03.2023 14:20:47,Invoice Verification|,,06.03.2023 11:55:34,06.03.2023 14:40:34,4174,0,0,0,0,0,164,112353,Done
Accounts Payable,,CCBFIAP18-3214,Task,In Progress,03.03.2023 14:15:38,Invoice Verification|,,06.03.2023 08:48:10,,3992,0,0,112705,0,0,0,0,
Accounts Payable,,CCBFIAP18-3213,Task,Closed,03.03.2023 14:11:15,Invoice Verification|,,06.03.2023 08:48:02,21.03.2023 10:55:13,3996,0,0,1825,0,0,19899,90978,Done
Accounts Payable,,CCBFIAP18-3212,Task,New,03.03.2023 11:38:36,Automatic invoice procedure|,,,,116855,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-3211,Task,Closed,03.03.2023 10:29:13,,,06.03.2023 14:24:00,29.03.2023 15:00:35,4554,0,0,33113,0,0,42,79213,Done
