Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Closed Date,New,In Specification,Open,In Progress,In Review,Pending,Resolved,Closed,Resolution
Accounts Payable,,CCBFIAP18-2633,Task,Closed,06.12.2022 15:41:06,Future Lab|,,06.12.2022 15:41:58,20.12.2022 15:42:51,0,0,0,8257,6088,0,5814,221731,Done
Accounts Payable,,CCBFIAP18-2632,Story,Closed,06.12.2022 14:25:00,Future Lab|,,06.12.2022 14:25:23,25.01.2023 19:48:12,0,0,0,48590,0,0,23732,169645,Done
Accounts Payable,,CCBFIAP18-2631,Story,Closed,06.12.2022 14:24:22,Future Lab|,,06.12.2022 14:25:31,25.01.2023 19:48:12,1,0,0,0,0,0,72322,169645,Done
Accounts Payable,,CCBFIAP18-2630,Task,Closed,06.12.2022 12:50:50,Invoice Verification|,,12.12.2022 15:21:26,14.12.2022 09:12:49,8790,0,0,0,0,0,2511,230761,Done
Accounts Payable,,CCBFIAP18-2629,Task,Closed,06.12.2022 11:44:39,Invoice Verification|,,12.12.2022 14:59:19,13.12.2022 06:41:32,8834,0,0,0,0,0,942,232352,Done
Accounts Payable,,CCBFIAP18-2628,Task,Resolved,06.12.2022 11:09:41,A1 - BMW AG|Invoice Verification|,,12.12.2022 14:54:32,12.12.2022 14:54:32,8864,0,0,0,0,0,233299,0,Done
Accounts Payable,,CCBFIAP18-2627,Task,Resolved,06.12.2022 10:45:59,A1 - BMW AG|Invoice Verification|,,12.12.2022 14:58:56,12.12.2022 14:58:56,8892,0,0,0,0,0,233294,0,Done
Accounts Payable,,CCBFIAP18-2626,Task,Closed,06.12.2022 07:47:06,Accounts Payable Accounting|TBB|,,05.01.2023 10:17:00,23.01.2023 09:03:13,43349,0,0,6,0,0,25840,173170,Done
Accounts Payable,,CCBFIAP18-2625,Task,Closed,05.12.2022 14:35:17,Accounts Payable Accounting|,,05.12.2022 14:36:18,25.01.2023 19:35:44,1,0,0,0,0,0,73739,169658,Done
Accounts Payable,,CCBFIAP18-2624,Task,Closed,05.12.2022 13:45:35,Accounts Payable Accounting|UH - BMW Manufacturing Hungary|,,05.12.2022 14:24:34,13.12.2022 08:33:42,38,0,0,43,0,0,11125,232240,Done
Accounts Payable,,CCBFIAP18-2623,Task,Closed,05.12.2022 13:22:41,A1 - BMW AG|Accounts Payable Accounting|,,19.12.2022 08:20:25,19.12.2022 08:40:46,19857,0,0,0,0,0,20,223593,Done
Accounts Payable,,CCBFIAP18-2622,Task,Resolved,05.12.2022 10:12:03,A1 - BMW AG|Accounts Payable Accounting|,,05.12.2022 18:19:27,05.01.2023 15:58:11,487,0,0,44498,0,0,198675,0,Done
Accounts Payable,,CCBFIAP18-2621,Task,Closed,02.12.2022 10:13:23,Invoice Verification|,,02.12.2022 10:15:36,02.12.2022 10:15:39,2,0,0,0,0,0,0,247978,Done
Accounts Payable,,CCBFIAP18-2620,Task,Closed,01.12.2022 19:37:51,Invoice Verification|,,01.12.2022 19:41:41,06.02.2023 20:31:25,3,0,0,5505,91022,0,2,152322,Done
Accounts Payable,,CCBFIAP18-2619,Task,Closed,01.12.2022 14:00:10,UH - BMW Manufacturing Hungary|,,16.01.2023 13:13:47,16.01.2023 13:13:50,66193,0,0,0,0,0,0,183000,Duplicate
Accounts Payable,,CCBFIAP18-2618,Sub-task,In Progress,01.12.2022 09:57:01,Automatic invoice procedure|,,13.12.2022 14:53:00,,17575,0,0,231860,0,0,0,0,
Accounts Payable,,CCBFIAP18-2617,Task,Closed,01.12.2022 09:21:21,A1 - BMW AG|Invoice Verification|,,02.12.2022 09:34:47,04.01.2023 08:03:13,1453,0,0,0,0,0,47428,200590,Done
Accounts Payable,,CCBFIAP18-2616,Task,Resolved,01.12.2022 07:47:43,A1 - BMW AG|Invoice Verification|,,01.12.2022 18:11:17,01.12.2022 18:11:17,623,0,0,0,0,0,248942,0,Won't Do
Accounts Payable,,CCBFIAP18-2615,Story,Resolved,30.11.2022 13:04:27,Accounts Payable Accounting|TBB|,,30.11.2022 13:05:31,18.01.2023 10:21:23,1,0,1613,68781,0,0,180292,0,Done
Accounts Payable,,CCBFIAP18-2614,Task,Resolved,30.11.2022 12:15:19,Automatic invoice procedure|,,12.12.2022 12:34:42,19.01.2023 14:20:49,17299,0,0,10194,0,44630,178613,0,Done
Accounts Payable,,CCBFIAP18-2613,Story,Closed,30.11.2022 11:27:25,,,06.12.2022 12:21:26,28.02.2023 09:20:09,8694,3031,0,58792,0,0,58954,121313,Done
Accounts Payable,,CCBFIAP18-2612,Story,Closed,30.11.2022 11:17:37,,,07.12.2022 09:15:15,07.12.2022 10:26:34,9957,1,0,69,0,0,1,240767,Done
Accounts Payable,,CCBFIAP18-2611,Task,Closed,30.11.2022 11:17:00,Invoice Verification|,,02.12.2022 09:22:32,05.12.2022 10:29:21,2765,0,0,0,0,0,4386,243644,Done
Accounts Payable,,CCBFIAP18-2610,Story,Closed,30.11.2022 11:15:15,,,07.12.2022 09:15:17,10.01.2023 13:13:29,9960,1,0,49196,0,0,0,191640,Done
Accounts Payable,,CCBFIAP18-2609,Story,Resolved,30.11.2022 11:08:28,Future Lab|,,06.12.2022 09:12:49,08.03.2023 16:23:37,8524,0,0,132910,0,0,109370,0,Done
Accounts Payable,,CCBFIAP18-2608,Story,Resolved,30.11.2022 11:05:35,Future Lab|,,06.12.2022 09:13:09,08.03.2023 16:29:07,8527,0,0,1537,0,131378,109364,0,Done
Accounts Payable,,CCBFIAP18-2607,Story,Closed,30.11.2022 11:04:18,Future Lab|,,06.12.2022 09:13:28,25.01.2023 19:35:47,8529,0,0,48906,0,0,23715,169658,Done
Accounts Payable,,CCBFIAP18-2606,Task,Closed,30.11.2022 10:53:06,Invoice Verification|,,30.11.2022 17:07:13,01.12.2022 08:47:15,374,0,0,0,0,0,940,249506,Done
Accounts Payable,,CCBFIAP18-2605,Task,Closed,30.11.2022 10:35:24,Automatic invoice procedure|,,02.12.2022 13:43:30,08.12.2022 08:55:06,3068,0,0,84,0,0,8267,239418,Done
Accounts Payable,,CCBFIAP18-2604,Task,Pending,29.11.2022 16:53:50,Accounts Payable Accounting|UH - BMW Manufacturing Hungary|,,29.11.2022 16:55:18,,1,0,93192,0,0,158706,0,0,
Accounts Payable,,CCBFIAP18-2603,Story,Resolved,29.11.2022 16:48:52,,,07.12.2022 11:34:00,12.04.2023 16:13:51,11205,71907,23153,82279,0,4379,58980,0,Done
Accounts Payable,,CCBFIAP18-2602,Task,In Progress,29.11.2022 14:36:48,Automatic invoice procedure|MU - BMW (UK) Manufacturing|,,01.12.2022 11:46:17,,2709,0,0,249327,0,0,0,0,
Accounts Payable,,CCBFIAP18-2601,Task,Closed,29.11.2022 14:27:26,Accounts Payable Accounting|UH - BMW Manufacturing Hungary|,,29.11.2022 16:06:47,25.01.2023 19:35:46,99,0,11634,0,0,0,70654,169658,Done
Accounts Payable,,CCBFIAP18-2600,Task,Closed,29.11.2022 12:26:38,Invoice Verification|,,29.11.2022 15:59:33,23.12.2022 09:56:00,212,0,0,0,0,0,34196,217757,Done
Accounts Payable,,CCBFIAP18-2599,Task,Closed,29.11.2022 11:57:08,Invoice Verification|,,30.11.2022 07:18:08,02.03.2023 09:44:12,1161,0,0,132625,0,0,0,118409,Done
Accounts Payable,,CCBFIAP18-2598,Task,Resolved,29.11.2022 11:28:34,Accounts Payable Accounting|TBB|,,29.11.2022 11:31:50,20.01.2023 15:04:04,3,0,0,75092,0,0,177129,0,Done
Accounts Payable,,CCBFIAP18-2597,Sub-task,Closed,29.11.2022 11:27:41,,,01.12.2022 10:23:34,01.12.2022 19:24:21,2815,0,0,540,0,0,0,248869,Done
Accounts Payable,,CCBFIAP18-2596,Task,Closed,29.11.2022 09:54:06,A1 - BMW AG|Invoice Verification|,,29.11.2022 11:36:05,02.12.2022 13:47:50,101,0,4109,0,0,0,341,247766,Done
Accounts Payable,,CCBFIAP18-2595,Task,Closed,28.11.2022 16:33:29,A1 - BMW AG|Automatic invoice procedure|Document Management|,,29.11.2022 07:25:46,01.12.2022 13:08:46,892,0,0,3134,0,0,88,249245,Done
Accounts Payable,,CCBFIAP18-2594,Task,Resolved,28.11.2022 15:46:46,A1 - BMW AG|Invoice Verification|,,29.11.2022 15:56:21,29.11.2022 15:56:21,1449,0,0,0,0,0,251957,0,Done
Accounts Payable,,CCBFIAP18-2593,Task,Closed,28.11.2022 15:03:16,A1 - BMW AG|Accounts Payable Accounting|Prozess-MGMT agile Transformation|,,28.11.2022 16:08:03,29.11.2022 15:19:08,64,0,0,3,0,0,1387,251994,Done
Accounts Payable,,CCBFIAP18-2592,Task,Resolved,28.11.2022 11:06:07,A1 - BMW AG|Document Management|MU - BMW (UK) Manufacturing|,,05.12.2022 11:54:34,21.02.2023 13:54:26,10128,112439,0,0,0,0,131119,0,Done
Accounts Payable,,CCBFIAP18-2591,Task,Closed,28.11.2022 10:34:44,Invoice Verification|,,29.11.2022 16:01:19,23.12.2022 09:56:12,1766,0,0,0,0,0,34194,217757,Done
Accounts Payable,,CCBFIAP18-2590,Task,Closed,28.11.2022 10:23:07,Invoice Verification|,,29.11.2022 16:02:32,23.12.2022 09:56:25,1779,0,0,0,0,0,34193,217757,Done
Accounts Payable,,CCBFIAP18-2589,Task,Closed,28.11.2022 09:59:45,Invoice Verification|,,29.11.2022 18:21:22,23.12.2022 13:43:33,1941,0,0,0,0,0,34282,217530,Done
Accounts Payable,,CCBFIAP18-2588,Task,Closed,28.11.2022 08:08:41,A1 - BMW AG|Accounts Payable Accounting|,,29.11.2022 11:32:49,25.01.2023 19:35:45,1644,0,0,1,0,0,82561,169658,Duplicate
Accounts Payable,,CCBFIAP18-2587,Task,Resolved,27.11.2022 10:18:49,Invoice Verification|,,20.12.2022 15:10:13,20.12.2022 15:10:13,33411,0,0,0,0,0,221763,0,Rejected
Accounts Payable,,CCBFIAP18-2586,Task,Closed,25.11.2022 10:03:33,Invoice Verification|,,12.12.2022 10:53:08,12.12.2022 11:29:25,24529,0,0,0,0,0,36,233504,Done
Accounts Payable,,CCBFIAP18-2585,Task,New,25.11.2022 09:36:30,Invoice Verification|,,,,258097,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2584,Task,Closed,25.11.2022 08:17:35,Invoice Verification|,,29.11.2022 16:05:44,23.12.2022 13:35:24,6228,0,0,0,0,0,34409,217538,Done
Accounts Payable,,CCBFIAP18-2583,Task,Closed,25.11.2022 08:13:03,Invoice Verification|,,29.11.2022 16:08:02,23.12.2022 13:35:35,6234,0,0,0,0,0,34407,217538,Done
Accounts Payable,,CCBFIAP18-2582,Task,Closed,25.11.2022 07:33:25,Automatic invoice procedure|,,28.11.2022 08:47:11,28.11.2022 09:37:53,4393,0,0,7,0,0,43,253775,Done
Accounts Payable,,CCBFIAP18-2581,Task,Resolved,24.11.2022 13:49:09,A1 - BMW AG|Accounts Payable Accounting|Invoice Verification|Prozess-MGMT agile Transformation|,,24.11.2022 14:25:56,30.01.2023 18:49:14,36,0,96740,2,0,0,162504,0,Done
Accounts Payable,,CCBFIAP18-2580,Task,Closed,24.11.2022 09:16:44,Accounts Payable Accounting|UH - BMW Manufacturing Hungary|,,24.11.2022 09:17:27,25.01.2023 19:35:49,0,0,0,19094,0,0,70804,169658,Done
Accounts Payable,,CCBFIAP18-2579,Task,Resolved,23.11.2022 16:26:41,Document Management|,,06.12.2022 09:44:24,06.12.2022 09:44:24,18317,0,0,0,0,0,242249,0,Won't Do
Accounts Payable,,CCBFIAP18-2578,Task,Closed,23.11.2022 15:33:38,Accounts Payable Accounting|TBB|,,28.11.2022 09:44:10,25.01.2023 19:35:49,6850,0,0,1641,0,0,82470,169658,Done
Accounts Payable,,CCBFIAP18-2577,Sub-task,Closed,23.11.2022 14:04:14,Document Management|,,30.11.2022 12:33:32,30.11.2022 12:34:25,9989,0,0,0,0,0,0,250719,Done
Accounts Payable,,CCBFIAP18-2576,Sub-task,Open,23.11.2022 13:38:25,Accounts Payable Accounting|,,,,260735,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2575,Story,Closed,23.11.2022 12:31:26,Accounts Payable Accounting|TBB|,,23.11.2022 14:43:38,25.01.2023 19:35:50,132,0,8714,12841,0,0,69456,169658,Done
Accounts Payable,,CCBFIAP18-2574,Story,Resolved,23.11.2022 12:30:26,Accounts Payable Accounting|TBB|,,23.11.2022 14:44:17,22.02.2023 10:15:23,133,0,101961,28809,0,0,129898,0,Done
Accounts Payable,,CCBFIAP18-2573,Task,Resolved,23.11.2022 10:58:26,Invoice Verification|,,24.11.2022 18:33:42,24.11.2022 18:34:10,1895,0,0,0,0,0,258999,0,Done
Accounts Payable,,CCBFIAP18-2572,Task,Closed,23.11.2022 10:47:12,A1 - BMW AG|Accounts Payable Accounting|Prozess-MGMT agile Transformation|,,23.11.2022 10:55:50,06.12.2022 17:25:49,8,0,17556,1553,0,0,0,241788,Done
Accounts Payable,,CCBFIAP18-2571,Task,Closed,23.11.2022 10:25:43,,,16.12.2022 11:29:32,23.01.2023 09:03:45,33183,0,0,2,0,0,54571,173170,Done
Accounts Payable,,CCBFIAP18-2570,Task,New,22.11.2022 16:52:50,Automatic invoice procedure|,,,,261981,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2569,Task,Open,22.11.2022 15:22:48,A1 - BMW AG|B1 - BMW Bank GmbH - DE|B7 - BMW Fahrzeugtechnik GmbH|LY - BMW SLP S.A. de C.V. - San Luis Potosi|MU - BMW (UK) Manufacturing|UH - BMW Manufacturing Hungary|,,16.01.2023 13:14:33,,79071,0,182999,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2568,Task,Closed,22.11.2022 15:21:17,Accounts Payable Accounting|,,29.11.2022 11:43:37,25.01.2023 19:35:47,9862,0,19843,387,0,0,62321,169658,Done
Accounts Payable,,CCBFIAP18-2567,Task,Resolved,22.11.2022 11:25:19,A1 - BMW AG|Automatic invoice procedure|,,22.11.2022 15:07:21,22.11.2022 15:15:40,222,0,0,8,0,0,262078,0,Done
Accounts Payable,,CCBFIAP18-2566,Task,Closed,22.11.2022 10:48:42,A1 - BMW AG|Invoice Verification|,,23.11.2022 08:07:51,23.11.2022 08:23:18,1279,0,0,0,0,0,15,261050,Done
Accounts Payable,,CCBFIAP18-2565,Task,Resolved,22.11.2022 10:04:54,Future Lab|,,05.12.2022 09:20:25,05.12.2022 14:43:57,18675,0,0,323,0,0,243389,0,Done
Accounts Payable,,CCBFIAP18-2564,Task,In Specification,21.11.2022 16:03:07,Invoice Verification|,,21.11.2022 17:41:11,,98,263125,247,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2563,Task,Resolved,21.11.2022 14:27:40,A1 - BMW AG|Document Management|,,28.11.2022 10:59:40,29.11.2022 16:31:45,9872,1771,0,0,0,0,251922,0,Done
Accounts Payable,,CCBFIAP18-2562,Task,New,21.11.2022 14:20:16,MPM Rollout Test MGMT|,,,,263573,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2561,Task,New,21.11.2022 12:55:09,MPM Rollout Test MGMT|MU - BMW (UK) Manufacturing|,,,,263658,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2560,Task,New,21.11.2022 10:42:04,A1 - BMW AG|Automatic invoice procedure|,,,,263791,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2559,Task,Closed,18.11.2022 15:31:45,Automatic invoice procedure|,,21.11.2022 17:58:38,23.11.2022 08:58:18,4466,0,0,0,0,0,2338,261015,Done
Accounts Payable,,CCBFIAP18-2558,Task,Closed,18.11.2022 09:59:15,A1 - BMW AG|Invoice Verification|,,18.11.2022 10:16:15,22.11.2022 09:28:20,17,0,0,0,0,5689,22,262425,Done
Accounts Payable,,CCBFIAP18-2557,Defect,In Test,18.11.2022 07:46:07,Future Lab|,,22.11.2022 14:23:04,,6156,0,0,185620,76510,0,0,0,
Accounts Payable,,CCBFIAP18-2556,Task,Resolved,18.11.2022 06:14:04,Accounts Payable Accounting|B7 - BMW Fahrzeugtechnik GmbH|,,28.11.2022 16:20:47,22.02.2023 10:14:21,15006,0,0,123473,0,0,129899,0,Done
Accounts Payable,,CCBFIAP18-2555,Task,Open,17.11.2022 13:52:58,A1 - BMW AG|Accounts Payable Accounting|,,17.11.2022 13:59:27,,6,0,269354,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2554,Task,Closed,17.11.2022 13:37:32,Automatic invoice procedure|,,18.11.2022 07:53:34,27.01.2023 10:35:32,1096,0,0,46798,0,0,54162,167318,Done
Accounts Payable,,CCBFIAP18-2553,Sub-task,Open,17.11.2022 00:24:26,,,,,270169,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2552,Task,Closed,16.11.2022 16:36:15,Automatic invoice procedure|,,17.11.2022 12:50:24,18.11.2022 09:53:15,1214,0,0,18,0,0,1244,268160,Done
Accounts Payable,,CCBFIAP18-2551,Task,Closed,16.11.2022 10:32:20,Invoice Verification|,,17.11.2022 00:13:16,15.12.2022 13:06:11,820,0,0,0,0,0,41092,229087,Done
Accounts Payable,,CCBFIAP18-2550,Story,In Specification,16.11.2022 08:48:30,A1 - BMW AG|Document Management|MU - BMW (UK) Manufacturing|,,07.12.2022 13:03:39,,30495,240610,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2549,Story,Resolved,15.11.2022 14:20:13,Document Management|,,15.11.2022 14:35:22,08.02.2023 13:44:40,15,122349,0,0,0,0,149849,0,Done
Accounts Payable,,CCBFIAP18-2548,Task,Closed,15.11.2022 10:54:47,A1 - BMW AG|Accounts Payable Accounting|,,29.11.2022 13:05:38,25.01.2023 19:48:13,20290,0,0,10332,0,0,72150,169645,Done
Accounts Payable,,CCBFIAP18-2547,Task,Closed,15.11.2022 10:50:26,Invoice Verification|,,17.11.2022 09:35:34,21.12.2022 12:55:22,2805,0,0,0,0,28899,20260,220458,Done
Accounts Payable,,CCBFIAP18-2546,Task,Closed,15.11.2022 10:04:04,A1 - BMW AG|Invoice Verification|,,15.11.2022 10:10:01,23.01.2023 12:01:58,5,0,0,0,0,51,99420,172991,Done
Accounts Payable,,CCBFIAP18-2545,Task,Resolved,15.11.2022 09:11:54,Accounts Payable Accounting|TBB|,,20.01.2023 15:08:28,20.01.2023 15:08:28,95396,0,0,0,0,0,177125,0,Won't Do
Accounts Payable,,CCBFIAP18-2544,Task,Resolved,14.11.2022 10:52:29,A1 - BMW AG|Accounts Payable Accounting|,,19.01.2023 10:21:13,19.01.2023 10:21:13,95008,0,0,0,0,0,178852,0,Won't Do
Accounts Payable,,CCBFIAP18-2543,Task,Closed,11.11.2022 17:47:56,Accounts Payable Accounting|,,18.11.2022 18:35:28,25.01.2023 19:35:50,10127,0,0,9826,0,0,88153,169658,Done
Accounts Payable,,CCBFIAP18-2542,Task,Closed,11.11.2022 15:04:38,Invoice Verification|,,11.11.2022 15:15:06,23.12.2022 13:36:47,10,0,0,0,0,0,60381,217537,Done
Accounts Payable,,CCBFIAP18-2541,Task,Closed,11.11.2022 14:42:43,Automatic invoice procedure|,,14.11.2022 17:01:05,17.11.2022 11:51:35,4458,0,0,1146,0,0,2863,269482,Done
Accounts Payable,,CCBFIAP18-2540,Task,Closed,11.11.2022 14:36:25,Automatic invoice procedure|,,14.11.2022 13:43:01,21.12.2022 10:19:52,4266,0,39008,10436,0,0,3630,220613,Done
Accounts Payable,,CCBFIAP18-2539,Task,New,11.11.2022 12:09:13,Future Lab|,,,,278104,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2538,Task,New,11.11.2022 12:07:16,Future Lab|,,,,278106,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2537,Task,Closed,11.11.2022 11:19:05,A1 - BMW AG|Invoice Verification|,,01.12.2022 09:59:41,09.12.2022 08:19:55,28720,0,0,0,0,10303,1116,238013,Done
Accounts Payable,,CCBFIAP18-2535,Task,Resolved,10.11.2022 16:43:13,Accounts Payable Accounting|GFBB|UH - BMW Manufacturing Hungary|,,10.11.2022 16:43:22,03.01.2023 14:38:47,0,0,9726,67908,0,0,201635,0,Done
Accounts Payable,,CCBFIAP18-2534,Task,Closed,10.11.2022 16:02:01,Document Management|,,14.11.2022 10:13:46,14.11.2022 10:38:53,5411,0,0,0,0,0,25,273874,Rejected
Accounts Payable,,CCBFIAP18-2533,Task,Closed,10.11.2022 12:31:30,Invoice Verification|,,11.11.2022 16:01:33,13.11.2022 20:22:37,1650,0,0,0,0,0,3140,274731,Done
Accounts Payable,,CCBFIAP18-2532,Task,New,10.11.2022 11:49:47,Future Lab|,,,,279564,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2531,Task,Closed,10.11.2022 11:21:55,Invoice Verification|,,11.11.2022 16:02:55,20.12.2022 11:41:51,1721,0,0,18904,0,0,36994,221972,Done
Accounts Payable,,CCBFIAP18-2530,Task,Closed,10.11.2022 11:07:31,A1 - BMW AG|Invoice Verification|,,10.11.2022 17:07:55,20.12.2022 11:42:39,360,0,0,0,0,0,57274,221971,Done
Accounts Payable,,CCBFIAP18-2529,Task,Closed,10.11.2022 10:31:34,Invoice Verification|,,10.11.2022 10:46:10,10.11.2022 12:46:03,14,0,0,0,0,0,119,279507,Done
Accounts Payable,,CCBFIAP18-2528,Task,Closed,10.11.2022 09:53:17,Automatic invoice procedure|,,10.11.2022 10:02:12,10.11.2022 10:02:14,8,0,0,0,0,0,0,279671,Won't Do
Accounts Payable,,CCBFIAP18-2527,Task,Closed,10.11.2022 09:32:54,A1 - BMW AG|Automatic invoice procedure|Document Management|,,11.11.2022 07:44:42,08.02.2023 12:11:14,1331,0,0,128423,0,0,3,149942,Done
Accounts Payable,,CCBFIAP18-2526,Story,Closed,09.11.2022 17:42:02,,,09.11.2022 17:42:07,16.11.2022 16:41:34,0,996,0,8622,0,0,401,270632,Done
Accounts Payable,,CCBFIAP18-2525,Story,In Progress,09.11.2022 15:08:44,Future Lab|,,09.11.2022 15:11:04,,2,57356,0,223446,0,0,0,0,
Accounts Payable,,CCBFIAP18-2524,Task,In Progress,09.11.2022 14:52:54,A1 - BMW AG|Invoice Verification|,,09.11.2022 17:02:31,,129,0,0,280691,0,0,0,0,
Accounts Payable,,CCBFIAP18-2523,Task,Closed,09.11.2022 14:28:18,Automatic invoice procedure|,,15.11.2022 11:58:22,28.03.2023 14:04:49,8490,0,0,191600,0,0,45,80709,Done
Accounts Payable,,CCBFIAP18-2522,Task,Open,09.11.2022 13:45:04,Automatic invoice procedure|Document Management|,,22.12.2022 09:02:51,,61637,0,82394,136856,0,0,0,0,
Accounts Payable,,CCBFIAP18-2521,Task,Resolved,09.11.2022 13:38:22,Document Management|STARD|,,15.11.2022 08:55:37,21.12.2022 14:33:26,8357,52177,0,0,0,0,220360,0,Done
Accounts Payable,,CCBFIAP18-2520,Task,Closed,09.11.2022 13:00:22,A1 - BMW AG|Accounts Payable Accounting|,,14.11.2022 13:39:06,25.01.2023 19:35:48,7238,0,0,5721,0,0,98315,169658,Done
Accounts Payable,,CCBFIAP18-2519,Task,Closed,09.11.2022 11:28:58,Future Lab|,,09.11.2022 11:29:18,20.12.2022 15:40:45,0,0,0,1888,0,0,57402,221733,Done
Accounts Payable,,CCBFIAP18-2518,Task,Resolved,09.11.2022 11:13:20,A1 - BMW AG|Automatic invoice procedure|MU - BMW (UK) Manufacturing|,,15.11.2022 17:09:31,15.11.2022 17:26:34,8996,0,0,17,0,0,272027,0,Done
Accounts Payable,,CCBFIAP18-2517,Task,Resolved,09.11.2022 11:07:09,A1 - BMW AG|Automatic invoice procedure|B7 - BMW Fahrzeugtechnik GmbH|MU - BMW (UK) Manufacturing|,,15.11.2022 17:32:19,15.11.2022 17:32:41,9025,0,0,0,0,0,272021,0,Won't Do
Accounts Payable,,CCBFIAP18-2516,Task,Closed,09.11.2022 10:20:31,B1 - BMW Bank GmbH - DE|Document Management|Prozess-MGMT agile Transformation|UH - BMW Manufacturing Hungary|,,09.11.2022 13:49:09,05.12.2022 08:44:48,208,17344,0,0,0,0,19790,243749,Won't Do
Accounts Payable,,CCBFIAP18-2515,Task,New,09.11.2022 09:30:52,Future Lab|,,,,281142,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2514,Story,New,09.11.2022 09:06:39,,,,,281167,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2513,Epic,New,09.11.2022 09:02:35,Future Lab|,,,,281171,0,0,0,0,0,0,
Accounts Payable,,CCBFIAP18-2512,Task,Resolved,08.11.2022 09:50:30,A1 - BMW AG|Automatic invoice procedure|MU - BMW (UK) Manufacturing|,,08.11.2022 10:04:32,08.11.2022 10:04:32,14,0,0,0,0,0,282549,0,Done
Accounts Payable,,CCBFIAP18-2511,Task,Closed,08.11.2022 06:34:26,A1 - BMW AG|Invoice Verification|,,09.11.2022 15:30:08,10.11.2022 13:06:45,1975,0,0,0,0,1206,89,279487,Done
Accounts Payable,,CCBFIAP18-2510,Task,Resolved,07.11.2022 14:30:13,Invoice Verification|LY - BMW SLP S.A. de C.V. - San Luis Potosi|,,29.11.2022 16:20:02,29.11.2022 16:20:02,31789,0,0,0,0,0,251933,0,Done
Accounts Payable,,CCBFIAP18-2509,Task,Closed,04.11.2022 15:41:10,Invoice Verification|,,04.11.2022 15:41:33,04.11.2022 15:41:36,0,0,0,0,0,0,0,287972,Done
Accounts Payable,,CCBFIAP18-2508,Sub-task,Closed,04.11.2022 15:38:31,,,27.02.2023 16:15:03,27.02.2023 16:15:03,165636,0,0,0,0,0,0,122338,Won't Do
Accounts Payable,,CCBFIAP18-2507,Task,Closed,04.11.2022 13:35:11,Invoice Verification|,,04.11.2022 16:32:05,14.11.2022 12:51:43,176,0,0,9736,0,0,4442,273742,Done
