,Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Closed Date,Funnel,In Analysis,Backlog,In Implementation,Blocker,Completed,Monitoring,Done,Resolution 
389,The APP ART,,THEAPP-1454,Feature,Done,22.11.2021 16:21:05,iOS|Lebowski|Mario|,,15.12.2021 16:41:50,02.08.2022 17:05:51,0,133610,150133,58544,22075,0,0,135219,Won't Do 
390,The APP ART,,THEAPP-1452,Feature,In Analysis,19.11.2021 16:27:44,SPECTRE|,,03.08.2022 15:34:39,,0,503896,0,0,0,0,0,0, 
391,The APP ART,,THEAPP-1451,Feature,Done,19.11.2021 14:09:23,Lebowski|Skywalker|,,09.12.2021 08:17:39,26.08.2022 13:37:55,244938,158230,0,0,0,0,0,100867,Won't Do 
392,The APP ART,,THEAPP-1450,Feature,Funnel,19.11.2021 13:32:45,App ART Funnel|BOND|iOS|Mario|P&S|Pikachu|Release 3b|Release 4.0|Stark|Stromberg|VICI|,,,,504072,0,0,0,0,0,0, ,
393,The APP ART,,THEAPP-1449,Feature,Backlog,18.11.2021 12:38:37,BOND|,,11.04.2022 15:17:25,,0,210178,295387,0,0,0,0,0, 
394,The APP ART,,THEAPP-1448,Feature,Done,17.11.2021 08:43:19,Greatwall|Lebowski|,,04.07.2022 13:51:12,04.07.2022 13:51:12,0,330067,0,0,0,0,0,177174,Done 
395,The APP ART,,THEAPP-1447,Feature,Done,17.11.2021 08:37:18,Greatwall|VICI|,,11.07.2022 14:05:18,11.07.2022 14:05:18,0,340168,0,0,0,0,0,167080,Done 
396,The APP ART,,THEAPP-1445,Feature,Completed,15.11.2021 19:16:38,Griffin|,,18.01.2022 08:59:42,19.10.2022 15:26:50,0,91543,345519,49427,0,22998,0,0, 
397,The APP ART,,THEAPP-1444,Feature,Done,15.11.2021 16:03:22,,,02.05.2022 16:14:20,02.05.2022 16:14:20,0,241930,0,0,0,0,0,267750,Duplicate 
398,The APP ART,,THEAPP-1441,Feature,Funnel,09.11.2021 15:44:35,,,,,518340,0,0,0,0,0,0, ,
399,The APP ART,,THEAPP-1440,Feature,Done,09.11.2021 14:57:31,2022|App ART Funnel|VICI|,,10.11.2021 11:27:42,14.12.2021 11:42:47,0,50205,0,0,0,0,0,468182,Won't Do 
400,The APP ART,,THEAPP-1439,Feature,Funnel,08.11.2021 16:31:26,Android|iOS|Release 4.0|,,,,519733,0,0,0,0,0,0, ,
401,The APP ART,,THEAPP-1437,Feature,Funnel,05.11.2021 15:34:27,2022|App ART Funnel|P&S|Release 3.2|Release 4.0|,,,,524110,0,0,0,0,0,0, ,
402,The APP ART,,THEAPP-1436,Feature,Done,05.11.2021 15:04:41,BOND|,,26.11.2021 17:28:42,18.10.2022 11:42:47,0,97527,59102,342847,0,0,0,24662,Done 
403,The APP ART,,THEAPP-1435,Feature,Completed,05.11.2021 14:09:28,Griffin|,,09.11.2021 14:37:09,26.07.2022 14:52:31,0,10090,267777,67578,33314,145432,0,0, 
404,The APP ART,,THEAPP-1427,Feature,Done,04.11.2021 15:24:46,Griffin|Pikachu|Stromberg|,,13.04.2022 11:24:52,19.04.2022 16:22:39,0,239097,0,0,0,0,0,286462,Won't Do 
405,The APP ART,,THEAPP-1426,Feature,In Implementation,04.11.2021 07:44:05,App ART Funnel|Greatwall|,,11.04.2022 15:04:21,,0,230584,139792,155644,0,0,0,0, 
406,The APP ART,,THEAPP-1419,Feature,Completed,03.11.2021 16:38:15,Stark|,,10.11.2021 11:29:33,25.01.2022 13:10:13,0,51742,7062,60506,0,407615,0,0, 
407,The APP ART,,THEAPP-1417,Feature,Done,29.10.2021 09:32:10,VICI|,,28.01.2022 11:22:00,28.01.2022 11:22:00,0,131149,0,0,0,0,0,403403,Duplicate 
408,The APP ART,,THEAPP-1416,Feature,Done,29.10.2021 09:31:30,VICI|,,28.01.2022 11:21:14,28.01.2022 11:21:14,0,131149,0,0,0,0,0,403404,Duplicate 
409,The APP ART,,THEAPP-1415,Feature,Funnel,28.10.2021 20:24:24,Android|App ART Funnel|C3PO|iOS|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,,,535340,0,0,0,0,0,0, ,
410,The APP ART,,THEAPP-1414,Feature,Done,27.10.2021 20:20:40,App ART Funnel|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|Skywalker|,,27.10.2021 20:22:08,13.07.2022 11:26:02,0,1,349455,22967,0,0,0,164359,Done 
411,The APP ART,,THEAPP-1406,Feature,Done,25.10.2021 07:36:29,Greatwall|,,28.10.2021 17:28:56,14.12.2021 13:25:27,0,4912,27105,40330,0,0,0,468079,Done 
412,The APP ART,,THEAPP-1405,Feature,Done,25.10.2021 05:06:32,Backend|Greatwall|,,28.10.2021 17:28:23,14.12.2021 13:25:37,0,5061,27106,40330,0,0,0,468079,Done 
413,The APP ART,,THEAPP-1404,Feature,Done,25.10.2021 04:52:40,Backend|Greatwall|,,28.10.2021 17:27:01,15.12.2021 04:37:40,0,5074,27107,41242,0,0,0,467167,Done 
414,The APP ART,,THEAPP-1403,Feature,Done,25.10.2021 04:46:37,Backend|Greatwall|,,28.10.2021 17:26:36,14.12.2021 13:25:50,0,5079,27108,40330,0,0,0,468079,Done 
415,The APP ART,,THEAPP-1397,Feature,Funnel,20.10.2021 17:27:08,Stromberg|,,,,547038,0,0,0,0,0,0, ,
416,The APP ART,,THEAPP-1396,Feature,Backlog,20.10.2021 16:46:30,Backend|Stromberg|,,27.01.2022 09:50:12,,0,142143,404934,0,0,0,0,0, 
417,The APP ART,,THEAPP-1395,Feature,Backlog,19.10.2021 17:51:20,Greatwall|Release 4.0|,,11.04.2022 09:40:36,,31821,391316,123783,0,1532,0,0,0, 
418,The APP ART,,THEAPP-1394,Feature,Backlog,19.10.2021 17:47:05,Greatwall|Release 4.0|,,11.04.2022 10:04:46,,31817,391323,123806,0,1509,0,0,0, 
419,The APP ART,,THEAPP-1393,Feature,Backlog,19.10.2021 17:45:02,Greatwall|Release 4.0|,,11.04.2022 10:10:03,,195,422977,123781,0,1505,0,0,0, 
420,The APP ART,,THEAPP-1392,Feature,Done,19.10.2021 17:42:44,Greatwall|Release 4.0|,,12.04.2022 14:31:44,09.05.2022 22:32:45,0,291170,0,0,0,0,0,257292,Won't Do 
421,The APP ART,,THEAPP-1391,Feature,Done,19.10.2021 17:37:57,Greatwall|Release 4.0|,,11.04.2022 10:03:45,10.05.2022 13:27:35,24,290360,0,0,1684,0,0,256397,Won't Do 
422,The APP ART,,THEAPP-1390,Feature,Done,19.10.2021 17:33:02,Greatwall|Release 4.0|,,06.04.2022 10:35:32,06.04.2022 10:35:32,0,242942,0,0,0,0,0,305529,Won't Do 
423,The APP ART,,THEAPP-1389,Feature,Backlog,19.10.2021 17:27:52,Greatwall|Release 4.0|,,12.04.2022 14:34:27,,0,424690,123785,0,0,0,0,0, 
424,The APP ART,,THEAPP-1388,Feature,Backlog,19.10.2021 17:18:42,Delete|Greatwall|Release 4.0|,,11.04.2022 10:08:15,,296,424399,123789,0,0,0,0,0, 
425,The APP ART,,THEAPP-1387,Feature,Done,19.10.2021 11:42:43,Android|App ART Funnel|Backend|Design|iOS|Skywalker|,,11.04.2022 15:16:23,15.06.2022 17:53:57,81041,263489,0,0,0,0,0,204291,Won't Do 
426,The APP ART,,THEAPP-1386,Feature,Done,18.10.2021 14:54:39,App ART Funnel|P&S|Release 3.0|Release 3.1|Stromberg|,,28.10.2021 17:24:41,28.10.2021 17:24:41,90463,14550,80617,95721,0,0,0,268716,Done 
427,The APP ART,,THEAPP-1385,Feature,Done,18.10.2021 14:53:15,Lebowski|P&S|Release 2.0|Release 3.1|,,18.10.2021 14:55:59,19.07.2022 10:52:36,0,2,253530,38906,0,101879,0,155752,Done 
428,The APP ART,,THEAPP-1383,Feature,In Implementation,15.10.2021 15:23:03,VICI|,,08.12.2021 08:42:28,,49022,109510,188655,207172,0,0,0,0, 
429,The APP ART,,THEAPP-1381,Feature,Backlog,15.10.2021 08:54:16,App ART Funnel|P&S|Release 3.0|Release 3.1|Stark|,,27.01.2022 13:36:42,,0,150042,404708,0,0,0,0,0, 
430,The APP ART,,THEAPP-1379,Feature,Funnel,14.10.2021 16:45:57,BOND|Griffin|Stark|,,,,555719,0,0,0,0,0,0, ,
431,The APP ART,,THEAPP-1378,Feature,Backlog,14.10.2021 14:27:26,BOND|P&S|Release 3.1|,,13.04.2022 11:52:09,,0,313444,242410,0,0,0,0,0, 
432,The APP ART,,THEAPP-1376,Feature,Done,14.10.2021 12:37:45,Lebowski|P&S|Release 3.0|Release 3.1|,,14.10.2021 12:38:11,19.07.2022 10:52:41,0,0,152446,150029,0,97737,0,155752,Done 
433,The APP ART,,THEAPP-1375,Feature,Done,14.10.2021 12:35:13,Lebowski|P&S|Release 3.0|Release 3.1|Skywalker|,,14.10.2021 12:37:58,19.07.2022 10:52:47,0,2,67611,234864,0,97738,0,155752,Done 
434,The APP ART,,THEAPP-1374,Feature,Backlog,14.10.2021 11:58:03,App ART Funnel|BOND|P&S|,,12.01.2022 09:33:18,,0,210204,345802,0,0,0,0,0, 
435,The APP ART,,THEAPP-1373,Feature,Done,14.10.2021 10:51:30,App ART Funnel|,,16.03.2022 07:50:18,16.03.2022 07:50:18,0,220138,0,0,0,0,0,335935,Won't Do 
436,The APP ART,,THEAPP-1372,Feature,Backlog,14.10.2021 10:41:04,App ART Funnel|Backend|Design|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Stark|,,20.01.2022 14:30:09,,0,210284,345800,0,0,0,0,0, 
437,The APP ART,,THEAPP-1371,Feature,Funnel,14.10.2021 10:12:14,BOND|P&S|Release 3.0|Release 3.1|,,,,556113,0,0,0,0,0,0, ,
438,The APP ART,,THEAPP-1370,Feature,Done,14.10.2021 09:39:13,Android|App ART Funnel|C3PO|iOS|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,13.04.2022 11:57:19,06.05.2022 09:48:25,0,293769,0,0,0,0,0,262376,Won't Do 
439,The APP ART,,THEAPP-1369,Feature,Funnel,13.10.2021 15:42:12,App ART Funnel|BOND|Mario|P&S|,,,,557223,0,0,0,0,0,0, ,
440,The APP ART,,THEAPP-1367,Feature,Done,12.10.2021 20:10:36,2022|CR|Mario|P&S|,,14.10.2021 20:21:56,03.05.2022 13:40:23,0,39980,200456,51492,0,0,0,266464,Done 
441,The APP ART,,THEAPP-1366,Feature,Completed,11.10.2021 13:07:40,Android|App ART Funnel|C3PO|iOS|,,14.04.2022 09:10:20,19.10.2022 17:08:46,0,266162,0,271198,0,22896,0,0, 
442,The APP ART,,THEAPP-1365,Feature,Backlog,07.10.2021 16:30:25,Backend|Stromberg|,,27.01.2022 09:50:53,,0,160880,404934,0,0,0,0,0, 
443,The APP ART,,THEAPP-1364,Feature,In Analysis,07.10.2021 16:26:31,Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,19.11.2021 14:38:23,,0,565817,0,0,0,0,0,0, 
444,The APP ART,,THEAPP-1363,Feature,Funnel,07.10.2021 16:11:42,BOND|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,,,565833,0,0,0,0,0,0, ,
445,The APP ART,,THEAPP-1362,Feature,Done,07.10.2021 15:29:52,Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Skywalker|,,29.03.2022 07:19:57,29.03.2022 07:19:57,0,248630,0,0,0,0,0,317245,Done 
446,The APP ART,,THEAPP-1361,Feature,In Implementation,07.10.2021 14:19:06,2022|App ART Funnel|Backend|Griffin|P&S|,,21.01.2022 11:44:16,,0,177801,312877,73718,1546,0,0,0, 
447,The APP ART,,THEAPP-1359,Feature,Done,06.10.2021 11:33:04,App ART Funnel|Release 3.0|Release 3.1|Stromberg|,,27.01.2022 21:16:21,27.01.2022 21:16:21,0,163303,0,0,0,0,0,404248,Won't Do 
448,The APP ART,,THEAPP-1357,Feature,Done,05.10.2021 16:05:27,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|,,06.10.2021 11:43:17,14.12.2021 13:21:24,0,1177,59121,40335,0,0,0,468083,Done 
449,The APP ART,,THEAPP-1356,Feature,Funnel,05.10.2021 14:15:37,Android|App ART Funnel|iOS|,,,,568829,0,0,0,0,0,0, ,
450,The APP ART,,THEAPP-1352,Feature,Funnel,05.10.2021 14:09:31,Android|App ART Funnel|C3PO|iOS|,,,,568835,0,0,0,0,0,0, ,
451,The APP ART,,THEAPP-1350,Feature,Completed,05.10.2021 14:08:59,Android|App ART Funnel|C3PO|iOS|,,14.04.2022 09:16:53,19.10.2022 17:11:42,0,316599,0,229341,0,22893,0,0, 
452,The APP ART,,THEAPP-1347,Feature,Completed,05.10.2021 14:07:31,Android|App ART Funnel|C3PO|iOS|,,22.03.2022 13:40:45,19.10.2022 17:12:24,0,241893,0,304050,0,22892,0,0, 
453,The APP ART,,THEAPP-1341,Feature,Done,05.10.2021 14:00:33,Android|App ART Funnel|C3PO|iOS|,,22.03.2022 13:40:34,13.05.2022 10:55:14,0,241900,0,74714,0,0,0,252230,Done 
454,The APP ART,,THEAPP-1340,Feature,Done,05.10.2021 13:13:57,Griffin|,,07.10.2021 09:17:20,05.04.2022 11:37:26,0,10333,202534,49113,0,0,0,306907,Done 
455,The APP ART,,THEAPP-1339,Feature,Funnel,04.10.2021 11:10:24,App ART Funnel|Delete|Griffin|Release 4.0|Stromberg|,,,,570454,0,0,0,0,0,0, ,
456,The APP ART,,THEAPP-1338,Feature,Done,04.10.2021 10:39:35,Callahan|P&S|Stromberg|,,04.10.2021 18:20:00,04.10.2021 18:20:00,0,460,0,0,0,0,0,570025,Duplicate 
457,The APP ART,,THEAPP-1337,Feature,Completed,01.10.2021 17:25:54,Callahan|P&S|Stromberg|,,04.10.2021 18:22:19,04.02.2022 13:12:52,0,13958,102360,64867,0,393212,0,0, 
458,The APP ART,,THEAPP-1336,Feature,E2E Test,01.10.2021 12:49:48,BOND|Pikachu|SPECTRE|Stark|Stromberg|VICI|,,30.03.2022 19:30:41,,0,315295,13036,246341,0,0,0,0, 
459,The APP ART,,THEAPP-1335,Feature,Backlog,30.09.2021 17:45:46,Pikachu|,,11.10.2021 10:53:38,,0,15427,560391,0,0,0,0,0, 
460,The APP ART,,THEAPP-1331,Feature,Backlog,29.09.2021 15:07:06,Android|App ART Funnel|Backend|BOND|iOS|Release 3.0|,,13.10.2021 11:21:52,,0,19934,557483,0,0,0,0,0, 
461,The APP ART,,THEAPP-1330,Feature,Done,28.09.2021 17:46:01,VICI|,,29.09.2021 15:36:14,18.02.2022 11:51:21,0,41300,31953,37369,94941,0,0,373133,Done 
462,The APP ART,,THEAPP-1329,Feature,Funnel,28.09.2021 13:14:07,App ART Funnel|P&S|Release 4.0|Stark|,,,,578971,0,0,0,0,0,0, ,
463,The APP ART,,THEAPP-1328,Feature,In Analysis,28.09.2021 13:13:09,App ART Funnel|P&S|Release 4.0|Stark|,,06.09.2022 13:55:15,,0,578972,0,0,0,0,0,0, 
464,The APP ART,,THEAPP-1326,Feature,Done,28.09.2021 11:17:26,BOND|P&S|Release 2.0|Release 3.1|,,14.04.2022 09:59:49,18.10.2022 11:40:29,0,344128,40526,73696,96070,0,0,24664,Done 
465,The APP ART,,THEAPP-1325,Feature,Done,28.09.2021 08:51:24,Greatwall|Lebowski|,,28.10.2021 16:13:26,29.03.2022 12:19:57,0,43642,218646,0,0,0,0,316945,Done 
466,The APP ART,,THEAPP-1324,Feature,Funnel,28.09.2021 08:27:07,App ART Funnel|Backend|Griffin|P&S|,,,,579258,0,0,0,0,0,0, ,
467,The APP ART,,THEAPP-1323,Feature,Done,27.09.2021 05:05:11,App ART Funnel|Greatwall|VICI|,,30.09.2021 08:02:38,14.12.2021 13:28:23,0,4659,90722,17440,0,0,0,468076,Done 
468,The APP ART,,THEAPP-1322,Feature,Funnel,24.09.2021 10:02:40,Griffin|,,,,584922,0,0,0,0,0,0, ,
469,The APP ART,,THEAPP-1321,Feature,Done,22.09.2021 09:49:32,App ART Funnel|CR|VICI|,,29.09.2021 15:35:54,14.11.2021 10:08:17,0,47637,11608,17093,0,0,0,511477,Done 
470,The APP ART,,THEAPP-1320,Feature,Funnel,22.09.2021 09:31:27,,,,,587833,0,0,0,0,0,0, ,
471,The APP ART,,THEAPP-1319,Feature,Done,21.09.2021 17:13:14,App ART Funnel|VICI|,,29.09.2021 15:36:31,24.01.2022 16:48:23,0,51415,111078,17480,0,0,0,408836,Done 
472,The APP ART,,THEAPP-1318,Feature,Done,21.09.2021 13:47:06,App ART Funnel|SPECTRE|VICI|,,19.01.2022 09:51:09,03.05.2022 11:48:09,0,182646,53580,86214,0,0,0,266577,Done 
473,The APP ART,,THEAPP-1317,Feature,Funnel,17.09.2021 15:44:27,Mario|,,,,594660,0,0,0,0,0,0, ,
474,The APP ART,,THEAPP-1316,Feature,Done,16.09.2021 11:17:01,,,31.01.2022 13:57:53,31.01.2022 13:57:53,0,197440,0,0,0,0,0,398927,Won't Do 
475,The APP ART,,THEAPP-1315,Feature,Backlog,16.09.2021 09:16:22,App ART Funnel|Backend|Stromberg|,,27.01.2022 09:52:26,,0,191556,404932,0,0,0,0,0, 
476,The APP ART,,THEAPP-1314,Feature,Done,16.09.2021 08:08:10,App ART Funnel|Backend|Griffin|,,31.01.2022 13:56:06,31.01.2022 13:56:06,0,197627,0,0,0,0,0,398929,Done 
477,The APP ART,,THEAPP-1313,Feature,In Implementation,14.09.2021 15:05:11,Griffin|Mario|,,14.09.2021 18:36:54,,0,60845,227357,286750,24066,0,0,0, 
478,The APP ART,,THEAPP-1312,Feature,Funnel,14.09.2021 10:04:42,Greatwall|Release 3.2|,,,,599320,0,0,0,0,0,0, ,
479,The APP ART,,THEAPP-1311,Feature,Funnel,14.09.2021 09:33:31,App ART Funnel|BOND|Release 3.0|Release 3.1|,,,,599351,0,0,0,0,0,0, ,
480,The APP ART,,THEAPP-1310,Feature,Funnel,10.09.2021 09:30:00,Griffin|Mario|,,,,605115,0,0,0,0,0,0, ,
481,The APP ART,,THEAPP-1308,Feature,E2E Test,09.09.2021 15:20:46,Android|App ART Funnel|iOS|Mylanta|VICI|,,24.09.2021 14:06:37,,0,68808,54807,482587,0,0,0,0, 
482,The APP ART,,THEAPP-1307,Feature,In Analysis,09.09.2021 12:16:38,BOND|P&S|Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,09.09.2021 12:39:06,,0,606388,0,0,0,0,0,0, 
483,The APP ART,,THEAPP-1306,Feature,Done,08.09.2021 13:33:50,,,31.01.2022 13:52:58,31.01.2022 13:52:58,0,208819,0,0,0,0,0,398932,Not Required 
484,The APP ART,,THEAPP-1305,Feature,Backlog,08.09.2021 13:22:59,2022|Android|App ART Funnel|Greatwall|iOS|P&S|Release 3.2|,,13.09.2021 16:34:13,,167805,325803,114153,0,0,0,0,0, 
485,The APP ART,,THEAPP-1303,Feature,Backlog,07.09.2021 11:02:24,App ART Funnel|Backend|Griffin|P&S|Stromberg|,,29.09.2021 15:49:11,,0,31966,577376,0,0,0,0,0, 
486,The APP ART,,THEAPP-1294,Feature,Funnel,03.09.2021 16:23:03,Android|BOND|iOS|,,,,614782,0,0,0,0,0,0, ,
487,The APP ART,,THEAPP-1293,Feature,Done,02.09.2021 11:23:23,Stromberg|,,22.09.2021 16:27:25,22.09.2021 16:27:25,0,29104,0,0,0,0,0,587417,Won't Do 
488,The APP ART,,THEAPP-1292,Feature,Backlog,02.09.2021 08:33:34,2022|App ART Funnel|BOND|Release 3b|,,11.03.2022 11:13:25,,0,273759,342931,0,0,0,0,0, 
489,The APP ART,,THEAPP-1289,Feature,Funnel,01.09.2021 09:09:33,BOND|Griffin|Mario|Pikachu|Stark|Stromberg|,,08.09.2021 15:27:28,,335737,282357,0,0,0,0,0,0, 
490,The APP ART,,THEAPP-1288,Feature,Done,30.08.2021 18:36:52,Lebowski|Mario|,,08.09.2021 11:45:18,10.05.2022 09:46:01,0,15377,136965,211444,0,0,0,256619,Done 
491,The APP ART,,THEAPP-1287,Feature,In Implementation,30.08.2021 10:50:23,App ART Funnel|,,08.09.2021 11:34:49,,151113,282283,0,187477,0,0,0,0, 
492,The APP ART,,THEAPP-1286,Feature,Done,26.08.2021 10:41:11,Greatwall|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,12.04.2022 14:34:42,10.08.2022 15:48:46,0,329993,130822,42051,0,0,0,123776,Done 
493,The APP ART,,THEAPP-1284,Feature,Completed,25.08.2021 09:59:02,App ART Funnel|Greatwall|,,28.10.2021 17:11:29,19.01.2022 11:07:42,0,92592,59822,59332,0,416377,0,0, 
494,The APP ART,,THEAPP-1283,Feature,Done,25.08.2021 09:58:24,App ART Funnel|Greatwall|,,28.10.2021 17:10:47,08.12.2021 10:47:56,0,92592,58657,0,0,0,0,476877,Done 
495,The APP ART,,THEAPP-1282,Feature,Done,25.08.2021 09:56:57,App ART Funnel|Greatwall|,,28.10.2021 17:10:23,20.06.2022 07:54:16,0,92593,58664,279179,0,0,0,197691,Done 
496,The APP ART,,THEAPP-1281,Feature,Done,25.08.2021 09:53:59,App ART Funnel|Greatwall|,,28.10.2021 16:59:55,08.12.2021 07:52:11,0,92585,58492,0,0,0,0,477053,Done 
497,The APP ART,,THEAPP-1277,Feature,Done,24.08.2021 14:16:35,Greatwall|Stromberg|,,08.09.2021 15:16:38,24.02.2022 03:37:13,0,93762,102144,68412,0,0,0,364987,Done 
498,The APP ART,,THEAPP-1276,Feature,Completed,24.08.2021 13:05:51,Griffin|Stromberg|,,15.09.2021 09:43:38,28.02.2022 10:57:03,0,68910,72018,129659,0,358788,0,0, 
499,The APP ART,,THEAPP-1275,Feature,Done,24.08.2021 08:55:27,Greatwall|,,12.04.2022 14:35:06,27.06.2022 15:10:18,0,442454,0,0,0,0,0,187174,Won't Do 
500,The APP ART,,THEAPP-1274,Feature,Done,24.08.2021 08:50:22,Greatwall|,,13.01.2022 12:44:07,24.05.2022 04:43:42,0,332984,59888,0,0,0,0,236761,Done 
501,The APP ART,,THEAPP-1273,Feature,Done,23.08.2021 22:08:21,Greatwall|,,12.04.2022 14:35:38,10.08.2022 15:48:54,0,445603,18843,42052,0,0,0,123776,Done 
502,The APP ART,,THEAPP-1272,Feature,Funnel,23.08.2021 22:00:35,Greatwall|,,13.01.2022 08:59:36,,315538,205139,0,0,109606,0,0,0, 
503,The APP ART,,THEAPP-1271,Feature,Funnel,23.08.2021 21:56:16,,,,,630289,0,0,0,0,0,0, ,
504,The APP ART,,THEAPP-1269,Feature,E2E Test,23.08.2021 21:53:21,Greatwall|,,28.10.2021 16:58:08,,0,94744,50027,443471,42047,0,0,0, 
505,The APP ART,,THEAPP-1268,Feature,Done,23.08.2021 21:35:57,App ART Funnel|,,04.02.2022 14:19:26,04.02.2022 14:19:26,0,237163,0,0,0,0,0,393145,Won't Do 
506,The APP ART,,THEAPP-1267,Feature,Funnel,23.08.2021 21:19:35,App ART Funnel|,,,,630325,0,0,0,0,0,0, ,
507,The APP ART,,THEAPP-1266,Feature,Funnel,23.08.2021 21:08:54,App ART Funnel|,,,,630336,0,0,0,0,0,0, ,
508,The APP ART,,THEAPP-1265,Feature,E2E Test,23.08.2021 17:08:13,Greatwall|,,08.09.2021 15:04:55,,0,54334,90727,446519,38993,0,0,0, 
509,The APP ART,,THEAPP-1264,Feature,Done,23.08.2021 16:32:17,App ART Funnel|Greatwall|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|,,11.04.2022 15:06:54,06.07.2022 13:35:36,47538,332554,61898,11668,2642,0,0,174309,Won't Do 
510,The APP ART,,THEAPP-1263,Feature,Done,23.08.2021 16:26:04,Greatwall|,,08.09.2021 15:05:50,10.08.2022 15:49:01,0,63076,0,50388,393377,0,0,123776,Done 
511,The APP ART,,THEAPP-1262,Feature,Done,23.08.2021 15:56:03,Greatwall|,,20.10.2021 13:19:35,15.02.2022 11:45:49,37002,83363,0,0,132823,0,0,377459,Won't Do 
512,The APP ART,,THEAPP-1261,Feature,Done,23.08.2021 15:43:40,Greatwall|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,08.09.2021 15:09:38,13.06.2022 08:01:09,0,63119,0,0,359776,0,0,207764,Done 
513,The APP ART,,THEAPP-1260,Feature,Done,23.08.2021 11:42:12,,,04.02.2022 14:17:24,04.02.2022 14:17:24,0,237755,0,0,0,0,0,393147,Won't Do 
514,The APP ART,,THEAPP-1259,Feature,Done,23.08.2021 09:27:42,Greatwall|Mario|SPECTRE|,,16.03.2022 11:39:41,16.03.2022 11:39:41,0,295331,0,0,0,0,0,335705,Won't Do 
515,The APP ART,,THEAPP-1258,Feature,In Implementation,20.08.2021 16:41:04,Pikachu|Stark|Stromberg|,,11.01.2022 17:32:18,,0,239095,28492,367336,0,0,0,0, 
516,The APP ART,,THEAPP-1257,Feature,Funnel,16.08.2021 09:58:30,Android|,,,,641086,0,0,0,0,0,0, ,
517,The APP ART,,THEAPP-1256,Feature,Funnel,13.08.2021 11:06:39,Design|Mario|Stark|,,,,645338,0,0,0,0,0,0, ,
518,The APP ART,,THEAPP-1255,Feature,Funnel,12.08.2021 12:33:20,Android|Design|iOS|,,,,646691,0,0,0,0,0,0, ,
519,The APP ART,,THEAPP-1254,Feature,Done,12.08.2021 10:19:25,Lebowski|,,07.07.2022 09:22:54,25.07.2022 12:25:11,0,489786,5,10012,0,0,0,147020,Done 
520,The APP ART,,THEAPP-1253,Feature,Done,11.08.2021 12:28:21,App ART Funnel|CR|Lebowski|Mario|P&S|,,11.08.2021 12:33:39,12.04.2022 16:26:42,11365,78441,231122,30667,0,0,0,296538,Done 
521,The APP ART,,THEAPP-1252,Feature,Done,10.08.2021 13:52:19,App ART Funnel|Lebowski|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,10.08.2021 15:05:13,28.09.2021 17:43:36,0,72,0,70718,0,0,0,578701,Done 
522,The APP ART,,THEAPP-1251,Feature,Done,09.08.2021 13:39:43,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|Stromberg|,,09.08.2021 13:46:28,13.07.2022 11:24:31,0,34514,362761,89307,0,0,0,164360,Done 
523,The APP ART,,THEAPP-1250,Feature,Done,09.08.2021 13:26:56,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|,,09.08.2021 13:38:57,31.05.2022 12:09:57,0,34528,148314,241878,0,0,0,226235,Done 
524,The APP ART,,THEAPP-1248,Feature,Done,06.08.2021 16:38:42,Mario|,,26.01.2022 11:35:15,26.01.2022 11:35:15,0,248816,0,0,0,0,0,406270,Done 
525,The APP ART,,THEAPP-1247,Feature,Done,05.08.2021 16:04:37,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|,,25.08.2021 11:53:13,14.12.2021 13:21:32,0,40131,87854,60489,0,0,0,468083,Done 
526,The APP ART,,THEAPP-1246,Feature,Done,05.08.2021 11:59:51,App ART Funnel|VICI|,,20.04.2022 14:05:52,02.09.2022 14:17:20,0,371646,77983,116427,0,0,0,90747,Done 
527,The APP ART,,THEAPP-1245,Feature,Done,03.08.2021 12:11:05,Griffin|Skywalker|,,09.12.2021 08:17:27,15.07.2022 07:48:22,0,233060,70591,194324,0,0,0,161696,Done 
528,The APP ART,,THEAPP-1236,Feature,Done,30.07.2021 13:23:26,PCS|Pikachu|,,11.10.2021 10:18:15,23.09.2022 08:49:59,0,104934,382986,74814,0,41790,0,60835,Done 
529,The APP ART,,THEAPP-1231,Feature,Done,28.07.2021 13:15:56,Android|iOS|Mario|P&S|PCS|Pikachu|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|Stromberg|,,10.08.2021 08:30:32,30.11.2021 13:07:44,0,18434,0,161556,0,0,0,488257,Done 
