,Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Closed Date,Funnel,In Analysis,Backlog,In Implementation,Blocker,Completed,Monitoring,Done,Resolution 
530,The APP ART,,THEAPP-1225,Feature,Funnel,27.07.2021 08:53:58,Backend|Griffin|,,,,669951,0,0,0,0,0,0, ,
531,The APP ART,,THEAPP-1224,Feature,Done,26.07.2021 17:24:57,App ART Funnel|Backend|Griffin|,,10.09.2021 09:43:11,18.10.2022 11:33:01,0,92193,171076,382937,0,0,0,24672,Done 
532,The APP ART,,THEAPP-1223,Feature,Done,26.07.2021 17:18:18,App ART Funnel|Backend|Release 3.0|Release 3.1|Release 3.2|Stark|,,18.01.2022 15:56:53,17.03.2022 16:48:04,0,303553,20110,13265,0,0,0,333957,Done 
533,The APP ART,,THEAPP-1222,Feature,Done,26.07.2021 16:47:12,App ART Funnel|Backend|Release 3.0|Release 3.1|Release 3.2|Stark|,,18.01.2022 15:56:59,17.03.2022 16:48:09,0,303448,133,33377,0,0,0,333957,Done 
534,The APP ART,,THEAPP-1221,Feature,Backlog,24.07.2021 23:20:54,BOND|,,18.05.2022 16:55:18,,0,508891,164512,0,0,0,0,0, 
535,The APP ART,,THEAPP-1220,Feature,In Implementation,23.07.2021 12:41:52,App ART Funnel|Greatwall|Panda|,,05.08.2021 16:54:01,,0,18972,225628,430881,0,0,0,0, 
536,The APP ART,,THEAPP-1219,Feature,Backlog,23.07.2021 12:33:19,Greatwall|Panda|,,28.10.2021 16:54:06,,0,139940,535551,0,0,0,0,0, 
537,The APP ART,,THEAPP-1218,Feature,Done,23.07.2021 12:21:41,Greatwall|,,08.09.2021 15:10:07,02.03.2022 05:05:15,0,319243,0,0,0,0,0,356260,Done 
538,The APP ART,,THEAPP-1217,Feature,Done,21.07.2021 16:52:53,Lebowski|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,21.07.2021 17:38:05,07.09.2021 13:17:08,0,45,28424,40433,0,0,0,609208,Done 
539,The APP ART,,THEAPP-1215,Feature,Done,20.07.2021 15:51:59,Android|App ART Funnel|iOS|PCS|Release 4.0|Stark|,,21.01.2022 15:01:14,21.01.2022 15:01:14,0,266349,0,0,0,0,0,413264,Won't Do 
540,The APP ART,,THEAPP-1214,Feature,Done,20.07.2021 15:27:41,App ART Funnel|Greatwall|VICI|,,05.08.2021 16:53:38,12.04.2022 11:11:44,0,23125,112006,158089,109635,0,0,276777,Done 
541,The APP ART,,THEAPP-1213,Feature,Done,20.07.2021 15:26:29,App ART Funnel|Greatwall|,,05.08.2021 16:53:14,01.12.2021 09:56:55,0,23126,97458,171274,20269,0,0,367506,Done 
542,The APP ART,,THEAPP-1212,Feature,Done,20.07.2021 15:17:58,App ART Funnel|Greatwall|,,05.08.2021 16:54:52,26.11.2021 12:40:51,0,23136,149333,13132,0,0,0,494044,Done 
543,The APP ART,,THEAPP-1211,Feature,Done,20.07.2021 15:14:33,App ART Funnel|Greatwall|Griffin|Lebowski|,,08.09.2021 15:15:17,10.03.2022 11:38:24,0,103408,90732,129610,11550,0,0,344346,Done 
544,The APP ART,,THEAPP-1210,Feature,Done,20.07.2021 14:59:00,App ART Funnel|Greatwall|,,05.08.2021 16:54:48,26.11.2021 13:16:50,0,30774,89837,32020,33023,0,0,494008,Done 
545,The APP ART,,THEAPP-1209,Feature,Done,20.07.2021 14:57:07,Greatwall|,,28.10.2021 16:51:20,02.12.2021 10:47:18,0,144114,27144,22891,0,0,0,485518,Done 
546,The APP ART,,THEAPP-1208,Feature,E2E Test,20.07.2021 14:52:11,App ART Funnel|Greatwall|,,05.08.2021 16:56:07,26.11.2021 13:17:07,0,23163,97460,487392,33019,0,0,38636, 
547,The APP ART,,THEAPP-1207,Feature,Done,20.07.2021 14:20:59,App ART Funnel|Greatwall|,,05.08.2021 16:55:20,15.12.2021 08:46:11,0,23194,97462,55927,36199,0,0,466919,Done 
548,The APP ART,,THEAPP-1203,Feature,Done,20.07.2021 10:14:49,Greatwall|Release 2.0|Release 3.0|Release 3.1|,,20.10.2021 13:19:46,20.04.2022 15:26:16,117812,132664,11569,0,132824,0,0,285079,Duplicate 
549,The APP ART,,THEAPP-1201,Feature,Done,20.07.2021 09:31:15,,,05.08.2022 11:30:56,05.08.2022 11:30:56,0,548759,0,0,0,0,0,131234,Duplicate 
550,The APP ART,,THEAPP-1200,Feature,Done,20.07.2021 08:57:25,Griffin|,,05.08.2022 11:36:25,05.08.2022 11:36:25,0,548799,0,0,0,0,0,131228,Duplicate 
551,The APP ART,,THEAPP-1198,Feature,Done,19.07.2021 15:40:10,App ART Funnel|Greatwall|,,30.08.2021 18:10:43,22.09.2022 08:35:27,0,60630,61390,164132,332621,0,0,62289,Done 
552,The APP ART,,THEAPP-1197,Feature,Funnel,19.07.2021 11:49:19,Release 3.0|Release 3.1|Release 4.0|,,,,681296,0,0,0,0,0,0, ,
553,The APP ART,,THEAPP-1196,Feature,Done,19.07.2021 07:32:48,App ART Funnel|Greatwall|,,23.07.2021 12:37:27,11.02.2022 08:25:05,0,6064,55014,225568,11484,0,0,383420,Done 
554,The APP ART,,THEAPP-1195,Feature,E2E Test,19.07.2021 07:24:52,App ART Funnel|Greatwall|,,05.08.2021 16:51:29,,0,25046,97469,522647,36394,0,0,0, 
555,The APP ART,,THEAPP-1193,Feature,Done,15.07.2021 08:35:42,App ART Funnel|Greatwall|,,05.08.2021 16:51:02,12.10.2021 09:23:59,0,30735,97472,0,0,0,0,559041,Done 
556,The APP ART,,THEAPP-1191,Feature,Done,13.07.2021 18:31:22,App ART Funnel|Backend|Griffin|Mario|P&S|,,15.07.2021 12:13:32,08.09.2021 11:37:21,0,11137,70528,0,0,0,0,607867,Won't Do 
557,The APP ART,,THEAPP-1189,Feature,Backlog,13.07.2021 06:08:09,App ART Funnel|Greatwall|,,12.04.2022 14:37:22,,0,393629,296647,0,0,0,0,0, 
558,The APP ART,,THEAPP-1188,Feature,Backlog,13.07.2021 05:57:01,App ART Funnel|Greatwall|,,09.06.2022 14:45:51,,0,477168,213119,0,0,0,0,0, 
559,The APP ART,,THEAPP-1187,Feature,Done,12.07.2021 13:26:54,,,05.08.2022 11:37:40,05.08.2022 11:37:40,0,560050,0,0,0,0,0,131227,Not Required 
560,The APP ART,,THEAPP-1186,Feature,Done,10.07.2021 23:23:16,,,22.09.2021 14:13:08,22.09.2021 14:13:08,0,106009,0,0,0,0,0,587552,Won't Do 
561,The APP ART,,THEAPP-1185,Feature,Done,24.06.2021 08:31:34,,,24.06.2021 08:32:11,24.06.2021 09:24:43,0,0,25403,0,0,20872,0,671216,Duplicate 
562,The APP ART,,THEAPP-1184,Feature,Funnel,08.07.2021 16:30:56,Android|BOD|CR|iOS|VICI|,,,,696854,0,0,0,0,0,0, ,
563,The APP ART,,THEAPP-1183,Feature,Funnel,08.07.2021 16:22:20,Android|BOD|BOND|iOS|,,,,696862,0,0,0,0,0,0, ,
564,The APP ART,,THEAPP-1182,Feature,Done,08.07.2021 15:39:22,App ART Funnel|Lebowski|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,26.08.2021 12:19:48,29.04.2022 14:18:41,0,70360,354358,0,0,0,0,272186,Duplicate 
565,The APP ART,,THEAPP-1181,Feature,Funnel,07.07.2021 14:33:25,Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|Stark|,,,,698411,0,0,0,0,0,0, ,
566,The APP ART,,THEAPP-1180,Feature,Done,07.07.2021 10:21:57,App ART Funnel|Greatwall|,,05.08.2021 16:50:33,12.10.2021 10:46:15,0,42148,97475,79,0,0,0,558959,Done 
567,The APP ART,,THEAPP-1179,Feature,Done,07.07.2021 10:15:28,App ART Funnel|Greatwall|,,05.08.2021 16:50:13,26.11.2021 13:19:40,0,42154,36042,126467,0,0,0,494005,Done 
568,The APP ART,,THEAPP-1177,Feature,Funnel,07.07.2021 09:09:12,BOND|Griffin|Mario|,,,,698736,0,0,0,0,0,0, ,
569,The APP ART,,THEAPP-1176,Feature,E2E Test,06.07.2021 16:39:45,Android|Greatwall|Release 4.0|Stromberg|,,11.08.2022 11:47:18,,0,615996,30595,53132,0,0,0,0, 
570,The APP ART,,THEAPP-1175,Feature,Backlog,05.07.2021 20:49:45,App ART Funnel|Griffin|P&S|Release 3.2|Release 4.0|Stark|Stromberg|,,11.04.2022 10:17:09,,0,402567,298348,0,0,0,0,0, 
571,The APP ART,,THEAPP-1173,Feature,Done,02.07.2021 15:19:56,App ART Funnel|Greatwall|,,08.09.2021 15:12:46,08.02.2022 11:12:49,0,129325,99362,60334,28969,0,0,387572,Done 
572,The APP ART,,THEAPP-1172,Feature,Done,02.07.2021 15:18:14,App ART Funnel|Greatwall|,,08.09.2021 15:13:49,08.03.2022 11:11:53,0,129324,99371,129617,0,0,0,347253,Done 
573,The APP ART,,THEAPP-1171,Feature,Done,02.07.2021 15:11:06,App ART Funnel|Greatwall|Stromberg|,,24.08.2021 11:29:41,16.02.2022 04:52:59,0,168551,51504,109084,0,0,0,376432,Done 
574,The APP ART,,THEAPP-1170,Feature,Done,02.07.2021 14:30:19,App ART Funnel|Greatwall|Mario|,,15.07.2021 12:13:21,26.11.2021 13:23:23,0,49091,97485,65035,0,0,0,494001,Done 
575,The APP ART,,THEAPP-1169,Feature,Done,02.07.2021 11:35:22,CR|SPECTRE|VICI|,,07.10.2021 15:51:40,12.04.2022 14:14:09,0,139936,198169,50470,20541,0,0,296671,Done 
576,The APP ART,,THEAPP-1168,Feature,Done,01.07.2021 17:49:25,App ART Funnel|P&S|Release 3.0|Release 3.1|Stromberg|,,21.07.2021 13:50:37,05.08.2022 22:37:55,0,28561,237192,277512,33020,0,0,130567,Done 
577,The APP ART,,THEAPP-1167,Feature,Backlog,01.07.2021 17:44:19,App ART Funnel|P&S|Release 3.0|Release 3.1|Stromberg|,,21.07.2021 13:51:23,31.01.2022 13:25:57,0,28567,664035,0,0,0,0,14257,Done 
578,The APP ART,,THEAPP-1165,Feature,Done,01.07.2021 08:54:47,Android|App ART Funnel|iOS|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Stromberg|,,28.09.2021 16:35:50,28.09.2021 16:35:50,0,128621,0,0,0,0,0,578769,Done 
579,The APP ART,,THEAPP-1163,Feature,Funnel,30.06.2021 17:07:43,Release 4.0|,,,,708337,0,0,0,0,0,0, ,
580,The APP ART,,THEAPP-1162,Feature,Done,30.06.2021 16:28:36,App ART Funnel|P&S|Release 3.0|Release 3.1|Stromberg|,,21.07.2021 13:51:41,19.08.2021 11:03:23,0,30083,41591,0,0,0,0,636701,Done 
581,The APP ART,,THEAPP-1161,Feature,Done,30.06.2021 10:57:31,App ART Funnel|P&S|Release 3.0|Release 3.1|Stromberg|,,21.07.2021 13:52:42,12.05.2022 12:17:11,0,30415,194130,230572,0,0,0,253588,Done 
582,The APP ART,,THEAPP-1160,Feature,Done,30.06.2021 07:50:26,App ART Funnel|Greatwall|SPECTRE|,,30.06.2021 16:04:17,06.07.2022 15:27:05,0,72302,77555,242542,142292,0,0,174198,Done 
583,The APP ART,,THEAPP-1159,Feature,Done,29.06.2021 07:36:12,App ART Funnel|Greatwall|Griffin|Lebowski|,,23.07.2021 12:37:04,26.11.2021 12:37:19,0,34860,55014,126425,0,0,0,494048,Done 
584,The APP ART,,THEAPP-1158,Feature,Done,28.06.2021 15:26:43,Android|Backend|Greatwall|Griffin|iOS|Mario|VICI|,,04.08.2021 18:33:59,07.09.2021 15:08:49,0,102221,0,0,0,0,0,609096,Won't Do 
585,The APP ART,,THEAPP-1157,Feature,Done,24.06.2021 08:26:21,Android|App ART Funnel|iOS|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|,,24.06.2021 08:26:42,29.09.2021 14:45:34,0,0,140058,0,0,0,0,577439,Duplicate 
586,The APP ART,,THEAPP-1155,Feature,Blocker,23.06.2021 09:18:24,App ART Funnel|P&S|Release 4.0|Stark|,,15.12.2021 16:42:13,,0,432477,0,54184,232223,0,0,0, 
587,The APP ART,,THEAPP-1154,Feature,Blocker,23.06.2021 09:16:58,App ART Funnel|P&S|Release 4.0|Stark|,,15.12.2021 16:42:06,,0,383272,18768,125505,191339,0,0,0, 
588,The APP ART,,THEAPP-1153,Feature,Done,09.06.2021 15:28:37,Android|Lebowski|,,20.04.2022 15:30:32,19.05.2022 09:05:10,21436,473538,0,0,0,0,0,243700,Won't Do 
589,The APP ART,,THEAPP-1148,Feature,Done,21.06.2021 17:33:52,App ART Funnel|P&S|Release 3.1|,,01.07.2021 16:09:58,01.07.2021 16:09:58,0,14316,0,0,0,0,0,706955,Not Required 
590,The APP ART,,THEAPP-1147,Feature,E2E Test,21.06.2021 10:42:36,App ART Funnel|CR|Release 3.2|Release 4.0|SPECTRE|,,18.11.2021 08:10:11,,0,255218,228940,237522,0,0,0,0, 
591,The APP ART,,THEAPP-1143,Feature,Funnel,17.06.2021 15:40:31,App ART Funnel|CR|,,,,727144,0,0,0,0,0,0, ,
592,The APP ART,,THEAPP-1142,Feature,Done,16.06.2021 09:35:36,Android|App ART Funnel|Backend|iOS|Mario|P&S|Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,25.05.2022 10:46:09,25.05.2022 10:46:09,0,493990,0,0,0,0,0,234959,Done 
593,The APP ART,,THEAPP-1140,Feature,Done,15.06.2021 11:30:12,Android|App ART Funnel|Backend|Griffin|iOS|Lebowski|P&S|VICI|,,23.06.2021 15:39:22,30.11.2021 13:08:31,0,30669,90380,120967,0,0,0,488256,Done 
594,The APP ART,,THEAPP-1139,Feature,Funnel,11.06.2021 16:55:03,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Stromberg|,,,,735710,0,0,0,0,0,0, ,
595,The APP ART,,THEAPP-1136,Feature,Completed,09.06.2021 11:32:11,App ART Funnel|Griffin|P&S|Release 3.0|Release 3.1|Stromberg|,,21.07.2021 13:53:07,12.01.2022 17:18:23,0,69691,67198,102652,0,426086,0,73278,Done 
596,The APP ART,,THEAPP-1135,Feature,Done,08.06.2021 10:47:55,App ART Funnel|CR|Lebowski|P&S|VICI|,,23.09.2021 16:19:17,18.03.2022 15:33:24,0,191027,37921,178854,0,0,0,332591,Done 
597,The APP ART,,THEAPP-1134,Feature,Done,08.06.2021 10:42:59,CR|Griffin|P&S|Stark|,,08.06.2021 10:45:02,25.04.2022 11:12:52,130870,11785,256294,14552,48764,0,0,278132,Won't Do 
598,The APP ART,,THEAPP-1133,Feature,Done,08.06.2021 10:18:28,CR|,,08.06.2021 10:18:42,08.06.2021 17:23:56,0,425,0,0,0,0,0,740001,Duplicate 
599,The APP ART,,THEAPP-1131,Feature,Funnel,30.05.2021 23:33:47,Griffin|P&S|,,,,752591,0,0,0,0,0,0, ,
600,The APP ART,,THEAPP-1127,Feature,In Analysis,26.05.2021 18:44:15,2022|Android|App ART Funnel|BOND|Design|iOS|P&S|,,04.08.2021 18:34:12,,0,758640,0,0,0,0,0,0, 
601,The APP ART,,THEAPP-1126,Feature,Done,26.05.2021 18:14:48,Android|App ART Funnel|Backend|iOS|Release 3.1|Stark|,,04.08.2021 15:48:52,17.03.2022 16:47:44,0,100654,149431,154283,20342,0,0,333957,Done 
602,The APP ART,,THEAPP-1123,Feature,Funnel,20.05.2021 13:40:19,BOND|Griffin|,,04.08.2021 15:31:05,,336920,248896,0,0,181765,0,0,0, 
603,The APP ART,,THEAPP-1122,Feature,Done,20.05.2021 11:29:09,Greatwall|Griffin|P&S|,,30.06.2021 15:37:26,09.02.2022 12:57:49,0,190342,70408,120936,0,0,0,386027,Done 
604,The APP ART,,THEAPP-1121,Feature,Done,19.05.2021 22:57:50,App ART Funnel|P&S|Release 3.0|Release 3.1|Release 4.0|Stark|,,12.01.2022 16:41:24,12.01.2022 16:41:24,0,342343,0,0,0,0,0,426123,Duplicate 
605,The APP ART,,THEAPP-1119,Feature,Completed,19.05.2021 13:47:50,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Stark|VICI|,,23.06.2021 15:46:56,14.12.2021 15:11:36,0,90622,103522,106897,0,467973,0,0, 
606,The APP ART,,THEAPP-1117,Feature,Done,18.05.2021 17:26:28,Android|Design|iOS|Stark|,,31.08.2021 10:44:25,31.08.2021 10:44:25,0,150797,0,0,0,0,0,619440,Duplicate 
607,The APP ART,,THEAPP-1116,Feature,Completed,18.05.2021 17:11:05,CR|Lebowski|P&S|Release 1.0|Skywalker|Stromberg|VICI|,,18.05.2021 17:14:57,02.02.2022 07:18:38,0,3,140559,233244,0,396446,0,0, 
608,The APP ART,,THEAPP-1115,Feature,Funnel,18.05.2021 13:20:34,Mario|P&S|,,18.05.2021 19:00:47,,206151,246294,0,0,318037,0,0,0, 
609,The APP ART,,THEAPP-1114,Feature,Done,17.05.2021 15:05:55,P&S|Skywalker|,,17.05.2021 15:44:40,29.09.2021 14:15:00,0,64533,57496,65061,0,7256,0,577470,Done 
610,The APP ART,,THEAPP-1111,Feature,Done,11.05.2021 16:55:27,App ART Funnel|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|Skywalker|,,08.10.2021 16:49:23,18.07.2022 10:48:27,0,220304,378701,24146,0,0,0,157196,Done 
611,The APP ART,,THEAPP-1110,Feature,Done,11.05.2021 16:27:17,Greatwall|Griffin|P&S|,,18.05.2021 12:06:51,19.10.2021 13:05:09,0,9819,80725,141092,0,0,0,548740,Done 
612,The APP ART,,THEAPP-1102,Feature,Funnel,07.05.2021 16:55:06,App ART Funnel|P&S|PCS|Pikachu|VICI|,,,,786110,0,0,0,0,0,0, ,
613,The APP ART,,THEAPP-1101,Feature,Done,07.05.2021 15:57:07,Stark|,,30.06.2021 14:27:59,01.08.2022 12:31:06,0,77670,461978,109583,0,0,0,136934,Done 
614,The APP ART,,THEAPP-1085,Feature,In Analysis,06.05.2021 15:48:52,CR|Greatwall|P&S|VICI|,,16.07.2021 09:07:09,,240543,206852,340220,0,0,0,0,0, 
615,The APP ART,,THEAPP-1083,Feature,Backlog,06.05.2021 14:37:00,App ART Funnel|P&S|Release 4.0|Stromberg|,,07.05.2021 14:57:24,,32979,119564,162693,0,472449,0,0,0, 
616,The APP ART,,THEAPP-1082,Feature,Blocker,06.05.2021 14:36:08,App ART Funnel|P&S|Release 4.0|Stromberg|,,07.05.2021 14:56:57,,0,109392,103545,0,574750,0,0,0, 
617,The APP ART,,THEAPP-1081,Feature,Backlog,06.05.2021 14:31:37,BOND|Release 3.0|Release 3.1|Release 4.0|Stromberg|,,20.01.2022 13:17:09,,0,381803,405889,0,0,0,0,0, 
618,The APP ART,,THEAPP-1080,Feature,Funnel,06.05.2021 14:28:41,Release 4.0|,,,,787696,0,0,0,0,0,0, ,
619,The APP ART,,THEAPP-1079,Feature,Funnel,06.05.2021 14:26:53,Release 4.0|Stromberg|,,,,787698,0,0,0,0,0,0, ,
620,The APP ART,,THEAPP-1078,Feature,In Analysis,06.05.2021 14:26:31,Stromberg|,,13.04.2022 11:54:04,,0,787698,0,0,0,0,0,0, 
621,The APP ART,,THEAPP-1077,Feature,Done,06.05.2021 14:22:36,Pikachu|Release 4.0|,,31.01.2022 13:24:45,31.01.2022 13:24:45,0,388742,0,0,0,0,0,398960,Duplicate 
622,The APP ART,,THEAPP-1076,Feature,Backlog,06.05.2021 14:21:38,Release 3.0|Release 3.1|Release 4.0|Stromberg|,,20.01.2022 13:17:24,,0,381812,405890,0,0,0,0,0, 
623,The APP ART,,THEAPP-1075,Feature,Funnel,06.05.2021 14:17:28,Griffin|Release 4.0|Stromberg|,,,,787707,0,0,0,0,0,0, ,
624,The APP ART,,THEAPP-1074,Feature,Funnel,06.05.2021 14:16:47,Release 3.0|Release 3.1|Release 4.0|,,,,787708,0,0,0,0,0,0, ,
625,The APP ART,,THEAPP-1073,Feature,Funnel,06.05.2021 14:15:54,Release 4.0|,,,,787709,0,0,0,0,0,0, ,
626,The APP ART,,THEAPP-1072,Feature,Done,06.05.2021 14:14:52,Pikachu|Release 3.0|Release 3.1|Release 4.0|,,31.01.2022 13:26:51,31.01.2022 13:26:51,0,388751,0,0,0,0,0,398958,Done 
627,The APP ART,,THEAPP-1071,Feature,Funnel,06.05.2021 14:12:03,Release 3.0|Release 3.1|Release 4.0|Stromberg|,,,,787713,0,0,0,0,0,0, ,
628,The APP ART,,THEAPP-1070,Feature,Funnel,06.05.2021 11:43:15,Griffin|,,,,787862,0,0,0,0,0,0, ,
629,The APP ART,,THEAPP-1035,Feature,Done,05.05.2021 13:51:20,CR|Lebowski|P&S|,,30.06.2021 15:45:54,12.10.2021 18:59:35,0,92035,122266,16404,0,0,0,558465,Done 
630,The APP ART,,THEAPP-1034,Feature,Funnel,05.05.2021 11:13:57,2022|App ART Funnel|Backend|P&S|Release 3.2|,,25.10.2021 14:37:24,,336921,249323,0,0,203086,0,0,0, 
631,The APP ART,,THEAPP-1033,Feature,Done,05.05.2021 09:23:14,Android|App ART Funnel|Backend|C3PO|iOS|PCS|,,19.05.2021 14:53:47,14.04.2022 09:55:58,434564,60827,0,0,0,0,0,294049,Won't Do 
632,The APP ART,,THEAPP-1032,Feature,Done,05.05.2021 08:49:12,App ART Funnel|CR|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,05.05.2021 14:26:37,15.07.2021 14:12:49,0,337,79090,23135,0,0,0,686912,Done 
633,The APP ART,,THEAPP-1015,Feature,Funnel,04.05.2021 18:13:28,Backend|VICI|,,,,790351,0,0,0,0,0,0, ,
634,The APP ART,,THEAPP-935,Feature,Funnel,11.03.2020 13:07:25,BOND|,,17.08.2020 12:08:57,,1165116,228901,0,0,0,0,0,0, 
635,The APP ART,,THEAPP-933,Feature,In Analysis,30.04.2021 08:57:20,Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|Stromberg|,,27.09.2022 16:56:11,,0,796665,0,0,0,0,0,0, 
636,The APP ART,,THEAPP-916,Feature,Funnel,29.04.2021 17:52:20,App ART Funnel|P&S|Release 4.0|,,19.05.2021 15:17:20,,728611,68961,0,0,0,0,0,0, 
637,The APP ART,,THEAPP-915,Feature,E2E Test,29.04.2021 17:37:21,App ART Funnel|Greatwall|Release 4.0|,,19.05.2021 15:17:27,,431963,68976,260438,36208,0,0,0,0, 
638,The APP ART,,THEAPP-914,Feature,Done,29.04.2021 15:56:39,Griffin|Mario|P&S|,,29.04.2021 16:02:08,12.10.2021 16:07:03,0,5,148159,90884,0,0,0,558638,Done 
639,The APP ART,,THEAPP-907,Feature,Done,29.04.2021 09:14:41,App ART Funnel|Greatwall|P&S|Release 3.0|Release 3.1|,,19.05.2021 15:16:47,25.03.2022 02:57:48,81874,89680,258857,44118,291,0,0,323267,Done 
640,The APP ART,,THEAPP-890,Feature,Done,28.04.2021 17:06:10,App ART Funnel|Backend|P&S|Release 3.1|Release 3.2|,,05.05.2021 15:38:50,29.09.2021 10:40:35,0,9992,77528,133853,0,0,0,577684,Done 
641,The APP ART,,THEAPP-854,Feature,Funnel,27.04.2021 14:48:50,App ART Funnel|BOND|P&S|,,,,800636,0,0,0,0,0,0, ,
642,The APP ART,,THEAPP-853,Feature,Done,27.04.2021 11:33:59,App ART Funnel|Griffin|P&S|Release 3.0|Release 3.1|Skywalker|,,27.04.2021 11:35:34,24.08.2021 12:57:16,0,29032,71724,70685,0,0,0,629388,Done 
643,The APP ART,,THEAPP-834,Feature,Funnel,26.04.2021 14:16:44,2022|App ART Funnel|Backend|Griffin|Release 3.2|Release 4.0|,,,,802108,0,0,0,0,0,0, ,
644,The APP ART,,THEAPP-784,Feature,Done,23.04.2021 17:03:21,,,10.05.2021 15:29:11,10.05.2021 15:29:11,0,24385,0,0,0,0,0,781876,Done 
645,The APP ART,,THEAPP-765,Feature,Completed,23.04.2021 10:57:45,App ART Funnel|P&S|Release 2.0|Stromberg|,,30.06.2021 16:12:53,14.12.2021 15:12:06,0,98235,119349,121068,0,467973,0,0, 
646,The APP ART,,THEAPP-764,Feature,Done,23.04.2021 10:56:21,CR|VICI|,,23.04.2021 10:57:16,27.07.2021 13:33:59,0,0,66869,70086,0,0,0,669671,Done 
647,The APP ART,,THEAPP-759,Feature,Done,22.04.2021 16:28:19,CR|Griffin|P&S|VICI|,,04.10.2021 09:55:16,04.10.2021 09:55:16,0,237206,0,0,0,0,0,570530,Duplicate 
648,The APP ART,,THEAPP-758,Feature,Done,22.04.2021 15:15:56,App ART Funnel|CR|Lebowski|P&S|VICI|,,23.04.2021 08:34:56,05.10.2021 13:16:00,0,1039,157131,141217,0,0,0,508419,Done 
649,The APP ART,,THEAPP-757,Feature,Funnel,22.04.2021 15:05:37,Griffin|Mario|,,,,807819,0,0,0,0,0,0, ,
650,The APP ART,,THEAPP-756,Feature,Done,22.04.2021 14:19:50,CR|P&S|,,22.04.2021 16:33:23,08.07.2021 16:55:37,0,1181,56245,42033,11572,0,0,696829,Done 
651,The APP ART,,THEAPP-755,Feature,Done,22.04.2021 13:43:28,App ART Funnel|CR|P&S|VICI|,,22.04.2021 14:27:36,24.08.2021 07:51:59,2,44,68096,110064,0,0,0,629693,Done 
652,The APP ART,,THEAPP-754,Feature,Done,22.04.2021 09:48:28,App ART Funnel|P&S|PCS|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,07.05.2021 14:55:01,09.09.2021 10:17:37,0,21906,15615,164106,0,0,0,606507,Done 
653,The APP ART,,THEAPP-753,Feature,Completed,22.04.2021 08:51:19,App ART Funnel|Backend|Griffin|Lebowski|P&S|Release 3.0|Release 3.1|,,22.04.2021 11:46:37,14.12.2021 15:12:33,0,27290,206033,106896,0,467972,0,0, 
654,The APP ART,,THEAPP-748,Feature,Done,21.04.2021 12:07:26,App ART Funnel|P&S|Release 3.0|Release 3.1|Stromberg|,,23.06.2021 15:55:36,31.05.2022 11:13:06,0,131052,103536,348557,0,0,0,226292,Done 
655,The APP ART,,THEAPP-745,Feature,Done,20.04.2021 17:41:05,Lebowski|P&S|Release 2.0|Release 3.1|,,30.06.2021 16:14:07,19.07.2022 10:52:53,80759,143789,97638,230723,0,101879,0,155752,Done 
656,The APP ART,,THEAPP-744,Feature,Done,19.04.2021 12:51:41,App ART Funnel|CR|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,20.04.2021 15:50:18,23.06.2021 20:47:35,0,1618,60321,32135,0,0,0,718197,Done 
657,The APP ART,,THEAPP-741,Feature,Done,20.04.2021 12:47:15,App ART Funnel|Backend|Griffin|P&S|Release 4.0|,,14.04.2022 11:26:58,10.05.2022 18:19:36,0,516879,37852,0,0,0,0,256105,Won't Do 
658,The APP ART,,THEAPP-727,Feature,Funnel,19.04.2021 10:49:37,Instabug|VICI|,,,,812395,0,0,0,0,0,0, ,
659,The APP ART,,THEAPP-726,Feature,Funnel,19.04.2021 09:37:19,2024|App ART Funnel|Backend|P&S|Release 4.0|Stromberg|,,19.04.2021 09:49:41,,416342,12,0,0,396113,0,0,0, 
660,The APP ART,,THEAPP-725,Feature,Blocker,19.04.2021 09:33:21,App ART Funnel|Mario|P&S|Release 4.0|Stromberg|,,19.04.2021 10:00:11,,111815,18863,69149,52292,560349,0,0,0, 
661,The APP ART,,THEAPP-712,Feature,Funnel,16.04.2021 17:25:35,BOND|,,,,816319,0,0,0,0,0,0, ,
662,The APP ART,,THEAPP-711,Feature,Backlog,16.04.2021 17:10:47,2022|Android|App ART Funnel|Design|iOS|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 3b|Release 4.0|Stromberg|,,14.12.2021 11:33:03,,0,397096,419237,0,0,0,0,0, 
