Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Res,Closed Date,Funnel,In Analysis,Backlog,In Implementation,Blocker,Completed,Monitoring,Done,Resolution
The APP ART,,THEAPP-178,Feature,Done,21.04.2020 14:52,,,14.09.2020 15:59,Declined ,05.03.2021 15:51,247672,210306,0,0,0,0,0,876893,Declined 
The APP ART,,THEAPP-177,Feature,Done,24.02.2020 15:26,,,24.02.2020 19:01,Duplicate ,01.07.2021 09:22,709341,215,0,0,0,0,0,707362,Duplicate 
The APP ART,,THEAPP-176,Feature,Done,23.04.2020 17:03,,,14.09.2020 15:59,Duplicate ,05.03.2021 15:52,247672,207296,0,0,0,0,0,876892,Duplicate 
The APP ART,,THEAPP-175,Feature,Done,29.07.2020 15:20,,,14.09.2020 15:59,Done ,11.06.2021 12:08,388568,67719,0,0,0,0,0,735996,Done 
The APP ART,,THEAPP-173,Feature,Done,24.07.2020 17:25,,,14.09.2020 15:59,Won't Do ,31.03.2021 16:00,285120,74794,0,0,0,0,0,839444,Won't Do 
The APP ART,,THEAPP-172,Feature,Done,29.10.2019 12:00,,,25.02.2020 19:10,Duplicate ,31.03.2021 15:50,575800,171789,0,0,0,0,0,839454,Duplicate 
The APP ART,,THEAPP-169,Feature,Funnel,01.10.2019 17:10,Griffin|VICI|,,24.02.2020 19:02, ,,1416692,210352,9,0,0,0,0,0, 
The APP ART,,THEAPP-167,Feature,Funnel,14.10.2019 09:36,2022|App ART Funnel|BOD|Stark|,,24.02.2020 19:02, ,,1416701,192086,0,0,0,0,0,0, 
The APP ART,,THEAPP-164,Feature,Done,01.10.2019 17:07,App ART Funnel|Backend|CR|VICI|,,24.02.2020 19:02,Won't Do ,24.02.2022 17:18,1052535,210354,0,0,0,0,0,364166,Won't Do 
The APP ART,,THEAPP-163,Feature,Done,19.12.2019 14:06,CR|VICI|,,25.02.2020 19:20,Won't Do ,28.02.2022 16:26,1056786,98233,0,0,0,0,0,358458,Won't Do 
The APP ART,,THEAPP-162,Feature,Done,10.12.2019 14:28,2022|VICI|,,25.02.2020 19:20,Won't Do ,02.12.2021 09:33,929652,111171,0,0,0,0,0,485592,Won't Do 
The APP ART,,THEAPP-144,Feature,Done,11.02.2020 17:15,P&S|Release 1.0|Release 2.0|,,12.02.2020 12:27, ,23.06.2020 19:15,18901,1151,53322,9695,108568,22534,0,1221355, 
The APP ART,,THEAPP-143,Feature,Done,01.10.2019 16:58,Release 1.0|Release 2.0|,,25.02.2020 19:09,Won't Do ,12.08.2020 20:12,28526,211810,214895,0,0,0,0,1171832,Won't Do 
The APP ART,,THEAPP-142,Feature,Done,23.06.2020 10:53,P&S|Release 1.0|Release 2.0|,,23.06.2020 11:05,Done ,29.06.2020 17:40,0,12,9034,0,0,0,0,1235344,Done 
The APP ART,,THEAPP-141,Feature,Done,21.04.2020 14:21,P&S|Release 1.0|Release 2.0|,,15.06.2020 12:41,Done ,24.06.2020 17:47,0,79100,13265,0,0,0,0,1242538,Done 
The APP ART,,THEAPP-140,Feature,Done,23.06.2020 09:32,P&S|Release 1.0|Release 2.0|,,25.06.2020 09:45,Done ,25.06.2020 09:45,0,2892,0,0,0,0,0,1241580,Done 
The APP ART,,THEAPP-138,Feature,Done,21.04.2020 17:14,P&S|Release 1.0|Release 2.0|,,21.04.2020 17:14,Done ,29.06.2020 17:38,0,0,90690,0,8692,0,0,1235346,Done 
The APP ART,,THEAPP-137,Feature,Done,16.06.2020 16:27,P&S|Release 1.0|Release 2.0|,,25.06.2020 09:26,Done ,29.06.2020 17:39,0,12538,6253,0,0,0,0,1235345,Done 
The APP ART,,THEAPP-136,Feature,Done,11.02.2020 16:41,Release 1.0|Release 2.0|,,11.02.2020 16:41, ,07.04.2020 15:21,20324,0,1,60233,0,1114,0,1353889, 
The APP ART,,THEAPP-135,Feature,Done,11.02.2020 16:43,Release 1.0|Release 2.0|,,11.02.2020 16:47,Done ,05.03.2020 16:03,20318,3,12757,0,0,0,0,1402481,Done 
The APP ART,,THEAPP-134,Feature,Done,06.03.2020 10:19,Release 1.0|Release 2.0|,,06.03.2020 10:19,Done ,24.06.2020 17:46,0,0,8646,128572,21627,0,0,1242539,Done 
The APP ART,,THEAPP-133,Feature,Done,12.02.2020 12:27,Release 1.0|Release 2.0|,,12.02.2020 12:27, ,27.03.2020 16:23,9001,0,0,54593,0,42,0,1370739, 
The APP ART,,THEAPP-132,Feature,Done,11.02.2020 16:06,Release 1.0|Release 2.0|,,11.02.2020 16:06, ,25.03.2020 08:54,10221,0,0,51265,0,0,0,1374110, 
The APP ART,,THEAPP-131,Feature,Done,11.02.2020 16:46,Release 1.0|Release 2.0|,,11.02.2020 16:47, ,09.06.2020 17:21,20081,0,22740,128571,0,0,0,1264164, 
The APP ART,,THEAPP-130,Feature,Done,11.02.2020 15:57,Release 1.0|Release 2.0|,,11.02.2020 15:57,Done ,22.04.2020 17:19,1346,0,18799,82175,0,68783,0,1264502,Done 
The APP ART,,THEAPP-129,Feature,Done,17.02.2020 16:48,Release 1.0|Release 2.0|,,17.02.2020 16:49,Done ,02.04.2020 16:34,24466,0,0,40318,0,0,0,1362131,Done 
The APP ART,,THEAPP-128,Feature,Done,11.02.2020 16:17,Release 1.0|Release 2.0|,,11.02.2020 16:39, ,14.07.2020 14:00,10188,22,0,194044,17366,19,0,1213945, 
The APP ART,,THEAPP-127,Feature,Done,11.02.2020 16:53,Release 1.0|Release 2.0|,,11.02.2020 16:56, ,27.05.2020 13:33,20071,3,239,62776,69348,18608,0,1264503, 
The APP ART,,THEAPP-126,Feature,Done,11.02.2020 16:50,Release 1.0|Release 2.0|,,11.02.2020 16:50,Done ,27.05.2020 13:33,20078,0,239,62775,69348,18609,0,1264502,Done 
The APP ART,,THEAPP-125,Feature,Done,11.02.2020 16:54,Release 1.0|Release 2.0|,,11.02.2020 16:56, ,09.04.2020 09:35,10171,2,0,72905,0,27,0,1352441, 
The APP ART,,THEAPP-124,Feature,Done,11.02.2020 16:45,Release 1.0|Release 2.0|,,11.02.2020 16:47,Done ,27.03.2020 16:22,10181,1,10139,44453,0,42,0,1370740,Done 
The APP ART,,THEAPP-121,Feature,Done,20.02.2020 11:09,Release 1.0|Release 2.0|,,25.02.2020 15:24,Done ,25.02.2020 15:24,0,7454,0,0,0,0,0,1415480,Done 
The APP ART,,THEAPP-120,Feature,Done,01.10.2019 15:57,Release 1.0|Release 2.0|,,13.12.2019 10:19,Done ,25.02.2020 15:32,0,104781,106873,0,0,0,0,1415472,Done 
The APP ART,,THEAPP-119,Feature,Done,10.12.2019 18:07,Release 1.0|Release 2.0|,,11.12.2019 09:55, ,02.04.2020 16:39,0,948,58999,104123,0,5540,0,1356585, 
The APP ART,,THEAPP-118,Feature,Done,01.10.2019 16:54,Release 1.0|Release 2.0|,,30.01.2020 16:12, ,07.04.2020 15:20,0,174197,0,97867,0,1120,0,1353885, 
The APP ART,,THEAPP-117,Feature,Done,01.10.2019 14:49,Release 1.0|Release 2.0|,,30.10.2019 21:23,Done ,05.03.2020 15:36,0,42153,19498,163033,0,0,0,1402508,Done 
The APP ART,,THEAPP-116,Feature,Done,01.10.2019 15:57,Release 1.0|Release 2.0|,,30.01.2020 16:17,Done ,25.02.2020 15:31,0,174259,37393,0,0,0,0,1415473,Done 
The APP ART,,THEAPP-115,Feature,Done,01.10.2019 15:03,Release 1.0|Release 2.0|,,04.12.2019 09:26,Done ,08.04.2020 12:14,0,91823,0,181606,0,19,0,1353731,Done 
The APP ART,,THEAPP-114,Feature,Done,01.10.2019 15:47,Release 1.0|Release 2.0|,,05.11.2019 20:16, ,30.03.2020 09:40,0,50668,50062,159540,0,12974,0,1353890, 
The APP ART,,THEAPP-113,Feature,Done,01.10.2019 15:43,Release 1.0|Release 2.0|,,05.11.2019 20:17, ,09.04.2020 09:38,0,50673,50062,173938,0,25,0,1352441, 
The APP ART,,THEAPP-112,Feature,Done,01.10.2019 14:58,Release 1.0|Release 2.0|,,10.12.2019 13:41,Done ,05.03.2020 15:40,0,100722,73568,50389,0,0,0,1402504,Done 
The APP ART,,THEAPP-111,Feature,Done,01.10.2019 15:39,Release 1.0|Release 2.0|,,13.11.2019 10:22,Done ,05.03.2020 15:37,0,61602,0,163034,0,0,0,1402507,Done 
The APP ART,,THEAPP-110,Feature,E2E Test,08.09.2020 14:50,App ART Funnel|P&S|Release 4.0|Stark|,,11.09.2020 13:16, ,,613445,114800,88179,158795,158050,0,0,0, 
The APP ART,,THEAPP-95,Feature,Completed,27.08.2020 10:14,App ART Funnel|Griffin|Stark|Stromberg|,,31.08.2020 17:55, ,02.08.2022 15:32,430726,78554,238035,247866,20330,135313,0,0, 
The APP ART,,THEAPP-94,Feature,Done,03.07.2020 13:36,,,28.08.2020 17:56,Done ,26.03.2021 13:14,0,80900,28462,273655,0,0,0,846810,Done 
The APP ART,,THEAPP-91,Feature,Done,12.03.2020 10:36,,,04.04.2022 12:27,Resolved ,23.08.2022 08:42,202814,1084431,0,0,0,0,0,105482,Resolved 
The APP ART,,THEAPP-90,Feature,Completed,12.08.2020 18:54,P&S|,,12.08.2020 18:54, ,26.11.2020 18:11,0,0,51444,101151,0,1019314,0,0, 
The APP ART,,THEAPP-89,Feature,Done,11.08.2020 12:13,P&S|Release 1.0|Release 2.0|Release 3.1|Skywalker|,,11.08.2020 12:14,Done ,31.05.2022 12:10,0,27390,617786,302337,0,0,0,226235,Done 
The APP ART,,THEAPP-88,Feature,Done,12.08.2020 20:03,Lebowski|P&S|,,12.08.2020 20:03,Done ,30.11.2021 13:23,11320,19088,532204,120983,0,0,0,488242,Done 
The APP ART,,THEAPP-87,Feature,Done,23.04.2020 17:05,CR|,,30.04.2020 09:46,Done ,08.02.2021 09:48,0,9641,311330,97630,0,0,0,913257,Done 
The APP ART,,THEAPP-86,Feature,Done,18.06.2020 12:13,P&S|Release 3.0|Release 3.1|,,18.06.2020 12:13,Duplicate ,23.04.2021 19:39,0,0,445406,0,0,0,0,806105,Duplicate 
The APP ART,,THEAPP-84,Feature,In Analysis,24.02.2020 18:36,Griffin|Mario|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,24.02.2020 19:01, ,,273137,516668,531707,95210,0,0,0,0, 
The APP ART,,THEAPP-83,Feature,Done,18.05.2020 15:50,P&S|Release 3.1|,,15.06.2020 16:18,Won't Do ,28.01.2021 17:21,0,40348,326942,0,0,0,0,928642,Won't Do 
The APP ART,,THEAPP-82,Feature,Done,24.02.2020 14:40,Griffin|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Stark|,,24.02.2020 15:15,Done ,05.08.2022 22:30,30209,91945,887150,277082,0,0,0,130574,Done 
The APP ART,,THEAPP-81,Feature,In Analysis,24.02.2020 09:17,P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Stromberg|,,24.02.2020 10:49, ,,241286,348449,631264,15015,181270,0,0,0, 
The APP ART,,THEAPP-80,Feature,Done,24.02.2020 15:03,P&S|Release 1.0|Release 2.0|Release 3.0|,,24.02.2020 15:15,Done ,17.12.2020 12:36,64636,11,362883,0,0,0,0,989409,Done 
The APP ART,,THEAPP-79,Feature,Done,24.02.2020 14:14,,,24.02.2020 15:15,Won't Do ,16.03.2021 10:56,63201,8476,483962,0,0,0,0,861349,Won't Do 
The APP ART,,THEAPP-78,Feature,Funnel,20.08.2019 16:46,,,25.02.2020 19:09, ,,553806,728833,404917,0,0,0,0,0, 
The APP ART,,THEAPP-76,Feature,Completed,24.02.2020 14:49,Griffin|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|Stark|,,24.02.2020 15:15, ,14.12.2021 10:57,14441,50358,722775,161149,0,468228,0,0, 
The APP ART,,THEAPP-75,Feature,Done,10.07.2020 11:20,,,18.08.2020 18:49,Done ,06.11.2020 11:11,0,56609,42810,0,71931,0,0,1048533,Done 
The APP ART,,THEAPP-74,Feature,Done,24.02.2020 18:59,App ART Funnel|P&S|Release 1.0|Release 2.0|,,24.02.2020 19:01,Done ,02.07.2021 12:00,195362,2,321484,194089,0,0,0,705765,Done 
The APP ART,,THEAPP-73,Feature,Completed,24.02.2020 11:13,App ART Funnel|Backend|Griffin|Lebowski|P&S|Release 1.0|Release 2.0|Release 3.1|Release 3.2|,,24.02.2020 11:13,Done ,14.12.2021 10:58,63440,303314,318314,257838,6001,468226,0,32,Done 
The APP ART,,THEAPP-72,Feature,Done,24.02.2020 14:57,App ART Funnel|Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Stark|,,24.02.2020 15:15,Done ,06.05.2022 09:19,14441,90668,823386,226042,0,0,0,262405,Done 
The APP ART,,THEAPP-71,Feature,Completed,11.02.2020 17:01,Lebowski|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,11.02.2020 17:01, ,16.05.2022 08:51,20067,40144,1048125,79169,0,248034,0,0, 
The APP ART,,THEAPP-70,Feature,Done,24.02.2020 14:44,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,24.02.2020 15:15,Duplicate ,23.04.2021 19:37,14441,36251,560157,0,0,0,0,806107,Duplicate 
The APP ART,,THEAPP-69,Feature,Done,24.02.2020 14:14,App ART Funnel|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,24.02.2020 15:15,Done ,26.03.2021 11:48,240270,60,329765,0,0,0,0,846894,Done 
The APP ART,,THEAPP-68,Feature,Done,16.07.2020 15:33,P&S|Release 3.0|Release 3.1|,,16.07.2020 15:36,Done ,09.09.2021 10:18,0,139552,152407,312521,0,0,0,606506,Done 
The APP ART,,THEAPP-67,Feature,Completed,20.08.2020 11:41,P&S|,,20.08.2020 11:42, ,07.12.2020 16:28,0,0,141432,15813,0,1003576,0,0, 
The APP ART,,THEAPP-66,Feature,Completed,24.02.2020 14:48,Griffin|P&S|Release 1.0|Release 2.0|Release 3.1|Release 3.2|Release 4.0|Stark|,,24.02.2020 15:15, ,14.12.2021 15:13,54751,50361,685341,138356,20168,467971,0,0, 
The APP ART,,THEAPP-65,Feature,Done,08.04.2020 09:57,Android|App ART Funnel|Backend|CR|P&S|,,08.04.2020 09:57,Won't Fix ,01.07.2021 09:27,61589,0,584940,0,0,0,0,707357,Won't Fix 
The APP ART,,THEAPP-64,Feature,Done,24.02.2020 18:54,P&S|Release 2.0|,,24.02.2020 19:01,Done ,24.02.2021 14:27,152108,7,276598,87996,0,10062,0,889938,Done 
The APP ART,,THEAPP-63,Feature,Done,12.08.2020 19:52,VICI|,,12.08.2020 20:12,Won't Do ,25.02.2022 13:07,130782,19,678073,0,0,0,0,362977,Won't Do 
The APP ART,,THEAPP-62,Feature,Done,24.02.2020 14:55,App ART Funnel|Backend|Griffin|Lebowski|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,24.02.2020 15:15,Done ,08.02.2022 13:06,152339,19,735851,130869,0,10409,0,387458,Done 
The APP ART,,THEAPP-61,Feature,Done,24.02.2020 15:17,P&S|Release 2.0|Release 3.0|Release 3.1|,,24.02.2020 19:01,Done ,21.07.2021 10:08,244874,223,243020,189812,60477,0,0,678516,Done 
The APP ART,,THEAPP-60,Feature,Done,18.06.2020 11:36,P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Skywalker|Stark|,,18.06.2020 11:36,Done ,28.06.2022 10:07,28621,73803,653509,309573,0,0,0,186037,Done 
The APP ART,,THEAPP-59,Feature,Done,24.02.2020 18:57,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,24.02.2020 19:01,Done ,21.07.2021 10:08,244850,4,352483,140852,0,0,0,678516,Done 
The APP ART,,THEAPP-58,Feature,Done,24.02.2020 18:34,,,24.02.2020 19:01,Duplicate ,31.03.2021 12:01,244940,26,332079,0,0,0,0,839683,Duplicate 
The APP ART,,THEAPP-57,Feature,Done,24.02.2020 18:41,CR|,,24.02.2020 19:01,Done ,28.10.2020 15:10,152110,19,144135,59202,0,0,0,1061254,Done 
The APP ART,,THEAPP-56,Feature,Done,24.02.2020 15:12,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,24.02.2020 15:15,Done ,05.05.2021 15:08,195589,3,201950,230293,0,0,0,789096,Done 
The APP ART,,THEAPP-55,Feature,Done,09.04.2020 14:07,,,17.12.2020 12:40,Done ,17.12.2020 12:40,0,362793,0,0,0,0,0,989404,Done 
The APP ART,,THEAPP-53,Feature,Done,24.02.2020 11:16,P&S|,,24.02.2020 15:14,Done ,28.06.2022 10:59,63199,238,204760,156717,0,806266,0,185985,Done 
The APP ART,,THEAPP-49,Feature,Done,12.02.2020 18:55,,,24.02.2020 19:23,Done ,26.03.2021 12:20,1207,17307,28905,539703,0,0,0,846864,Done 
The APP ART,,THEAPP-47,Feature,Done,23.01.2020 09:46,,,24.02.2020 19:22,Done ,26.01.2021 13:16,71539,46656,8607,404766,0,0,0,931769,Done 
The APP ART,,THEAPP-46,Feature,Done,23.06.2020 09:18,,,23.06.2020 09:19,Done ,16.11.2020 10:51,0,1,52395,90419,0,67502,0,1034165,Done 
The APP ART,,THEAPP-45,Feature,Done,22.06.2020 13:44,,,22.06.2020 13:52,Done ,16.11.2020 10:37,0,8,82392,120619,1,8470,0,1034167,Done 
The APP ART,,THEAPP-44,Feature,Done,11.02.2020 16:59,,,11.02.2020 17:01,Done ,16.11.2020 10:37,20304,2,223148,149450,0,8469,0,1034168,Done 
The APP ART,,THEAPP-43,Feature,Done,24.02.2020 09:15,,,24.02.2020 10:50,Done ,16.11.2020 10:37,1958,94,123331,227739,0,29995,0,1034167,Done 
The APP ART,,THEAPP-42,Feature,Done,19.12.2019 14:15,P&S|,,04.02.2020 09:33,Done ,07.04.2021 14:52,0,67398,11810,604828,0,0,0,829432,Done 
The APP ART,,THEAPP-41,Feature,Done,21.04.2020 16:40,,,21.05.2020 11:01,Done ,16.11.2020 10:38,0,42860,0,181452,8779,67504,0,1034166,Done 
The APP ART,,THEAPP-40,Feature,Done,01.10.2019 16:57,Release 1.0|Release 2.0|,,24.02.2020 09:11,Done ,16.11.2020 11:55,1832,209773,212979,168389,0,0,0,1034089,Done 
The APP ART,,THEAPP-39,Feature,Done,31.01.2020 08:32,,,25.02.2020 19:19,Declined ,31.03.2021 15:53,0,36646,0,575793,0,0,0,839451,Declined 
The APP ART,,THEAPP-38,Feature,Done,10.12.2019 13:17,P&S|,,10.12.2019 13:18,Done ,05.03.2021 15:47,0,0,174047,475541,0,0,0,876897,Done 
The APP ART,,THEAPP-34,Feature,Done,01.10.2019 17:04,BOD|Release 3.1|Release 4.0|,,25.02.2020 15:35,Done ,10.06.2020 11:39,0,211590,0,152404,420283,70770,0,772011,Done 
The APP ART,,THEAPP-33,Feature,Done,01.10.2019 15:45,P&S|,,10.12.2019 14:39,Done ,25.02.2021 16:21,0,100733,0,337036,300984,0,0,888384,Done 
The APP ART,,THEAPP-30,Feature,Done,07.07.2020 13:22,PCS|,,27.08.2020 16:47,Done ,15.02.2021 16:55,57554,116724,118035,29017,0,0,0,902750,Done 
The APP ART,,THEAPP-29,Feature,Done,07.07.2020 14:53,PCS|,,27.08.2020 16:47,Done ,15.02.2021 16:55,57563,73553,0,190123,0,0,0,902749,Done 
The APP ART,,THEAPP-28,Feature,Done,03.07.2020 14:04,P&S|Release 3.1|Release 4.0|,,18.08.2020 19:26,Done ,03.03.2021 13:36,0,66562,42773,221890,0,18666,0,879908,Done 
The APP ART,,THEAPP-27,Feature,Done,04.08.2020 20:35,,,27.08.2020 16:47,Duplicate ,16.03.2021 10:43,289076,32891,0,0,0,0,0,861361,Duplicate 
The APP ART,,THEAPP-26,Feature,Done,07.07.2020 14:04,PCS|,,27.08.2020 16:47,Done ,15.02.2021 16:55,57537,73602,0,190150,0,0,0,902749,Done 
The APP ART,,THEAPP-25,Feature,Done,07.07.2020 13:06,PCS|Pikachu|,,27.08.2020 16:47,Done ,04.02.2022 14:18,281715,271015,82325,172763,23130,0,0,393146,Done 
The APP ART,,THEAPP-24,Feature,Done,09.04.2020 10:42,P&S|,,09.04.2020 10:43,Done ,27.01.2021 09:42,200049,0,153209,19845,48753,0,0,930543,Done 
The APP ART,,THEAPP-23,Feature,Done,07.07.2020 14:12,PCS|Pikachu|VICI|,,27.08.2020 16:47,Won't Do ,28.03.2022 12:22,832055,73595,0,0,0,0,0,318382,Won't Do 
The APP ART,,THEAPP-22,Feature,Done,24.07.2020 08:47,CR|P&S|,,24.07.2020 08:55,Done ,08.06.2021 21:19,41474,8976,399095,10564,0,0,0,739765,Done 
The APP ART,,THEAPP-21,Feature,Done,01.07.2020 16:38,CR|P&S|,,01.07.2020 16:38,Done ,21.06.2021 11:49,41441,29039,391426,49002,0,0,0,721615,Done 
The APP ART,,THEAPP-20,Feature,Done,11.05.2020 14:21,Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Stark|,,16.07.2020 15:41,Done ,11.01.2022 13:17,4471,586125,206917,70638,10178,0,0,427768,Done 
The APP ART,,THEAPP-19,Feature,Done,07.07.2020 14:16,PCS|,,27.08.2020 16:47,Done ,15.02.2021 16:55,90509,83714,51650,95403,0,0,0,902749,Done 
The APP ART,,THEAPP-17,Feature,Done,23.03.2020 11:37,Android|CR|iOS|,,23.03.2020 11:38,Duplicate ,01.07.2021 14:44,669786,0,0,0,0,0,0,707040,Duplicate 
The APP ART,,THEAPP-16,Feature,Funnel,14.08.2020 13:55,2022|App ART Funnel|P&S|Release 3.2|Release 4.0|,,27.08.2020 16:47, ,,1150438,18892,0,0,0,0,0,0, 
The APP ART,,THEAPP-15,Feature,Done,14.08.2020 13:56,PCS|Pikachu|Release 4.0|,,27.08.2020 16:47,Won't Do ,21.01.2022 17:21,52266,703937,0,0,0,0,0,413124,Won't Do 
The APP ART,,THEAPP-13,Feature,Done,18.06.2020 11:58,,,18.06.2020 11:58,Done ,16.11.2020 10:38,0,0,59437,27370,0,130551,0,1034166,Done 
The APP ART,,THEAPP-12,Feature,Done,11.02.2020 15:55,,,11.02.2020 15:55,Done ,16.11.2020 10:38,1348,0,18798,233358,0,147936,0,1034166,Done 
The APP ART,,THEAPP-9,Feature,Done,24.08.2020 15:37,CR|,,25.08.2020 17:47,Done ,28.10.2020 15:04,0,1569,32799,59197,0,0,0,1061260,Done 
The APP ART,,THEAPP-8,Feature,Done,24.08.2020 15:33,CR|,,25.08.2020 17:46,Done ,28.10.2020 15:04,0,1573,32793,59203,0,0,0,1061261,Done 
The APP ART,,THEAPP-7,Feature,In Implementation,24.08.2020 15:27,App ART Funnel|CR|SPECTRE|,,25.08.2020 17:47,Duplicate ,02.07.2022 12:59,542866,144325,340699,126945,0,0,0,0,Duplicate 
The APP ART,,THEAPP-6,Feature,Done,24.08.2020 15:26,,,25.08.2020 17:47,Duplicate ,26.10.2020 13:44,0,1581,89036,0,0,0,0,1064221,Duplicate 
The APP ART,,THEAPP-5,Feature,Done,24.08.2020 15:25,CR|,,25.08.2020 17:47,Done ,26.01.2021 13:11,0,1581,32799,188684,0,0,0,931774,Done 
The APP ART,,THEAPP-4,Feature,Done,24.08.2020 15:25,CR|,,25.08.2020 17:47,Done ,01.04.2021 14:37,0,1582,32799,282370,0,0,0,838087,Done 
The APP ART,,THEAPP-3,Feature,Done,24.08.2020 15:25,CR|,,25.08.2020 17:47,Done ,26.01.2021 13:17,0,1582,32793,188696,0,0,0,931767,Done 
The APP ART,,THEAPP-1,Feature,Done,19.08.2020 11:04,CR|,,25.08.2020 17:46,Done ,28.10.2020 10:33,0,9042,32793,58932,0,0,0,1061531,Done 
