Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Res,Closed Date,Funnel,In Analysis,Backlog,In Implementation,Blocker,Completed,Monitoring,Done,Resolution
The APP ART,,THEAPP-407,Feature,Done,16.11.2020 20:07,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:46,Won't Do ,25.02.2021 18:56,0,123759,0,21610,0,0,0,888228,Won't Do 
The APP ART,,THEAPP-404,Feature,Done,16.11.2020 13:03,CR|P&S|,,23.11.2020 14:11,Not Required ,31.03.2021 14:36,0,10148,4425,179919,0,0,0,839528,Not Required 
The APP ART,,THEAPP-403,Feature,Done,16.11.2020 12:11,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:17,Duplicate ,10.02.2021 18:17,0,124206,0,0,0,0,0,909867,Duplicate 
The APP ART,,THEAPP-402,Feature,Done,16.11.2020 12:11,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:36,Duplicate ,02.07.2021 10:36,0,124224,0,0,203999,0,0,705849,Duplicate 
The APP ART,,THEAPP-401,Feature,Done,16.11.2020 12:10,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:28,Duplicate ,10.02.2021 18:28,0,124217,0,0,0,0,0,909856,Duplicate 
The APP ART,,THEAPP-400,Feature,Done,16.11.2020 12:10,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:30,Duplicate ,10.02.2021 18:30,0,124220,0,0,0,0,0,909854,Duplicate 
The APP ART,,THEAPP-399,Feature,Done,16.11.2020 12:09,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:35,Duplicate ,10.02.2021 18:35,0,124225,0,0,0,0,0,909849,Duplicate 
The APP ART,,THEAPP-398,Feature,Done,16.11.2020 12:08,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:33,Duplicate ,10.02.2021 18:33,0,124225,0,0,0,0,0,909851,Duplicate 
The APP ART,,THEAPP-397,Feature,Done,16.11.2020 12:07,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:36,Duplicate ,10.02.2021 18:36,0,124228,0,0,0,0,0,909849,Duplicate 
The APP ART,,THEAPP-396,Feature,Done,16.11.2020 12:07,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:16,Duplicate ,10.02.2021 18:16,0,124209,0,0,0,0,0,909868,Duplicate 
The APP ART,,THEAPP-395,Feature,Done,16.11.2020 12:06,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:17,Duplicate ,10.02.2021 18:17,0,124210,0,0,0,0,0,909868,Duplicate 
The APP ART,,THEAPP-394,Feature,Done,16.11.2020 12:06,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:37,Done ,09.04.2021 13:42,0,124231,0,78872,4351,0,0,826623,Done 
The APP ART,,THEAPP-393,Feature,Done,16.11.2020 12:05,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:24,Duplicate ,10.02.2021 18:24,0,124219,0,0,0,0,0,909860,Duplicate 
The APP ART,,THEAPP-392,Feature,Done,16.11.2020 12:02,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:22,Duplicate ,10.02.2021 18:22,0,124219,0,0,0,0,0,909862,Duplicate 
The APP ART,,THEAPP-391,Feature,Done,16.11.2020 12:02,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:26,Duplicate ,10.02.2021 18:26,0,124224,0,0,0,0,0,909858,Duplicate 
The APP ART,,THEAPP-390,Feature,Done,16.11.2020 12:00,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:37,Done ,16.04.2021 09:13,0,124237,0,93035,0,0,0,816811,Done 
The APP ART,,THEAPP-389,Feature,Done,16.11.2020 12:00,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:37,Duplicate ,10.02.2021 18:37,0,124237,0,0,0,0,0,909848,Duplicate 
The APP ART,,THEAPP-388,Feature,Done,16.11.2020 11:57,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:31,Done ,22.04.2021 14:33,0,124233,0,102001,0,0,0,807852,Done 
The APP ART,,THEAPP-387,Feature,Done,16.11.2020 11:56,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:31,Done ,08.03.2021 13:10,0,124235,0,37118,0,0,0,872735,Done 
The APP ART,,THEAPP-386,Feature,Done,16.11.2020 11:53,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:27,Duplicate ,10.02.2021 18:27,0,124234,0,0,0,0,0,909857,Duplicate 
The APP ART,,THEAPP-384,Feature,Done,16.11.2020 11:49,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:18,Done ,12.03.2021 10:10,0,124228,0,42712,0,0,0,867154,Done 
The APP ART,,THEAPP-383,Feature,Done,16.11.2020 11:48,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:26,Done ,09.04.2021 13:30,0,124237,0,83224,0,0,0,826634,Done 
The APP ART,,THEAPP-382,Feature,Done,16.11.2020 11:47,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:31,Done ,09.04.2021 13:26,0,124244,0,83215,0,0,0,826638,Done 
The APP ART,,THEAPP-381,Feature,Done,16.11.2020 11:45,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:38,Done ,09.04.2021 13:23,0,124252,0,83205,0,0,0,826641,Done 
The APP ART,,THEAPP-380,Feature,Done,16.11.2020 11:44,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:31,Done ,12.03.2021 10:07,0,124246,0,42696,0,0,0,867157,Done 
The APP ART,,THEAPP-379,Feature,Done,16.11.2020 11:41,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:12,Done ,12.03.2021 10:04,0,124231,0,42711,0,0,0,867160,Done 
The APP ART,,THEAPP-378,Feature,Done,16.11.2020 11:40,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:24,Done ,19.03.2021 13:38,0,124243,0,52994,0,0,0,856866,Done 
The APP ART,,THEAPP-377,Feature,Done,16.11.2020 11:40,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:12,Done ,10.02.2021 18:12,0,124232,0,0,0,0,0,909872,Done 
The APP ART,,THEAPP-376,Feature,Done,16.11.2020 11:39,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:11,Done ,12.03.2021 10:06,0,124232,0,42714,0,0,0,867158,Done 
The APP ART,,THEAPP-375,Feature,Done,16.11.2020 11:22,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:35,Done ,09.04.2021 13:21,0,124273,0,83206,0,0,0,826643,Done 
The APP ART,,THEAPP-374,Feature,Done,16.11.2020 11:00,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:25,Done ,03.03.2021 14:37,0,124284,0,30012,0,0,0,879847,Done 
The APP ART,,THEAPP-373,Feature,Done,16.11.2020 11:00,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:25,Done ,22.04.2021 14:28,0,124284,0,102003,0,0,0,807857,Done 
The APP ART,,THEAPP-372,Feature,Done,16.11.2020 10:59,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:25,Done ,19.03.2021 11:25,0,124285,0,52860,0,0,0,856999,Done 
The APP ART,,THEAPP-371,Feature,Done,16.11.2020 10:29,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:14,Duplicate ,10.02.2021 18:14,0,124305,0,0,0,0,0,909871,Duplicate 
The APP ART,,THEAPP-369,Feature,Done,16.11.2020 07:34,App ART Funnel|PCS|Pikachu|,,25.02.2022 10:25,Done ,25.02.2022 10:25,0,671210,0,0,0,0,0,363139,Done 
The APP ART,,THEAPP-368,Feature,Funnel,16.11.2020 07:27,App ART Funnel|PCS|Pikachu|,,,,,1034357,0,0,0,0,0,0, ,
The APP ART,,THEAPP-366,Feature,Done,13.11.2020 17:16,App ART Funnel|PCS|Pikachu|VICI|,,28.09.2021 09:33,Done ,04.02.2022 14:18,0,502518,45964,96459,0,0,0,393146,Done 
The APP ART,,THEAPP-364,Feature,In Implementation,13.11.2020 17:04,App ART Funnel|PCS|Pikachu|,,05.07.2022 16:31, ,,0,862527,0,175573,0,0,0,0, 
The APP ART,,THEAPP-363,Feature,Done,13.11.2020 17:01,App ART Funnel|PCS|Pikachu|,,22.07.2021 12:30,Done ,17.05.2022 13:03,0,366736,41960,383064,0,0,0,246342,Done 
The APP ART,,THEAPP-362,Feature,Done,13.11.2020 16:47,App ART Funnel|PCS|Pikachu|,,20.04.2021 15:57,Done ,14.12.2021 11:07,0,338700,110373,120823,0,0,0,468217,Done 
The APP ART,,THEAPP-361,Feature,Done,13.11.2020 16:42,App ART Funnel|PCS|Pikachu|,,28.03.2022 15:09,Done ,28.03.2022 15:09,0,719907,0,0,0,0,0,318216,Done 
The APP ART,,THEAPP-360,Feature,Done,13.11.2020 16:38,App ART Funnel|PCS|Pikachu|,,07.03.2022 09:59,Done ,07.03.2022 09:59,0,689361,0,0,0,0,0,348765,Done 
The APP ART,,THEAPP-359,Feature,Done,13.11.2020 13:47,App ART Funnel|PCS|Pikachu|,,25.02.2022 10:26,Done ,25.02.2022 10:26,0,675158,0,0,0,0,0,363139,Done 
The APP ART,,THEAPP-358,Feature,Done,13.11.2020 13:41,Mario|PCS|Pikachu|,,10.03.2022 08:52,Won't Do ,26.08.2022 15:00,0,852292,85225,0,0,0,0,100784,Won't Do 
The APP ART,,THEAPP-357,Feature,E2E Test,13.11.2020 13:36,App ART Funnel|PCS|Pikachu|,,01.10.2021 15:34, ,,0,502778,45922,357376,132229,0,0,0, 
The APP ART,,THEAPP-356,Feature,Done,13.11.2020 13:35,App ART Funnel|PCS|Pikachu|,,28.03.2022 15:10,Won't Do ,28.03.2022 15:10,0,720095,0,0,0,0,0,318213,Won't Do 
The APP ART,,THEAPP-355,Feature,Done,13.11.2020 12:59,App ART Funnel|PCS|,,22.01.2021 10:56,Done ,22.10.2021 09:07,0,126456,201869,165360,0,0,0,544658,Done 
The APP ART,,THEAPP-354,Feature,Done,13.11.2020 12:44,App ART Funnel|PCS|,,22.01.2021 10:56,Done ,10.08.2021 08:27,0,116715,43288,228539,0,0,0,649817,Done 
The APP ART,,THEAPP-352,Feature,Done,12.11.2020 11:36,App ART Funnel|CR|VICI|,,16.03.2021 10:52,Done ,08.07.2021 07:18,31124,199660,69343,42332,0,0,0,697406,Done 
The APP ART,,THEAPP-350,Feature,Done,11.11.2020 14:53,App ART Funnel|P&S|Release 2.0|Release 3.1|,,04.03.2021 17:07,Duplicate ,04.03.2021 17:07,0,162854,0,0,0,0,0,878257,Duplicate 
The APP ART,,THEAPP-349,Feature,Done,11.11.2020 14:18,App ART Funnel|,,04.03.2021 17:09,Won't Do ,04.03.2021 17:09,0,162890,0,0,0,0,0,878256,Won't Do 
The APP ART,,THEAPP-345,Feature,Done,09.11.2020 14:01,P&S|,,26.02.2021 18:22,Won't Do ,26.02.2021 18:22,0,157221,0,0,0,0,0,886822,Won't Do 
The APP ART,,THEAPP-344,Feature,Done,09.11.2020 13:37,Release 1.0|Release 2.0|,,01.07.2021 09:20,Not Required ,01.07.2021 09:20,0,336703,0,0,0,0,0,707364,Not Required 
The APP ART,,THEAPP-343,Feature,Done,06.11.2020 11:08,P&S|,,06.11.2020 11:08,Done ,27.04.2021 16:12,17611,0,63310,38971,128089,0,0,800553,Done 
The APP ART,,THEAPP-341,Feature,Funnel,05.11.2020 10:24,App ART Funnel|BOND|Griffin|P&S|Release 1.0|,,,,,1050020,0,0,0,0,0,0, ,
The APP ART,,THEAPP-340,Feature,Done,05.11.2020 10:22,App ART Funnel|CR|VICI|,,09.03.2022 11:13,Duplicate ,09.03.2022 11:13,0,704210,0,0,0,0,0,345811,Duplicate 
The APP ART,,THEAPP-338,Feature,Done,04.11.2020 12:58,P&S|Release 1.0|Release 2.0|Release 3.1|,,23.11.2020 11:44,Done ,20.07.2021 17:02,0,45765,114095,211900,0,0,0,679542,Done 
The APP ART,,THEAPP-337,Feature,Done,04.11.2020 12:10,App ART Funnel|P&S|PCS|,,10.02.2021 18:15,Done ,24.08.2021 12:58,0,158272,14725,248968,0,0,0,629386,Done 
The APP ART,,THEAPP-336,Feature,Done,04.11.2020 11:24,App ART Funnel|Griffin|P&S|PCS|Pikachu|Release 4.0|,,02.02.2022 11:15,Won't Do ,02.02.2022 11:15,0,655191,0,0,0,0,0,396209,Won't Do 
The APP ART,,THEAPP-335,Feature,Backlog,03.11.2020 18:58,App ART Funnel|BOND|Mario|P&S|,,28.09.2021 17:59, ,,0,473712,578673,0,0,0,0,0, 
The APP ART,,THEAPP-334,Feature,Done,28.10.2020 16:27,CR|,,02.11.2020 11:39,Done ,27.04.2021 15:56,0,6912,175903,77792,0,0,0,800568,Done 
The APP ART,,THEAPP-333,Feature,Done,28.10.2020 16:24,CR|,,02.11.2020 11:41,Done ,08.06.2021 10:52,0,6916,175911,137958,0,0,0,740393,Done 
The APP ART,,THEAPP-332,Feature,Backlog,27.10.2020 15:14,App ART Funnel|P&S|Release 3.1|Release 4.0|,,20.11.2021 19:04, ,,73012,655684,295390,0,38602,0,0,0, 
The APP ART,,THEAPP-331,Feature,Done,27.10.2020 13:52,P&S|,,04.03.2021 17:17,Won't Do ,04.03.2021 17:17,0,184524,0,0,0,0,0,878247,Won't Do 
The APP ART,,THEAPP-330,Feature,Done,27.10.2020 09:26,CR|,,27.10.2020 09:27,Done ,20.11.2020 17:13,0,0,0,35026,0,0,0,1028012,Done 
The APP ART,,THEAPP-329,Feature,Done,27.10.2020 09:26,CR|,,27.10.2020 09:26,Done ,28.10.2020 10:33,0,0,0,1506,0,0,0,1061531,Done 
The APP ART,,THEAPP-328,Feature,Done,27.10.2020 09:25,CR|,,27.10.2020 09:26,Done ,20.11.2020 17:05,0,0,0,35018,0,0,0,1028019,Done 
The APP ART,,THEAPP-327,Feature,Done,27.10.2020 09:24,CR|,,27.10.2020 09:25,Done ,12.02.2021 09:45,0,0,0,131262,0,24278,0,907499,Done 
The APP ART,,THEAPP-326,Feature,Done,27.10.2020 09:17,CR|,,27.10.2020 09:24,Done ,23.03.2021 14:10,0,7,122480,89484,0,0,0,851074,Done 
The APP ART,,THEAPP-325,Feature,Done,27.10.2020 09:15,CR|,,27.10.2020 09:15,Done ,02.03.2021 19:02,0,0,0,182026,0,0,0,881023,Done 
The APP ART,,THEAPP-324,Feature,Done,27.10.2020 09:12,CR|,,27.10.2020 09:14,Done ,20.11.2020 17:05,0,1,0,35030,0,0,0,1028020,Done 
The APP ART,,THEAPP-321,Feature,Done,23.10.2020 15:23,VICI|,,24.01.2022 17:58,Won't Do ,24.01.2022 17:58,0,659674,0,0,0,0,0,408767,Won't Do 
The APP ART,,THEAPP-320,Feature,Done,23.10.2020 10:36,,,19.01.2022 11:58,Duplicate ,19.01.2022 11:58,0,652401,0,0,0,0,0,416327,Duplicate 
The APP ART,,THEAPP-317,Feature,Backlog,21.10.2020 19:09,BOND|Griffin|Stark|Stromberg|,,15.12.2021 16:42, ,,31974,706407,332711,0,0,0,0,0, 
The APP ART,,THEAPP-315,Feature,Done,21.10.2020 17:32,App ART Funnel|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,20.01.2021 15:29,Done ,05.05.2021 15:18,0,149517,29001,65153,38432,0,0,789086,Done 
The APP ART,,THEAPP-313,Feature,Funnel,21.10.2020 10:18,App ART Funnel|P&S|Release 1.0|Release 2.0|,,,,,1071626,0,0,0,0,0,0, ,
The APP ART,,THEAPP-312,Feature,Done,20.10.2020 15:25,App ART Funnel|Picasso|,,15.12.2021 11:21,Won't Do ,15.12.2021 11:21,0,605995,0,0,0,0,0,466763,Won't Do 
The APP ART,,THEAPP-311,Feature,Done,20.10.2020 13:57,P&S|,,13.11.2020 08:55,Done ,18.05.2021 13:21,0,34259,178878,89226,0,0,0,770483,Done 
The APP ART,,THEAPP-310,Feature,Done,19.10.2020 09:34,Griffin|Mario|P&S|,,13.11.2020 08:57,Done ,30.11.2021 13:27,0,418004,87661,80644,0,0,0,488238,Done 
The APP ART,,THEAPP-308,Feature,Done,16.10.2020 09:23,App ART Funnel|P&S|Release 3.1|Release 4.0|,,20.04.2021 19:38,Duplicate ,20.04.2021 19:38,0,268454,0,0,0,0,0,810426,Duplicate 
The APP ART,,THEAPP-306,Feature,Completed,15.10.2020 18:09,P&S|,,15.10.2020 18:10, ,26.11.2020 18:10,0,1,0,60479,0,1019314,0,0, 
The APP ART,,THEAPP-305,Feature,Completed,15.10.2020 18:07,P&S|,,15.10.2020 18:12, ,26.11.2020 18:10,0,5,0,60478,0,1019314,0,0, 
The APP ART,,THEAPP-303,Feature,Done,15.10.2020 09:20,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,03.11.2020 20:23,Done ,29.09.2021 10:31,0,28023,159627,284833,30145,0,0,577693,Done 
The APP ART,,THEAPP-296,Feature,Done,14.10.2020 14:13,P&S|Release 1.0|,,22.10.2020 10:59,Duplicate ,22.10.2020 10:59,0,11326,0,0,0,0,0,1070145,Duplicate 
The APP ART,,THEAPP-292,Feature,Done,13.10.2020 18:15,P&S|,,13.10.2020 18:15,Done ,16.11.2020 10:38,0,0,0,21435,0,27067,0,1034167,Done 
The APP ART,,THEAPP-288,Feature,Done,12.10.2020 15:38,CR|,,12.10.2020 15:39,Duplicate ,26.10.2020 13:40,0,20041,0,0,0,0,0,1064224,Duplicate 
The APP ART,,THEAPP-287,Feature,Done,12.10.2020 15:38,CR|,,12.10.2020 15:38,Won't Do ,25.03.2021 10:19,0,22960,0,0,212880,0,0,848425,Won't Do 
The APP ART,,THEAPP-286,Feature,Done,12.10.2020 15:37,CR|,,12.10.2020 15:37,Done ,14.06.2021 13:51,0,1416,332518,18758,0,0,0,731574,Done 
The APP ART,,THEAPP-285,Feature,Done,12.10.2020 15:37,CR|,,12.10.2020 15:37,Done ,08.06.2021 10:56,0,1459,204447,137972,0,0,0,740389,Done 
The APP ART,,THEAPP-284,Feature,Done,12.10.2020 15:35,CR|,,12.10.2020 15:35,Done ,14.04.2021 14:42,0,30004,173248,61653,0,0,0,819363,Done 
The APP ART,,THEAPP-283,Feature,Done,12.10.2020 15:34,CR|,,12.10.2020 15:34,Duplicate ,14.01.2021 12:21,0,135166,0,0,0,0,0,949103,Duplicate 
The APP ART,,THEAPP-267,Feature,Done,06.10.2020 16:18,PCS|,,06.10.2020 16:19,Done ,15.02.2021 16:55,0,1,0,190114,0,0,0,902750,Done 
The APP ART,,THEAPP-261,Feature,Done,30.09.2020 17:10,CR|Lebowski|P&S|Release 1.0|Skywalker|Stark|Stromberg|,,13.11.2020 08:55,Duplicate ,08.07.2021 17:49,290,62865,341522,0,0,0,0,696775,Duplicate 
The APP ART,,THEAPP-254,Feature,Funnel,22.09.2020 10:15,Greatwall|P&S|Release 3.0|Release 3.1|Stromberg|,,20.10.2021 13:18, ,,414459,566103,0,0,132826,0,0,0, 
The APP ART,,THEAPP-253,Feature,Blocker,22.09.2020 10:07,Greatwall|P&S|Release 4.0|,,20.10.2021 13:19, ,,38865,566111,0,0,508419,0,0,0, 
The APP ART,,THEAPP-252,Feature,Funnel,22.09.2020 09:56,2022|P&S|Release 4.0|,,,,,1113408,0,0,0,0,0,0, ,
The APP ART,,THEAPP-250,Feature,Funnel,18.09.2020 22:46,,,,,,1118398,0,0,0,0,0,0, ,
The APP ART,,THEAPP-249,Feature,Funnel,18.09.2020 22:40,,,,,,1118404,0,0,0,0,0,0, ,
The APP ART,,THEAPP-247,Feature,Done,18.09.2020 13:25,P&S|Release 4.0|Stromberg|,,08.10.2021 14:41,Duplicate ,08.10.2021 14:41,0,554476,0,0,0,0,0,564483,Duplicate 
The APP ART,,THEAPP-229,Feature,Done,03.12.2019 11:14,,,25.02.2020 19:20,Won't Do ,05.03.2021 15:55,431677,121445,106676,0,0,0,0,876889,Won't Do 
The APP ART,,THEAPP-228,Feature,E2E Test,24.07.2020 21:20,Callahan|P&S|Stromberg|,,14.09.2020 15:59, ,,524194,260380,389889,24658,0,0,0,0, 
The APP ART,,THEAPP-227,Feature,Done,28.05.2020 15:58,2022|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|,,14.09.2020 15:59,Declined ,16.03.2021 11:30,587575,156961,0,0,0,0,0,536989,Declined 
The APP ART,,THEAPP-226,Feature,Done,25.06.2020 17:21,,,14.09.2020 15:59,Duplicate ,07.04.2021 14:56,295137,116558,0,0,0,0,0,829428,Duplicate 
The APP ART,,THEAPP-224,Feature,In Analysis,27.08.2020 15:27,Android|Griffin|iOS|Stark|VICI|,,14.09.2020 15:59, ,,466540,455110,0,0,228865,0,0,0, 
The APP ART,,THEAPP-223,Feature,Done,06.07.2020 10:21,,,14.09.2020 15:59,Duplicate ,01.07.2021 09:15,417195,101138,0,0,0,0,0,707369,Duplicate 
The APP ART,,THEAPP-222,Feature,Done,27.05.2020 15:21,Greatwall|Release 3.1|,,14.09.2020 15:59,Won't Do ,26.08.2022 14:10,827918,158438,195811,0,0,0,0,100835,Won't Do 
The APP ART,,THEAPP-221,Feature,Done,20.07.2020 08:50,P&S|,,14.09.2020 15:59,Duplicate ,05.11.2020 09:55,74515,81069,0,0,0,0,0,1050050,Duplicate 
The APP ART,,THEAPP-220,Feature,Done,04.08.2020 20:25,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,14.09.2020 15:59,Done ,17.02.2021 17:07,100544,58773,76478,47684,0,0,0,899857,Done 
The APP ART,,THEAPP-219,Feature,Funnel,28.08.2020 15:48,Griffin|Mario|P&S|Release 4.0|,,14.09.2020 15:59, ,,911321,24491,0,0,213242,0,0,0, 
The APP ART,,THEAPP-218,Feature,Done,04.06.2020 10:10,App ART Funnel|Backend|Griffin|P&S|Release 3.1|Stark|,,14.09.2020 15:59,Duplicate ,23.07.2021 13:20,416179,177302,2868,0,0,0,0,675444,Duplicate 
The APP ART,,THEAPP-217,Feature,Done,07.05.2020 16:27,,,14.09.2020 15:59,Won't Do ,05.03.2021 15:55,247676,187171,0,0,0,0,0,876889,Won't Do 
The APP ART,,THEAPP-215,Feature,Done,30.04.2020 10:21,,,14.09.2020 15:59,Duplicate ,29.03.2021 17:34,282334,197618,0,0,0,0,0,842230,Duplicate 
The APP ART,,THEAPP-214,Feature,Done,27.05.2020 15:28,P&S|Release 3.1|,,14.09.2020 15:59,Won't Do ,04.12.2020 13:27,116488,158430,0,0,0,0,0,1008077,Won't Do 
The APP ART,,THEAPP-211,Feature,Done,24.02.2020 11:17,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|,,24.02.2020 15:14,Duplicate ,02.11.2021 13:40,620436,99719,168466,0,0,0,0,528544,Duplicate 
The APP ART,,THEAPP-210,Feature,Done,22.10.2019 11:15,App ART Funnel|Backend|P&S|Release 4.0|Stromberg|,,24.02.2020 19:02,Duplicate ,08.07.2022 21:56,600171,187728,119440,160141,358755,0,0,170929,Duplicate 
The APP ART,,THEAPP-207,Feature,Funnel,27.05.2020 15:35,Griffin|P&S|Release 4.0|Stromberg|,,14.09.2020 15:59, ,,1124565,158424,0,0,0,0,0,0, 
The APP ART,,THEAPP-206,Feature,Done,28.08.2020 15:51,App ART Funnel|Backend|Griffin|P&S|Release 4.0|,,14.09.2020 15:59,Done ,12.05.2022 08:59,437532,54986,69039,96180,237528,0,0,253785,Done 
The APP ART,,THEAPP-205,Feature,Done,17.06.2020 09:54,CR|,,14.09.2020 15:59,Done ,14.12.2020 08:50,99156,128525,25741,5709,0,0,0,993954,Done 
The APP ART,,THEAPP-204,Feature,Done,21.04.2020 13:59,App ART Funnel|P&S|Release 2.0|,,14.09.2020 15:59,Done ,27.04.2021 10:51,214668,210360,38598,70424,0,0,0,800873,Done 
The APP ART,,THEAPP-203,Feature,Done,24.02.2020 18:46,PCS|Pikachu|,,24.02.2020 19:01,Done ,28.03.2022 12:20,1098319,14,0,0,0,0,0,318384,Done 
The APP ART,,THEAPP-202,Feature,Done,24.02.2020 14:52,P&S|,,24.02.2020 15:15,Won't Do ,05.03.2021 15:53,450890,22,89146,0,0,0,0,876892,Won't Do 
The APP ART,,THEAPP-201,Feature,Done,24.02.2020 19:01,,,24.02.2020 19:01,Won't Do ,01.04.2021 15:03,578642,0,0,0,0,0,0,838060,Won't Do 
The APP ART,,THEAPP-199,Feature,Done,05.12.2019 12:52,CR|,,25.02.2020 19:13,Duplicate ,26.03.2021 11:32,568339,118460,0,0,0,0,0,846912,Duplicate 
The APP ART,,THEAPP-198,Feature,Done,14.04.2020 10:29,,,14.09.2020 15:59,Done ,26.03.2021 14:09,277810,220649,0,0,0,0,0,846755,Done 
The APP ART,,THEAPP-197,Feature,Done,21.04.2020 14:55,App ART Funnel|P&S|Release 3.0|Release 3.1|,,14.09.2020 15:59,Won't Do ,25.08.2021 14:15,184294,522706,0,0,0,0,0,627869,Won't Do 
The APP ART,,THEAPP-195,Feature,Done,24.02.2020 18:50,PCS|,,24.02.2020 19:01,Duplicate ,01.07.2021 09:22,709340,10,0,0,0,0,0,707363,Duplicate 
The APP ART,,THEAPP-194,Feature,Completed,24.02.2020 11:08,2022|Lebowski|P&S|Stark|,,24.02.2020 11:09,Won't Do ,18.05.2022 11:23,847103,51481,161111,82203,0,245001,0,30271,Won't Do 
The APP ART,,THEAPP-193,Feature,Done,24.02.2020 18:55,,,24.02.2020 19:01,Not Required ,31.03.2021 15:49,577247,6,0,0,0,0,0,839456,Not Required 
The APP ART,,THEAPP-192,Feature,Completed,23.03.2020 11:18,VICI|,,23.03.2020 11:22, ,24.06.2022 13:00,791899,26458,47040,219964,99858,191624,0,0, 
The APP ART,,THEAPP-191,Feature,Done,21.04.2020 14:41,App ART Funnel|Griffin|P&S|Release 2.0|Release 3.1|Skywalker|,,14.09.2020 15:59,Done ,14.12.2021 13:13,184298,228775,305387,148191,0,137,0,468091,Done 
The APP ART,,THEAPP-190,Feature,Done,27.03.2020 17:04,,,14.09.2020 15:59,Not Required ,31.03.2021 15:44,285105,246175,0,0,0,0,0,839460,Not Required 
The APP ART,,THEAPP-189,Feature,Done,24.02.2020 18:43,App ART Funnel|Release 3.0|Release 3.1|Stark|,,24.02.2020 19:01,Done ,17.03.2022 16:47,839255,41868,27012,154283,20342,0,0,333957,Done 
The APP ART,,THEAPP-188,Feature,Done,24.02.2020 18:55,,,24.02.2020 19:01,Not Required ,31.03.2021 15:49,577248,5,0,0,0,0,0,839455,Not Required 
The APP ART,,THEAPP-187,Feature,Done,21.04.2020 15:11,App ART Funnel|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,14.09.2020 15:59,Duplicate ,04.03.2021 17:21,246325,282114,53546,0,0,0,0,752865,Duplicate 
The APP ART,,THEAPP-186,Feature,Done,24.02.2020 18:33,Android|App ART Funnel|Design|Griffin|iOS|Release 3.1|Skywalker|Stromberg|,,24.02.2020 19:01,Done ,05.08.2022 22:38,758852,140712,149655,236942,0,0,0,130566,Done 
The APP ART,,THEAPP-185,Feature,Done,24.02.2020 18:52,,,24.02.2020 19:01,Won't Do ,05.03.2021 15:48,539807,9,0,0,0,0,0,876896,Won't Do 
The APP ART,,THEAPP-184,Feature,Completed,24.02.2020 15:21,P&S|Stromberg|,,24.02.2020 19:01, ,28.02.2022 10:56,688070,10340,142172,217550,0,358789,0,0, 
The APP ART,,THEAPP-183,Feature,Done,09.03.2020 18:12,CR|Release 1.0|Release 2.0|,,09.03.2020 18:13,Done ,05.10.2020 15:41,288158,15693,0,0,0,0,0,1092739,Done 
The APP ART,,THEAPP-180,Feature,Done,24.02.2020 18:53,,,24.02.2020 19:01,Declined ,05.03.2021 15:49,539808,8,0,0,0,0,0,876895,Declined 
The APP ART,,THEAPP-179,Feature,Done,24.02.2020 11:10,2022|Griffin|P&S|Skywalker|,,24.02.2020 11:10,Duplicate ,05.03.2021 15:51,897644,0,63152,0,0,0,0,456375,Duplicate 
