Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Closed Date,New,In Specification,Open,In Progress,In Review,Pending,Resolved,Closed,Resolution 
PKT 2025 - Cluster FI,,PKTFIN-9323,Task,Closed,31.08.2022 11:49:04,AP|PKT/GFBB|Template|,,31.08.2022 14:49:42,26.09.2022 15:53:05,180,0,8610,28802,89,0,0,318027,Done 
PKT 2025 - Cluster FI,,PKTFIN-9137,Story,New,18.08.2022 16:31:32,AP|GFBB alignment open|Interface|PKT/GFBB|Template|,,,,374149,0,0,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-9136,Story,Open,18.08.2022 16:30:23,AP|GFBB alignment open|Interface|PKT/GFBB|Template|,,28.09.2022 11:28:10,,58737,0,315412,0,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-9135,Story,New,18.08.2022 16:27:47,AP|GFBB alignment open|Interface|PKT/GFBB|Template|,,,,374153,0,0,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-9134,Story,New,18.08.2022 16:25:58,AP|GFBB alignment open|Interface|PKT/GFBB|Template|,,,,374154,0,0,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-9127,Task,New,18.08.2022 16:18:11,AP|PKT/GFBB|Template|,,,,374162,0,0,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-9126,Task,In Progress,18.08.2022 16:17:13,AP|PKT/GFBB|Template|,,15.11.2022 11:40:22,,127883,0,1894,244386,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-9125,Task,Closed,18.08.2022 16:16:27,AP|PKT/GFBB|Template|,,26.10.2022 13:51:10,21.11.2022 07:40:53,99214,0,217,26910,2886,0,7054,237879,Done 
PKT 2025 - Cluster FI,,PKTFIN-9124,Task,Closed,18.08.2022 16:15:29,AP|PKT/GFBB|Template|,,05.10.2022 13:56:52,14.11.2022 07:59:40,68981,0,1506,27054,1770,0,26911,247941,Done 
PKT 2025 - Cluster FI,,PKTFIN-9123,Task,Closed,18.08.2022 16:14:46,AP|PKT/GFBB|Template|,,14.09.2022 09:46:11,04.10.2022 16:08:24,38491,0,316,28861,4,0,0,306492,Done 
PKT 2025 - Cluster FI,,PKTFIN-9122,Task,Closed,18.08.2022 16:06:24,AP|PKT/GFBB|Template|,,22.08.2022 10:38:19,12.09.2022 10:15:57,5431,0,6146,18626,5443,0,0,338524,Done 
PKT 2025 - Cluster FI,,PKTFIN-8994,Task,Closed,10.08.2022 10:23:40,AP|PKT/GFBB|Template|,,10.08.2022 10:25:43,23.08.2022 15:40:14,2,31,0,1500,9901,0,7601,367000,Done 
PKT 2025 - Cluster FI,,PKTFIN-8963,Task,Closed,09.08.2022 15:36:40,AP|PKT/GFBB|Template|,,09.08.2022 16:39:31,09.08.2022 16:39:33,62,0,0,0,0,0,0,387101,Rejected 
PKT 2025 - Cluster FI,,PKTFIN-8911,Task,Closed,04.08.2022 10:18:56,AP|PKT/GFBB|Template|,,22.08.2022 10:38:34,12.09.2022 12:19:13,25939,0,6146,8395,15797,0,0,338401,Done 
PKT 2025 - Cluster FI,,PKTFIN-8865,Task,Closed,02.08.2022 14:59:39,AP|PKT/GFBB|Template|,,04.08.2022 15:53:33,11.08.2022 09:50:34,2933,0,0,1060,8656,0,0,384630,Done 
PKT 2025 - Cluster FI,,PKTFIN-8861,Task,Closed,02.08.2022 11:39:53,AP|PKT/GFBB|Template|,,03.08.2022 09:47:06,11.08.2022 09:45:44,1327,0,574,6655,4289,0,0,384635,Done 
PKT 2025 - Cluster FI,,PKTFIN-8853,Task,Closed,01.08.2022 16:17:52,AP|PKT/GFBB|Template|,,01.08.2022 16:33:13,19.08.2022 11:07:29,15,0,3048,22533,11,0,0,373033,Done 
PKT 2025 - Cluster FI,,PKTFIN-8591,Task,Closed,12.07.2022 19:04:48,AP|PKT/GFBB|Template|,,13.07.2022 09:45:19,01.08.2022 10:23:05,880,0,1447,21931,4018,0,0,398997,Done 
PKT 2025 - Cluster FI,,PKTFIN-8579,Task,Closed,11.07.2022 15:57:14,AP|PKT/GFBB|Template|,,13.07.2022 09:46:59,26.07.2022 16:38:00,2509,0,1445,16385,1299,0,0,407262,Done 
PKT 2025 - Cluster FI,,PKTFIN-8578,Task,Closed,11.07.2022 15:56:13,AP|PKT/GFBB|Template|,,13.07.2022 09:46:50,22.07.2022 14:48:04,2510,0,1445,11803,11,0,0,413132,Done 
PKT 2025 - Cluster FI,,PKTFIN-8577,Task,Closed,11.07.2022 15:46:57,AP|PKT/GFBB|Template|,,13.07.2022 09:46:39,27.07.2022 14:55:29,2519,0,20202,0,266,0,0,405925,Done 
PKT 2025 - Cluster FI,,PKTFIN-8576,Task,Closed,11.07.2022 15:45:14,AP|PKT/GFBB|Template|,,13.07.2022 09:46:30,23.08.2022 16:56:45,2521,0,1445,7561,0,0,50463,366924,Done 
PKT 2025 - Cluster FI,,PKTFIN-8567,Task,Closed,08.07.2022 08:20:54,AP|PKT/GFBB|Template|,,03.08.2022 19:22:04,23.08.2022 15:40:14,38101,0,0,3,814,0,27760,367000,Done 
PKT 2025 - Cluster FI,,PKTFIN-8537,Test,Ready,29.06.2022 15:17:56,AP|PKT/GFBB|Template|,,29.06.2022 15:34:17,,16,0,446206,0,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-8536,Task,New,29.06.2022 09:43:44,AP|PKT/GFBB|Template|,,,,446557,0,0,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-8513,Task,Closed,22.06.2022 13:34:05,AP|PKT/GFBB|Template|,,22.06.2022 13:34:32,18.07.2022 14:48:55,0,0,6176,22713,241,0,8382,418891,Done 
PKT 2025 - Cluster FI,,PKTFIN-8170,Story,Closed,17.05.2022 13:37:39,AP|PKT/GFBB|Template|,,22.06.2022 13:40:19,06.07.2022 09:18:16,51842,0,6170,4139,9586,0,0,436502,Done 
PKT 2025 - Cluster FI,,PKTFIN-8114,Task,Closed,11.05.2022 10:20:18,AP|PKT/GFBB|Template|,,11.05.2022 10:22:11,31.05.2022 08:36:41,1,0,311,27366,1016,0,0,488384,Done 
PKT 2025 - Cluster FI,,PKTFIN-8083,Task,Closed,06.05.2022 17:06:08,AP|PKT/GFBB|Template|,,06.05.2022 19:23:18,01.08.2022 10:22:08,137,0,10,80667,44061,0,0,398998,Done 
PKT 2025 - Cluster FI,,PKTFIN-8006,Task,New,04.05.2022 15:05:16,AP|PKT/GFBB|Template|,,,,526875,0,0,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-8005,Task,Closed,04.05.2022 15:00:47,AP|PKT/GFBB|Template|,,11.05.2022 10:04:17,22.06.2022 10:56:29,9783,0,329,2669,48,0,57485,456564,Done 
PKT 2025 - Cluster FI,,PKTFIN-7916,Story,Closed,25.04.2022 12:20:51,AP|PKT/GFBB|Template|,,25.04.2022 17:33:12,11.05.2022 10:22:14,312,0,0,5558,17050,0,0,517078,Done 
PKT 2025 - Cluster FI,,PKTFIN-7789,Task,Closed,19.04.2022 09:14:42,AP|PKT/GFBB|Template|,,19.04.2022 15:14:37,06.05.2022 14:31:34,359,0,2979,21443,13,0,0,524029,Done 
PKT 2025 - Cluster FI,,PKTFIN-7729,Task,Closed,08.04.2022 10:38:27,AP|PKT/GFBB|Template|,,09.04.2022 12:31:03,01.06.2022 13:14:15,1552,0,20,53624,22533,0,184,486666,Done 
PKT 2025 - Cluster FI,,PKTFIN-7667,Defect,Closed,25.03.2022 09:56:03,PKTFIN relevant|,,29.03.2022 14:20:42,16.08.2022 11:22:32,6024,0,10256,189588,0,0,1576,377338,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-7641,Task,Closed,28.03.2022 15:15:00,AP|PKT/GFBB|Template|,,30.03.2022 10:03:51,27.04.2022 13:01:02,2568,0,1643,17282,1506,0,20064,537079,Done 
PKT 2025 - Cluster FI,,PKTFIN-7421,Task,Closed,07.03.2022 15:18:40,AP|PKT/GFBB|Template|,,07.03.2022 16:51:04,30.03.2022 09:51:53,92,0,3898,21984,4261,0,2555,577588,Done 
PKT 2025 - Cluster FI,,PKTFIN-7387,Task,Closed,03.03.2022 14:15:46,AP|PKT/GFBB|Template|,,11.03.2022 10:56:57,11.04.2022 15:53:46,11321,0,0,4571,1131,0,39233,559947,Done 
PKT 2025 - Cluster FI,,PKTFIN-7300,Task,Closed,22.02.2022 16:49:29,AP|PKT/GFBB|Template|,,11.03.2022 10:57:09,20.04.2022 13:22:39,24127,0,0,18946,28854,0,9944,547138,Done 
PKT 2025 - Cluster FI,,PKTFIN-7259,Task,Closed,15.02.2022 16:29:32,AP|PKT/GFBB|Template|,,16.02.2022 09:44:28,09.03.2022 15:32:26,1034,0,2139,6920,5,0,21522,607488,Done 
PKT 2025 - Cluster FI,,PKTFIN-7250,Task,Closed,15.02.2022 09:41:37,AP|PKT/GFBB|Template|,,16.02.2022 09:44:18,07.03.2022 13:27:40,1442,0,2140,25419,23,0,0,610493,Done 
PKT 2025 - Cluster FI,,PKTFIN-6868,Task,Closed,24.01.2022 15:02:27,AP|PKT/GFBB|Template|,,24.01.2022 15:07:20,15.02.2022 09:42:36,4,0,2910,27352,1092,0,0,639518,Done 
PKT 2025 - Cluster FI,,PKTFIN-6758,Task,Closed,14.12.2021 13:27:23,AP|PKT/GFBB|Template|,,14.12.2021 16:53:58,01.02.2022 09:59:58,206,0,4474,44188,125,21357,0,659660,Done 
PKT 2025 - Cluster FI,,PKTFIN-6757,Task,Closed,14.12.2021 13:08:51,AP|PKT/GFBB|Template|,,14.12.2021 16:54:22,02.02.2022 07:59:48,225,0,2479,56461,2545,0,9979,658341,Done 
PKT 2025 - Cluster FI,,PKTFIN-6735,Defect,Closed,03.12.2021 08:45:00,AP|,,03.12.2021 09:35:07,25.03.2022 16:06:59,50,0,67,0,0,161531,0,584485,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6710,Defect,Closed,03.12.2021 08:49:47,,,03.12.2021 14:03:21,10.12.2021 12:40:21,313,0,0,9996,0,0,0,735820,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6708,Defect,Closed,03.12.2021 08:52:25,,,03.12.2021 11:59:14,07.12.2021 15:42:14,186,0,0,2966,3016,0,0,739958,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6707,Defect,Closed,03.12.2021 08:54:28,,,03.12.2021 11:25:16,13.12.2021 15:52:06,150,0,7274,1527,4374,0,1490,731308,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6700,Defect,Closed,02.12.2021 17:19:41,,,02.12.2021 18:00:53,10.01.2022 16:04:52,41,0,0,0,37807,18236,0,690975,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6699,Defect,Closed,02.12.2021 14:10:02,,,03.12.2021 11:31:32,13.12.2021 15:23:18,1281,0,7266,1527,4345,0,1491,731337,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6657,Story,Closed,24.11.2021 09:40:16,AP|PKT/GFBB|Template|,,24.11.2021 09:55:37,14.12.2021 13:33:39,15,0,7764,9785,11467,0,0,730007,Done 
PKT 2025 - Cluster FI,,PKTFIN-6656,Task,Closed,24.11.2021 09:37:22,AP|PKT/GFBB|Template|,,24.11.2021 17:54:00,22.12.2021 12:15:11,496,0,137,28255,122,0,11465,718565,Done 
PKT 2025 - Cluster FI,,PKTFIN-6539,Task,Closed,02.11.2021 16:20:33,AP|PKT/GFBB|Template|,,02.11.2021 16:28:06,25.11.2021 07:01:41,7,0,2570,26145,2553,0,1283,757759,Done 
PKT 2025 - Cluster FI,,PKTFIN-6264,Story,Closed,11.10.2021 15:24:09,AP|PKT/GFBB|Template|,,11.10.2021 15:34:33,02.11.2021 11:24:03,10,0,21303,9200,924,0,0,790616,Done 
PKT 2025 - Cluster FI,,PKTFIN-6243,Task,Closed,07.10.2021 13:34:50,AP|PKT/GFBB|Template|,,14.10.2021 10:22:57,03.11.2021 15:40:33,9888,0,0,27427,290,0,1399,788920,Done 
PKT 2025 - Cluster FI,,PKTFIN-6150,Task,Closed,16.09.2021 17:21:33,AP|PKT/GFBB|Template|,,16.09.2021 18:27:43,11.10.2021 13:18:21,66,0,26844,4587,4258,0,0,822182,Done 
PKT 2025 - Cluster FI,,PKTFIN-6121,Defect,Closed,10.09.2021 09:30:21,AP|GFBB|Overall|,,14.09.2021 15:26:11,05.10.2021 15:15:09,6115,0,0,0,0,30228,0,830705,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6109,Defect,Closed,08.09.2021 12:04:00,AP|,,08.09.2021 12:17:23,14.01.2022 09:23:03,13,0,0,6043,2689,175411,0,685617,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6108,Defect,Closed,06.09.2021 17:36:39,AP|PKT/GFBB|Template|,,06.09.2021 17:44:25,25.03.2022 16:04:28,7,0,0,51705,75047,161146,0,584416,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6099,Defect,Closed,06.09.2021 10:21:36,AP|Overall|PKT/GFBB|Template|,,21.09.2021 15:31:40,09.12.2021 09:56:20,21910,0,0,30246,0,83178,0,737424,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6094,Defect,Closed,03.09.2021 14:50:55,AP|PKT/GFBB|Template|,,06.09.2021 15:04:04,07.09.2021 14:36:38,4333,0,0,1412,0,0,0,871064,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6093,Defect,Closed,02.09.2021 14:20:41,AP|PKT/GFBB|Template|,,02.09.2021 14:25:18,12.10.2021 14:44:45,4,0,0,245,57373,0,0,820656,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6092,Defect,Closed,02.09.2021 14:14:50,AP|PKT/GFBB|Template|,,02.09.2021 14:25:21,08.09.2021 11:34:28,10,0,0,5896,2573,0,0,869806,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-6074,Task,Closed,01.09.2021 11:03:21,AP|PKT/GFBB|Template|,,01.09.2021 12:30:29,23.09.2021 15:27:36,87,0,210,21283,388,0,9974,847973,Done 
PKT 2025 - Cluster FI,,PKTFIN-6073,Task,Closed,01.09.2021 10:59:35,AP|PKT/GFBB|Template|,,01.09.2021 12:29:56,23.09.2021 15:27:36,90,0,210,21287,285,0,10073,847973,Done 
PKT 2025 - Cluster FI,,PKTFIN-6072,Task,Closed,01.09.2021 10:55:20,AP|PKT/GFBB|Template|,,01.09.2021 12:29:18,07.09.2021 10:12:31,93,0,211,7141,1150,0,0,871328,Done 
PKT 2025 - Cluster FI,,PKTFIN-6071,Story,Closed,01.09.2021 10:51:05,AP|PKT/GFBB|Template|,,01.09.2021 12:28:55,23.09.2021 15:27:36,97,0,633,21144,6854,0,3225,847973,Done 
PKT 2025 - Cluster FI,,PKTFIN-6070,Story,Closed,01.09.2021 10:40:55,AP|PKT/GFBB|Template|,,01.09.2021 12:28:58,23.09.2021 15:27:35,108,0,208,17329,1267,0,13053,847973,Done 
PKT 2025 - Cluster FI,,PKTFIN-6007,Task,Closed,11.08.2021 10:30:45,AP|PKT/GFBB|Template|,,12.08.2021 10:45:54,02.09.2021 07:32:14,1455,0,0,23542,2707,0,3795,878688,Done 
PKT 2025 - Cluster FI,,PKTFIN-6006,Story,Closed,11.08.2021 10:13:25,AP|PKT/GFBB|Template|,,11.08.2021 14:57:03,02.09.2021 07:32:13,283,0,8631,11304,276,0,11022,878688,Done 
PKT 2025 - Cluster FI,,PKTFIN-5866,Task,Closed,21.07.2021 09:55:13,AP|PKT/GFBB|Template|,,21.07.2021 10:34:14,02.09.2021 07:32:14,39,0,9276,18671,23938,0,9851,878688,Done 
PKT 2025 - Cluster FI,,PKTFIN-5570,Task,Closed,29.06.2021 12:46:25,AP|PKT/GFBB|Template|,,30.06.2021 15:31:00,22.07.2021 08:10:58,1604,0,0,21967,6464,0,2807,939129,Done 
PKT 2025 - Cluster FI,,PKTFIN-5551,Defect,Closed,23.06.2021 15:53:42,,,23.06.2021 16:54:04,10.08.2021 15:29:51,60,0,0,2697,0,66338,0,911330,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-5467,Story,Closed,07.06.2021 11:46:58,AP|PKT/GFBB|Template|,,07.06.2021 13:40:48,01.07.2021 05:25:33,113,0,3256,18761,3942,0,8104,969535,Done 
PKT 2025 - Cluster FI,,PKTFIN-5111,Defect,Closed,01.04.2021 13:15:03,,,07.04.2021 12:00:18,11.04.2021 21:45:05,8565,0,0,215,0,0,6129,1085195,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-5109,Defect,Closed,01.04.2021 10:54:45,AP|Overall|,,14.04.2021 16:43:03,02.09.2021 07:32:57,19068,0,0,43324,0,150778,8386,878687,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-4774,Story,Closed,08.03.2021 09:59:22,AP|,,08.03.2021 15:59:29,17.03.2021 15:49:26,360,0,148,1386,8518,0,2897,1121551,Done 
PKT 2025 - Cluster FI,,PKTFIN-4672,Defect,Closed,17.02.2021 15:37:26,,,18.02.2021 10:19:10,03.08.2021 12:11:54,1121,0,112,7004,211717,0,20318,921608,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-4608,Story,Closed,03.02.2021 09:29:29,Addon|AP|PKT/GFBB|Template|,,03.02.2021 23:52:43,08.02.2021 16:17:51,863,0,0,6728,0,0,16,1174802,Done 
PKT 2025 - Cluster FI,,PKTFIN-4584,Defect,Closed,02.02.2021 11:24:23,AP|,,02.02.2021 17:47:36,09.02.2021 08:55:17,383,0,0,1974,993,0,6578,1173805,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-4564,Defect,Closed,01.02.2021 16:06:03,,,02.02.2021 16:23:25,09.02.2021 08:55:45,1457,0,0,0,8538,0,1092,1173805,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-4488,Defect,Closed,15.01.2021 14:40:59,AP|PKT/GFBB|,,18.01.2021 14:47:42,15.03.2021 15:49:37,4326,0,0,46360,34326,0,14,1124431,Fixed 
PKT 2025 - Cluster FI,,PKTFIN-4448,Story,Pending,13.12.2020 21:48:55,AP|PKT/GFBB|Template|,,11.02.2021 09:59:26,,85690,0,0,228931,0,941929,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-2373,Epic,In Progress,04.05.2020 16:54:26,AP|GFBB alignment open|Template|,,05.03.2021 13:06:13,,438971,662830,25604,450560,0,0,0,0, 
PKT 2025 - Cluster FI,,PKTFIN-2315,Story,Open,01.04.2020 17:44:33,AP|GFBB alignment open|Interface|PKT/GFBB|Template|,,22.08.2022 10:40:31,,1256695,0,344373,24366,0,0,0,0, 
PKT Central TM,,PKTC-2448,Defect,Closed,24.03.2022 13:45:03,PKTFIN relevant|,,24.03.2022 14:09:26,25.03.2022 14:34:51,24,0,0,1465,0,0,0,584505,Fixed 
PKT Central TM,,PKTC-2351,Defect,Closed,14.03.2022 12:55:19,PKTFIN relevant|,,15.03.2022 14:26:35,16.03.2022 13:07:50,1531,0,0,64,1296,0,0,597552,Fixed 
PKT Central TM,,PKTC-2246,Defect,Closed,26.11.2021 16:59:42,,,30.11.2021 09:41:18,30.11.2021 15:21:38,5321,0,0,339,0,0,0,750059,Fixed 
PKT Central TM,,PKTC-2240,Defect,Closed,26.11.2021 15:34:12,,,29.11.2021 08:59:31,02.12.2021 14:33:02,3925,0,0,3230,1422,0,0,747227,Fixed 
PKT Central TM,,PKTC-2119,Defect,Closed,08.09.2021 09:51:56,,,08.09.2021 15:41:09,10.09.2021 12:28:16,349,0,1079,1374,232,0,0,866872,Fixed 
Group Finance Backbone,,GFBB-21206,Story,New,01.12.2022 09:01:27,,,,,223399,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-21194,Story,Open,29.11.2022 10:24:47,,,29.11.2022 10:28:00,,3,0,226192,0,0,0,0,0, 
Group Finance Backbone,,GFBB-21169,Story,New,24.11.2022 11:47:45,,,,,233313,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-21162,Story,Resolved,24.11.2022 10:59:52,,,24.11.2022 11:00:04,24.11.2022 11:02:05,0,0,0,2,0,0,233358,0,Done 
Group Finance Backbone,,GFBB-21158,Story,New,23.11.2022 15:35:18,,,,,234525,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-21152,Sub-task,Open,22.11.2022 20:01:30,,,,,235699,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-21134,Story,New,21.11.2022 16:20:28,,,,,237360,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-21103,Story,New,17.11.2022 16:01:56,,,,,243138,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-21078,Story,In Progress,11.11.2022 10:58:36,,,11.11.2022 11:01:59,,3,0,55,252023,0,0,0,0, 
Group Finance Backbone,,GFBB-21014,Story,Closed,03.11.2022 11:09:36,,,08.11.2022 13:53:04,08.11.2022 13:53:14,7363,0,0,0,0,0,0,256227,Done 
Group Finance Backbone,,GFBB-20996,Sub-task,Open,28.10.2022 16:56:28,,,,,271884,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-20970,Story,Resolved,26.10.2022 13:47:46,,,29.11.2022 15:10:27,29.11.2022 15:10:40,49042,0,0,0,0,0,225910,0,Done 
Group Finance Backbone,,GFBB-20958,Story,New,25.10.2022 13:57:46,,,,,276383,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-20928,Story,Pending,20.10.2022 13:11:41,,,20.10.2022 13:44:29,,32,0,0,27668,0,255927,0,0, 
Group Finance Backbone,,GFBB-20894,Story,Resolved,18.10.2022 16:30:28,,,18.10.2022 16:30:48,08.11.2022 18:56:32,0,0,1428,28957,0,0,255924,0,Done 
Group Finance Backbone,,GFBB-20876,Story,New,17.10.2022 08:47:19,,,,,288213,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-20869,Story,New,14.10.2022 12:34:07,,,,,292306,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-20832,Story,Open,10.10.2022 11:19:11,,,18.10.2022 14:43:58,,11724,0,286416,0,0,0,0,0, 
Group Finance Backbone,,GFBB-20791,Story,Open,05.10.2022 13:25:49,,,05.10.2022 13:32:29,28.10.2022 17:26:26,6,0,284845,0,0,0,20361,0, 
Group Finance Backbone,,GFBB-20782,Story,Resolved,04.10.2022 18:15:43,,,04.10.2022 18:19:41,14.10.2022 15:25:19,3,0,14101,123,0,0,292135,0,Done 
Group Finance Backbone,,GFBB-20746,Story,Pending,30.09.2022 14:42:26,,,30.09.2022 14:42:32,,0,0,40590,0,0,271748,0,0, 
Group Finance Backbone,,GFBB-20742,Story,In Progress,30.09.2022 11:07:21,,,30.09.2022 11:07:48,,0,0,76537,236015,0,0,0,0, 
Group Finance Backbone,,GFBB-20741,Story,In Progress,30.09.2022 10:55:00,,,30.09.2022 10:55:24,,0,0,86807,225757,0,0,0,0, 
Group Finance Backbone,,GFBB-20736,Story,In Progress,29.09.2022 18:34:37,,,20.10.2022 15:38:09,,30063,0,0,283482,0,0,0,0, 
Group Finance Backbone,,GFBB-20735,Story,In Specification,29.09.2022 17:32:57,,,30.09.2022 10:54:25,,1041,303939,8626,0,0,0,0,0, 
Group Finance Backbone,,GFBB-20722,Story,In Progress,29.09.2022 09:26:24,,,20.10.2022 21:11:01,,30944,0,0,283149,0,0,0,0, 
Group Finance Backbone,,GFBB-20693,Story,Resolved,27.09.2022 18:13:50,,,27.09.2022 18:19:07,17.10.2022 14:45:59,5,0,19749,8837,0,0,287854,0,Done 
Group Finance Backbone,,GFBB-20440,Story,In Progress,16.09.2022 18:41:18,,,16.11.2022 14:19:52,,87578,0,0,244680,0,0,0,0, 
Group Finance Backbone,,GFBB-20415,Story,Resolved,13.09.2022 14:57:52,,,13.09.2022 14:59:14,17.10.2022 09:48:04,1,0,0,48648,0,0,288152,0,Done 
Group Finance Backbone,,GFBB-20403,Story,Resolved,08.09.2022 17:22:44,,,08.09.2022 17:40:38,21.10.2022 15:40:43,17,0,0,61800,0,0,282040,0,Done 
Group Finance Backbone,,GFBB-20395,Story,Closed,08.09.2022 13:55:22,,,15.09.2022 16:44:38,20.09.2022 16:08:40,10249,0,0,4555,0,0,2608,326652,Done 
Group Finance Backbone,,GFBB-20385,Story,Resolved,07.09.2022 14:59:27,,,07.09.2022 15:23:59,03.11.2022 09:37:17,24,0,81733,0,0,0,263683,0,Done 
Group Finance Backbone,,GFBB-20342,Story,Resolved,01.09.2022 13:00:04,,,01.09.2022 13:02:14,21.10.2022 11:00:56,2,0,3,71875,0,0,282319,0,Done 
Group Finance Backbone,,GFBB-20320,Story,Resolved,26.08.2022 16:02:22,,,26.08.2022 16:02:35,20.10.2022 18:53:39,0,0,25735,53635,0,0,283287,0,Done 
Group Finance Backbone,,GFBB-20318,Story,Open,25.08.2022 10:52:53,,,25.08.2022 10:54:12,,1,0,364406,0,0,0,0,0, 
Group Finance Backbone,,GFBB-20247,Story,Resolved,18.08.2022 14:20:17,,,24.08.2022 10:09:29,21.09.2022 14:07:42,8389,0,10,40547,0,0,325333,0,Done 
Group Finance Backbone,,GFBB-20110,Story,In Progress,03.08.2022 09:52:40,,,31.08.2022 12:05:29,,40452,0,63192,292502,0,0,0,0, 
Group Finance Backbone,,GFBB-20108,Story,Pending,03.08.2022 07:42:30,,,03.08.2022 07:44:27,,1,0,109581,0,0,286695,0,0, 
Group Finance Backbone,,GFBB-20105,Story,In Progress,03.08.2022 07:30:24,,,03.08.2022 07:32:06,,1,0,42325,353963,0,0,0,0, 
Group Finance Backbone,,GFBB-20104,Story,Open,03.08.2022 07:24:45,,,03.08.2022 07:25:46,,1,0,396295,0,0,0,0,0, 
Group Finance Backbone,,GFBB-20088,Story,Pending,02.08.2022 10:58:25,,,02.08.2022 10:58:50,,0,0,0,47917,0,349603,0,0, 
Group Finance Backbone,,GFBB-19927,Story,Closed,15.07.2022 15:44:51,,,21.07.2022 14:37:27,23.08.2022 17:07:38,8572,0,8523,18978,0,0,20167,366913,Done 
Group Finance Backbone,,GFBB-19925,Story,Resolved,15.07.2022 14:14:40,,,11.08.2022 11:05:18,01.09.2022 11:18:58,38690,0,0,30253,0,0,354301,0,Done 
Group Finance Backbone,,GFBB-19843,Story,In Review,07.07.2022 10:39:30,,,13.10.2022 10:49:14,,141129,0,1348,4333,288169,0,0,0, 
Group Finance Backbone,,GFBB-19722,Story,In Progress,30.06.2022 10:49:16,,,08.07.2022 15:50:58,,11821,0,100938,332291,0,0,0,0, 
Group Finance Backbone,,GFBB-19721,Story,Resolved,30.06.2022 10:46:36,,,04.07.2022 20:48:58,30.11.2022 08:25:51,6362,0,176624,37192,0,0,224874,0,Done 
Group Finance Backbone,,GFBB-19717,Story,New,29.06.2022 16:24:09,,,,,446156,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-19693,Story,Resolved,29.06.2022 09:41:23,,,29.06.2022 09:43:04,29.06.2022 09:43:04,1,0,0,0,0,0,446557,0,Won't Do 
Group Finance Backbone,,GFBB-19663,Story,New,28.06.2022 13:52:27,,,,,447748,0,0,0,0,0,0, 
Group Finance Backbone,,GFBB-19646,Story,In Progress,27.06.2022 08:45:04,,,04.07.2022 20:48:53,,10803,0,205313,233378,0,0,0,0, 
Group Finance Backbone,,GFBB-19632,Story,Resolved,23.06.2022 12:29:18,,,04.07.2022 20:48:51,29.09.2022 18:39:54,16339,0,3729,121421,0,0,313540,0,Won't Do 
Group Finance Backbone,,GFBB-19599,Story,Closed,21.06.2022 10:21:35,,,21.06.2022 10:21:46,24.08.2022 10:29:37,0,0,0,92167,0,0,0,365871,Done 
Group Finance Backbone,,GFBB-19598,Story,Resolved,20.06.2022 15:12:41,,,13.10.2022 14:15:22,13.10.2022 14:15:22,165542,0,0,0,0,0,293645,0,Done 
